---,Type,Item,Prop,PropSpawn,Trait,Currency,Pet,PetSpawn,Spawn,AffixSpawn,ItemModifySpawn,SpawnLevelFrom,SpawnLevelFixed,SpawnLevelAdd,SpawnLevelMult,Query,RequiredItemLevel,Tags,TagQuery,Quantity,bDropOnGround,bHidden,TraitParameterRowName,TraitParameterSource,bLimitedTime,bApplyToFortProp,StatusEffectClass,StatusEffectDuration,Notes
FortWardrobeUnlockItem_DM_Globe_01,"Item","(RowName=""WardrobePlan_DM_Globe_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortWardrobeUnlockItem_DM_Plant_01,"Item","(RowName=""WardrobePlan_DM_Plant_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortWardrobeUnlockItem_DM_Ship_01,"Item","(RowName=""WardrobePlan_DM_Ship_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortWardrobeUnlockItem_DM_Wooden_01,"Item","(RowName=""WardrobePlan_DM_Wooden_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortWardrobeUnlockItem_FG_Gears_01,"Item","(RowName=""WardrobePlan_FG_Gears_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortWardrobeUnlockItem_FG_Plant_01,"Item","(RowName=""WardrobePlan_FG_Plant_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortWardrobeUnlockItem_FG_Ship_01,"Item","(RowName=""WardrobePlan_FG_Ship_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortWardrobeUnlockItem_FG_Wooden_01,"Item","(RowName=""WardrobePlan_FG_Wooden_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortWardrobeUnlockItem_RM_Clock_01,"Item","(RowName=""WardrobePlan_RM_Clock_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortWardrobeUnlockItem_RM_Plant_01,"Item","(RowName=""WardrobePlan_RM_Plant_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortWardrobeUnlockItem_RM_Ship_01,"Item","(RowName=""WardrobePlan_RM_Ship_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortWardrobeUnlockItem_RM_Wooden_01,"Item","(RowName=""WardrobePlan_RM_Wooden_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortWardrobeUnlockItem_SS_Common_02,"Item","(RowName=""WardrobePlan_SS_Common_02"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortWardrobeUnlockItem_SS_Globe_01,"Item","(RowName=""WardrobePlan_SS_Globe_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortWardrobeUnlockItem_SS_Plant_01,"Item","(RowName=""WardrobePlan_SS_Plant_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortWardrobeUnlockItem_SS_Ship_01,"Item","(RowName=""WardrobePlan_SS_Ship_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortWardrobeUnlockItem_SS_Wooden_01,"Item","(RowName=""WardrobePlan_SS_Wooden_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
GiveBundle_Gob_Greater,"Item","(RowName=""Bundle_FortPropDecos_GoblinFrontier_Greater"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
GiveBundle_Gob_Lesser,"Item","(RowName=""Bundle_FortPropDecos_GoblinFrontier_Lesser"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
GiveBundle_JU_Greater,"Item","(RowName=""Bundle_FortPropDecos_JourneyUnknown_Greater"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
GiveBundle_JU_Lesser,"Item","(RowName=""Bundle_FortPropDecos_JourneyUnknown_Lesser"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
Gold_500,"Currency","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""Gold"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","500","False","False","None","CustomRowName","False","False","None","0.000000",""
GoldBag,"Item","(RowName=""GoldBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
GoldLuckMapBundle_Common,"Item","(RowName=""CommonMapBag_Gold"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
GoldLuckMapBundle_Legendary,"Item","(RowName=""LegendaryMapBag_Gold"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
GoldLuckMapBundle_Magic,"Item","(RowName=""MagicMapBag_Gold"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
GoldLuckMapBundle_Rare,"Item","(RowName=""RareMapBag_Gold"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
ItemLuckMapBundle_Common,"Item","(RowName=""CommonMapBag_Item"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
ItemLuckMapBundle_Legendary,"Item","(RowName=""LegendaryMapBag_Item"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
ItemLuckMapBundle_Magic,"Item","(RowName=""MagicMapBag_Item"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
ItemLuckMapBundle_Rare,"Item","(RowName=""RareMapBag_Item"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
MagicItemBag,"Item","(RowName=""RandomMagicItemBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
MapBundle_Legendary,"Item","(RowName=""LegendaryMapBundle"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
MapBundle_Rare,"Item","(RowName=""RareMapBundle"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
MetalBars_90,"Item","(RowName=""MetalBarsBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""BloodGems"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
MetalNuggets_100,"Item","(RowName=""MetalNuggetsBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
MetalNuggets_25,"Currency","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""MetalNugget_T1_Tin"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","25","False","False","None","CustomRowName","False","False","None","0.000000",""
Pet,"PetSpawn","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""SpawnPet_Random"")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
Pet_Cat_Black,"Pet","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""Cat01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
Pet_Cat_Siamese,"Pet","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""Cat03"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
Pet_Chakawary_Aqua,"PetSpawn","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""SpawnChakawary03"")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
Pet_Chakawary_Red,"PetSpawn","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""SpawnChakawary04"")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
Pet_Chakawary_White,"Pet","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""Chakawary02"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
Pet_Common,"PetSpawn","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""SpawnPet_Random_Common"")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
Pet_Eagle_Bald,"Pet","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""Eagle03"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
Pet_Eagle_Crested,"Pet","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""Eagle04"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
Pet_Legendary,"PetSpawn","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""SpawnPet_Random_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
Pet_Magic,"PetSpawn","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""SpawnPet_Random_Magic"")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
Pet_Rare,"PetSpawn","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""SpawnPet_Random_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
RareItemBag,"Item","(RowName=""RandomRareItemBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
RareMetal_10,"Item","(RowName=""RareMetalBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
RareStone_10,"Item","(RowName=""RareStoneBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
RareWood_10,"Item","(RowName=""RareWoodBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
RecipeUnlock_Example,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","BluntForce1h","CustomRowName","False","False","None","0.000000",""
RelicSlot,"Currency","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RelicStorageSlots"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
ResourceBundle_Refined_Legendary,"Item","(RowName=""Bundle_RefinedResources_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
ResourceBundle_Refined_Rare,"Item","(RowName=""Bundle_RefinedResources_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
SkillRegretScroll,"Item","(RowName=""SkillRegretScroll"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
SpokeReward_Fame,"RandomDrop","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""Fame_500"")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
StashTab,"Currency","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""StashTabs"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
