---,MinLevel,MaxLevel,DropWeight,MaxCount,TextFormat,ItemTextFormat,bAlwaysShowAffixName,bIsPrimaryAffix,TraitType,AffixGameplayTags,AffixCurveValue1,AffixCurveValue2,AffixCurveValue3,AffixCurveValue4,AffixCurveValue5,AffixCurveValue6,TraitString,Normal,Magic,Rare,Legendary,Unique,EnchantingMagicMultipliers,EnchantingRareMultipliers,EnchantingLegendaryMultipliers,LifeboundMultiplier,TextOnDrop,Notes
GoldBagTooltip,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""E3D49E0E4AF976623294C2BACB12486F"", ""Use this to get a bounty of gold."")","","False","False","NoTraits","None","None","None","None","None","None","None","","","","","","","","","","1.200000","",""
HitPoints_Bonus_Primary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""HitPoints_Bonus_Primary_TextFormat"", ""+{0} Health"")","NSLOCTEXT(""AffixTable"", ""1B6645B1463D8EF0ED262D8A5C61EFC5"", ""Robust {0}"")","False","True","Default","Affix.Primary;Affix.NonElemental;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Affix.Hitpoints.Bonus;Item.Pet.Collar","HitPointsBonus","None","None","None","None","None","Hitpoints.Max","","0.74-1.53","1.28-2","1.74-2.53","","","","","1.200000","",""
HitPoints_Bonus_Secondary,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""HitPoints_Bonus_Secondary_TextFormat"", ""+{0} Health"")","","False","False","Default","Affix.Secondary;Affix.NonElemental;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Hitpoints.Bonus;Item.Pet.Collar","HitPointsBonus","None","None","None","None","None","Hitpoints.Max","","0.55-1.15","0.96-1.5","1.31-1.9","","","","","1.200000","",""
HitPoints_OnKill,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""303E70C14C16E17D7E8C43B367A17D0B"", ""+{0} Health on kill"")","NSLOCTEXT(""AffixTable"", ""4C3FD0D94F834AE7F0B743A367FE48C0"", ""{0} of Recovery"")","False","False","Weapon","Affix.Secondary;Affix.NonElemental;Affix.Hitpoints.OnKill;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Pet.Collar;Item.Weapon.Cannon","HealthOnKill","None","None","None","None","None","HealthOnKill","0.75-0.9","0.8-1.0","1.0-1.3","1.5-2.5","","","","","1.200000","",""
HitPoints_OnKill_vsChampions,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""4FBCE8A3478A4FFE9A564196CD4CB53F"", ""+{0} Health on killing a Champion or stronger"")","","False","False","Weapon","Affix.Secondary;Affix.NonElemental;Affix.Hitpoints.OnKill;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Pet.Collar;Affix.vsChampions","HealthOnKill","None","None","None","None","None","HealthOnKillVsTarget|Character.Monster.Champion","","","","4.0-5.0","","","","","1.200000","","Legendary Secondary"
HitPoints_OnKill_vsGoblins,"10.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""B32308FC4983B4F88B327E8184C22DA8"", ""+{0} Health on killing a Goblin"")","","False","False","Weapon","Affix.Secondary;Affix.Hitpoints.OnKill;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Pet.Collar;Affix.vsMonsterType.Goblins;Item.Weapon.Cannon","HealthOnKill","None","None","None","None","None","HealthOnKillVsTarget|Character.Monster.Goblin","0.9-1.08","1.152-1.44","1.5-2","2-3","","","","","1.200000","",""
HitPoints_OnKill_vsNetherim,"10.000000","100.000000","60","0","NSLOCTEXT(""AffixTable"", ""B315A93F4DDB4B28D960A39763288E75"", ""+{0} Health on killing a Netherim"")","","False","False","Weapon","Affix.Secondary;Affix.NonElemental;Affix.Hitpoints.OnKill;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Pet.Collar;Affix.vsNetherim;Item.Weapon.Cannon","HealthOnKill","None","None","None","None","None","HealthOnKillVsTarget|Character.Monster.Netherim","0.9-1.08","0.96-1.2","1.5-2","2-3","","","","","1.200000","",""
HitPoints_OnKill_vsVespid,"10.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""8F6C8E96451D8A2DF4831E9A6E221EC9"", ""+{0} Health on killing a Hyvid"")","","False","False","Weapon","Affix.Secondary;Affix.Hitpoints.OnKill;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Pet.Collar;Affix.vsMonsterType.Vespid;Item.Weapon.Cannon","HealthOnKill","None","None","None","None","None","HealthOnKillVsTarget|Character.Monster.Vespid","0.9-1.08","0.96-1.2","1.5-2","2-3","","","","","1.200000","",""
HitPoints_OnKill_vsVoltura,"10.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""4535CFF446FEACA97494A483E1BBC079"", ""+{0} Health on killing a Voltura"")","","False","False","Weapon","Affix.Secondary;Affix.Hitpoints.OnKill;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Pet.Collar;Affix.vsMonsterType.Voltura;Item.Weapon.Cannon","HealthOnKill","None","None","None","None","None","HealthOnKillVsTarget|Character.Monster.Voltura","0.9-1.08","0.96-1.2","1.5-2","2-3","","","","","1.200000","",""
HitPoints_Regen_Primary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""5BA593874C613ADE025B8C93A98E2FB7"", ""+{0} Health /sec Regen"")","","False","True","Default","Affix.Primary;Affix.NonElemental;Item.Armour.Hatch;Item.Armour.Helm;Item.Armour.Boots;Affix.Hitpoints.Regen","HealthRegen","None","None","None","None","None","Hitpoints.Regen","0.4-0.7","0.7-0.8","0.8-1.2","2.0-3.0","","","","","1.200000","",""
HitPoints_Regen_Primary_Legendary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""38C307BC4E9E4ACB70D9488132DC0077"", ""+{0} Health /sec Regen"")","","False","True","Default","Affix.Primary;Affix.NonElemental;Item.Armour.Hatch;Item.Armour.Helm;Item.Armour.Boots;Affix.Hitpoints.Regen","HealthRegen","None","None","None","None","None","HItpoints.Regen","","","","2.0-3.0","","","","","1.200000","",""
HitPoints_Regen_Secondary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""26DAECE9444D4B559AC118A8EFCB44C0"", ""+{0} Health /sec Regen"")","","False","False","Default","Affix.Secondary;Affix.NonElemental;Item.Armour.Hatch;Item.Armour.Helm;Item.Armour.Boots;Affix.Hitpoints.Regen;Item.Pet.Collar","HealthRegen","None","None","None","None","None","Hitpoints.Regen","0.3-0.4","0.4-0.6","0.6-0.8","1.0-2.0","","","","","1.200000","",""
LIfeBound,"1.000000","100.000000","0","0","","NSLOCTEXT(""AffixTable"", ""34295FEA4B11B0E9EC2F0B88B84E97D2"", ""Phasic {0}"")","True","False","Default","None","Ones","None","None","None","None","None","Lifebound","1","1","1","1","","","","","1.200000","",""
Luck_Gold,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""AFF593E84F12DB1E0DBDB2A1087451A5"", ""+{0%}% Gold Luck"")","","False","False","Default","Affix.Secondary;Affix.NonElemental;Item.Armour.Shoulders;Item.Armour.Boots;Item.Armour.Hatch;Affix.Mapworks.Positive","Ones","None","None","None","None","None","Luck|Item.Currency.Gold","0.02-0.09","0.075-0.3","0.27-0.45","0.39-0.6","","","","","1.200000","",""
Luck_Item,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""1654AE2C4F38440470A4BCA4F1612CF3"", ""+{0%}% Gear Luck"")","","False","False","Default","Affix.Secondary;Affix.NonElemental;Item.Armour.Gloves;Item.Armour.Helm;Affix.Mapworks.Positive","Ones","None","None","None","None","None","Luck|Item.Gear","0.01-0.06","0.05-0.2","0.18-0.3","0.26-0.4","","","","","1.200000","",""
Luck_Potion,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""FD0359014213CB5AFC96DEBED97D7AC9"", ""+{0%}% Potion Luck"")","","False","False","Default","Affix.Secondary;Affix.NonElemental;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Affix.Mapworks.Positive","Ones","None","None","None","None","None","Luck|Item.Potion","0.01-0.06","0.05-0.2","0.18-0.3","0.26-0.4","","","","","1.200000","",""
Luck_SP,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""3C95A42048CCA3E3AB0D028E053CAD3A"", ""+{0%}% Skill Point Luck"")","","False","False","Default","Affix.Secondary;Affix.NonElemental;Item.Weapon;Affix.Mapworks.Positive","Ones","None","None","None","None","None","Luck|Currency.SkillPoint","0.01-0.06","0.05-0.2","0.18-0.3","0.26-0.4","","","","","1.200000","",""
Lucky,"1.000000","100.000000","0","1","","","False","False","NoTraits","None","None","None","None","None","None","None","","","","","","","","","","1.200000","NSLOCTEXT(""AffixTable"", ""CB736D04444575F8056390A3BE592E1F"", ""Lucky!"")","This is to help track that the item was a lucky drop and display some text."
Mapworks_CompetitiveSpeedrun_Rare,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""6130D52F41A523DE0236F49082F2C7AB"", ""Compete against other adventurers for the fastest boss run."")","","False","True","NoTraits","Affix.Mapworks.Competitive","None","None","None","None","None","None","MapworksRowNames|Speedrun1","1","1","1","1","1","","","","1.200000","",""
Mapworks_DisablePotion,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""AAFC794D4DFA9C895AC20D8DC2858EDF"", ""Potions are disabled."")","","False","True","NoTraits","Affix.Mapworks.Negative","None","None","None","None","None","None","MapworksRowNames|DisablePotion","1","","","","","","","","1.200000","",""
Mapworks_Finishing,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""B8F06B954E790927318178BCCC613691"", ""Right-click to summon portal"")","","False","False","NoTraits","None","None","None","None","None","None","None","MapworksRowNames|PickArea","1","1","1","1","","","","","1.200000","",""
Mapworks_GoldLuck_Common,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""E4539F0A4C0142506F694FADF8DF7923"", ""+10% Bonus Gold Luck"")","","False","True","NoTraits","Affix.Mapworks.Positive","None","None","None","None","None","None","MapworksRowNames|GoldLuck_Common","1","1","1","1","","","","","1.200000","",""
Mapworks_GoldLuck_Legendary,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""6403502F4AE2A1278E211AA1768F89A2"", ""+50% Bonus Gold Luck"")","","False","True","NoTraits","Affix.Mapworks.Positive","None","None","None","None","None","None","MapworksRowNames|GoldLuck_Legendary","1","1","1","1","","","","","1.200000","",""
Mapworks_GoldLuck_Magic,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""F4F0CD6145AE09C6150D758F6196A02A"", ""+20% Bonus Gold Luck"")","","False","True","NoTraits","Affix.Mapworks.Positive","None","None","None","None","None","None","MapworksRowNames|GoldLuck_Magic","1","1","1","1","","","","","1.200000","",""
Mapworks_GoldLuck_Rare,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""54F9335941A2E7A789105CBF738663EC"", ""+35% Bonus Gold Luck"")","","False","True","NoTraits","Affix.Mapworks.Positive","None","None","None","None","None","None","MapworksRowNames|GoldLuck_Rare","1","1","1","1","","","","","1.200000","",""
Mapworks_Hardcore,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""FADCE23E43AE71F8D4F227B57E24823E"", ""Hardcore Dungeon"")","","False","True","NoTraits","Affix.Mapworks.Negative","None","None","None","None","None","None","MapworksRowNames|Hardcore","1","","","","","","","","1.200000","",""
Mapworks_ItemLevelBoost,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""ADDEED6E43D3BEC3C52F82BBCE034ABC"", ""+1 Item Level"")","","False","True","NoTraits","Affix.Mapworks.Positive","None","None","None","None","None","None","MapworksRowNames|ItemLevelBoost","1","1","1","1","","","","","1.200000","",""
Mapworks_ItemLuck_Common,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""0FA8E3D44671BDDA2768AD86ED6E2414"", ""+10% Bonus Gear Luck"")","","False","True","NoTraits","Affix.Mapworks.Positive","None","None","None","None","None","None","MapworksRowNames|ItemLuck_Common","1","1","1","1","","","","","1.200000","",""
Mapworks_ItemLuck_Legendary,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""33EFB21F4AD0315BABB327BFC4594181"", ""+50% Bonus Gear Luck"")","","False","True","NoTraits","Affix.Mapworks.Positive","None","None","None","None","None","None","MapworksRowNames|ItemLuck_Legendary","1","1","1","1","","","","","1.200000","",""
Mapworks_ItemLuck_Magic,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""10306DAF47316F3D1227D4845D3C81E6"", ""+20% Bonus Gear Luck"")","","False","True","NoTraits","Affix.Mapworks.Positive","None","None","None","None","None","None","MapworksRowNames|ItemLuck_Magic","1","1","1","1","","","","","1.200000","",""
Mapworks_ItemLuck_Rare,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""7C75AF984F38141861F7A296E39E810F"", ""+35% Bonus Gear Luck"")","","False","True","NoTraits","Affix.Mapworks.Positive","None","None","None","None","None","None","MapworksRowNames|ItemLuck_Rare","1","1","1","1","","","","","1.200000","",""
MapworksBagTooltip,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""8F38D018489DF374465AF281EE002ECD"", ""Use this to obtain a set of Mapworks maps."")","","False","False","NoTraits","None","None","None","None","None","None","None","","","","","","","","","","1.200000","",""
MapworksTestAffix,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""2EB4C26142451480A5F1A0A3AAADD1F2"", ""Sends you to a place of danger and loot!"")","","False","True","NoTraits","None","None","None","None","None","None","None","MapWorksDungeon_Global","","","","","","","","","1.200000","",""
MapworksTestGoblinZone,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""09CE0CEB40DB680E94C59790F06763FC"", ""Goblin Map"")","","False","True","NoTraits","None","None","None","None","None","None","None","MapworksRowNames|MapWorksDungeon_GoblinForest","1","","","","","","","","1.200000","",""
MapworksTestHyvidZone,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""D77CB9B54D4BF72033B7FE83FA75A024"", ""Hyvid Map"")","","False","True","NoTraits","Affix.Mapworks.Area","None","None","None","None","None","None","MapworksRowNames|MapWorksDungeon_InfestedForest","1","","","","","","","","1.200000","",""
PotionTooltip,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""D9A3728B414B2FAB417872A86ADE0B49"", ""Recover 40% of your total health and another 10% per second for 3s"")","","False","False","Default","Item.Potion.Health","Ones","None","None","None","None","None","Hitpoints.Regen.Multiplier","0.4","0.5","0.6","0.75","","","","","1.200000","","Tooltip"
ProcOnHitIncreaseAttackSpeed,"1.000000","100.000000","0","0","","","False","False","Default","None","Ones","Ones","Ones","None","None","None","ProcChance|AttackSpeedOnTakeDamage;ProcDuration|AttackSpeedOnTakeDamage;ProcDamage|AttackSpeedOnTakeDamage","","","","","","","","","1.200000","",""
RandomItemBagTooltip,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""05A58CDA4E710F357C4966AE1346EDCD"", ""Use this to receive a random item at your current Frontier level for the Frontier you are currently in."")","","False","False","NoTraits","None","None","None","None","None","None","None","","","","","","","","","","1.200000","",""
Skill_Cooldown_DM_DarkSpears,"4.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""940F603D4AC5F0CF336C02A1CA129974"", ""{-0%}% faster cooldown for Dark Spears"")","","False","False","Default","Affix.Secondary;Affix.NonElemental;Character.Player.DuskMage;Item.Armour.Gloves;Item.Armour.Boots;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Armour.Helm;Item.Armour.Shoulders","SkillCooldownPct","None","None","None","None","None","CooldownPctBySkillName|DM_DarkSpears","","0.64-0.76","0.72-0.93","0.96-1.19","","","","","1.200000","","Skill: Dusk Mage"
Skill_Cooldown_DM_LuminousRun,"4.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""4B5DCE6D4CE1EF5792D445A86D7D6688"", ""{-0%}% faster cooldown for Luminous Run"")","","False","False","Default","Affix.Secondary;Affix.NonElemental;Character.Player.DuskMage;Item.Armour.Gloves;Item.Armour.Boots;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Armour.Helm;Item.Armour.Shoulders","SkillCooldownPct","None","None","None","None","None","CooldownPctBySkillName|DM_LuminousRun","","0.64-0.76","0.72-0.93","0.96-1.19","","","","","1.200000","","Skill: Dusk Mage"
Skill_Cooldown_Forged_Lodestone,"4.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""20FDCE25404E961881EB0185D7124AAA"", ""{-0%}% faster cooldown for Vortex Bomb"")","","False","False","Default","Affix.Secondary;Affix.NonElemental;Character.Player.Forged;Item.Armour.Gloves;Item.Armour.Hatch;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Armour.Helm;Item.Armour.Shoulders","SkillCooldownPct","None","None","None","None","None","CooldownPctBySkillName|Forged_Lodestone","","0.64-0.76","0.72-0.93","0.96-1.19","","","","","1.200000","","Skill: Forged"
Skill_Cooldown_Forged_PoisonDart,"4.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""D68399B64DD6DAEA3825C691E1670FB5"", ""{-0%}% faster cooldown for Poison Dart"")","","False","False","Default","Affix.Secondary;Affix.NonElemental;Character.Player.Forged;Item.Armour.Gloves;Item.Armour.Hatch;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Armour.Helm;Item.Armour.Shoulders","SkillCooldownPct","None","None","None","None","None","CooldownPctBySkillName|Forged_PoisonDart","","0.64-0.76","0.72-0.93","0.96-1.19","","","","","1.200000","","Skill: Forged"
Skill_Cooldown_Forged_RocketBarrage,"4.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""6255B90747DACDC5945045A645A7E836"", ""{-0%}% faster cooldown for Coal Launch"")","","False","False","Default","Affix.Secondary;Affix.NonElemental;Character.Player.Forged;Item.Armour.Gloves;Item.Armour.Hatch;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Armour.Helm;Item.Armour.Shoulders","SkillCooldownPct","None","None","None","None","None","CooldownPctBySkillName|Forged_RocketBarrage","","0.64-0.76","0.72-0.93","0.96-1.19","","","","","1.200000","","Skill: Forged"
Skill_Damage_DM_Entropy,"4.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""98B22CD148FA27F7CB137481E2A6D572"", ""+{0%}% damage w/ Entropy"")","","False","False","Default","Affix.Secondary;Affix.NonElemental;Character.Player.DuskMage;Item.Armour.Gloves;Item.Armour.Boots;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Armour.Helm;Item.Armour.Shoulders","SkillDamagePct","None","None","None","None","None","DamagePctBySkillName|DM_Entropy","","0.64-0.76","0.72-0.94","0.96-1.18","","","","","1.200000","","Skill: Dusk Mage"
Skill_Damage_DM_UnholyBolt,"4.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""3F6E3EC844D3EE4F299B66932A753217"", ""+{0%}% damage w/ Unholy Bolt"")","","False","False","Default","Affix.Secondary;Affix.NonElemental;Character.Player.DuskMage;Item.Armour.Gloves;Item.Armour.Boots;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Armour.Helm;Item.Armour.Shoulders","SkillDamagePct","None","None","None","None","None","DamagePctBySkillName|DM_UnholyBolt","","0.64-0.76","0.72-0.93","0.96-1.17","","","","","1.200000","","Skill: Dusk Mage"
Skill_Damage_Forged_RapidFire,"4.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""BCCE3D6F4B17C3D60D5B2F91127F804D"", ""+{0%}% damage w/ Rapid Fire"")","","False","False","Default","Affix.Secondary;Affix.NonElemental;Character.Player.Forged;Item.Armour.Gloves;Item.Armour.Hatch;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Armour.Helm;Item.Armour.Shoulders","SkillDamagePct","None","None","None","None","None","DamagePctBySkillName|Forged_RapidFire","","0.64-0.76","0.72-0.96","0.96-1.20","","","","","1.200000","","Skill: Forged"
Skill_Damage_Forged_CycloneMode,"4.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""7AD3CD414165356830288DA63521CA67"", ""+{0%}% damage w/ Cyclone Mode"")","","False","False","Default","Affix.Secondary;Affix.NonElemental;Character.Player.Forged;Item.Armour.Gloves;Item.Armour.Hatch;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Armour.Helm;Item.Armour.Shoulders","SkillDamagePct","None","None","None","None","None","DamagePctBySkillName|Forged_CycloneMode","","0.64-0.76","0.72-0.96","0.96-1.20","","","","","1.200000","","Skill: Forged"
Skill_Damage_Forged_RammingRobot,"4.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""FC9C7221491EF3E15E2B339FC512FE52"", ""+{0%}% damage w/ Ramming Robot"")","","False","False","Default","Affix.Secondary;Affix.NonElemental;Character.Player.Forged;Item.Armour.Gloves;Item.Armour.Hatch;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Armour.Helm;Item.Armour.Shoulders","SkillDamagePct","None","None","None","None","None","DamagePctBySkillName|Forged_RammingRobot","","0.64-0.76","0.72-0.95","0.96-1.19","","","","","1.200000","","Skill: Forged"
Skill_Damage_RM_Pound,"4.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""CF38031D4774E310A16884A9E6A2665A"", ""+{0%}% damage w/ Pound"")","","False","False","Default","Affix.Secondary;Character.Player.Railman;Affix.NonElemental;Item.Armour.Gloves;Item.Armour.Boots;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Armour.Helm;Item.Armour.Shoulders","SkillDamagePct","None","None","None","None","None","DamagePctBySkillName|RM_Pound","","0.64-0.76","0.72-0.95","0.96-1.19","","","","","1.200000","","Skill: Railmaster"
Skill_Damage_RM_MiddleCar_Shield,"4.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""2A04161843F889711DCA2980A43B8E59"", ""+{0%}% damage when near your Train"")","","False","False","Default","Affix.Secondary;Character.Player.Railman;Affix.NonElemental;Item.Armour.Gloves;Item.Armour.Boots;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Armour.Helm;Item.Armour.Shoulders","SkillDamagePct","None","None","None","None","None","MiscBonusBySkillName|RM_MiddleCar_Shield","","0.64-0.76","0.72-0.95","0.96-1.19","","","","","1.200000","","Skill: Railmaster"
Skill_Duration_RM_SpikeThrow,"4.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""59F66B1F4F31F63755184586B91B9536"", ""+{0%}% duration for Bleed from Flying Picks"")","","False","False","Default","Affix.Secondary;Character.Player.Railman;Affix.NonElemental;Item.Armour.Gloves;Item.Armour.Boots;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Armour.Helm;Item.Armour.Shoulders","SkillDamagePct","None","None","None","None","None","DurationPctBySkillName|RM_SpikeThrow","","0.64-0.76","0.72-0.93","0.96-1.17","","","","","1.200000","","Skill: Railmaster"
Skill_Duration_RM_BlastingCharge,"4.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""AB6CCDEB416A6083DF8506B74EB7D101"", ""+{0%}% duration for Vulnerable debuff from Blasting Charge"")","","False","False","Default","Affix.Secondary;Character.Player.Railman;Affix.NonElemental;Item.Armour.Gloves;Item.Armour.Boots;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Armour.Helm;Item.Armour.Shoulders","SkillDamagePct","None","None","None","None","None","DurationPctBySkillName|RM_BlastingCharge","","0.64-0.76","0.72-0.93","0.96-1.17","","","","","1.200000","","Skill: Railmaster"
Skill_Duration_RM_ShieldCar,"4.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""11112A3F4D2E4D55D38D69BE9487D461"", ""+{0%}% duration for Major Shield buff from Shield Car"")","","False","False","Default","Affix.Secondary;Character.Player.Railman;Affix.NonElemental;Item.Armour.Gloves;Item.Armour.Boots;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Armour.Helm;Item.Armour.Shoulders","ProcDuration","None","None","None","None","None","DurationPctBySkillName|RM_MiddleCar_Shield","","0.05-0.1","0.08-0.25","0.26-0.4","","","","","1.200000","","Skill: Railmaster"
Skill_Energy_DM_Absolver,"4.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""F15D980A4F7C5DD2976B8E82BC8FABE9"", ""-{-0%}% energy cost for Absolver"")","","False","False","Default","Affix.Secondary;Character.Player.DuskMage;Affix.NonElemental;Item.Armour.Gloves;Item.Armour.Boots;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Armour.Helm;Item.Armour.Shoulders","SkillEnergyPct","None","None","None","None","None","EnergyCostPctBySkillName|DM_Absolver","","0.64-0.9","0.72-0.89","0.96-1.13","","","","","1.200000","","Skill: Dusk Mage"
Skill_Energy_DM_HolyBolt,"4.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""30FCFD034A0E7876E77DC18FEE7B645B"", ""-{-0%}% energy cost for Holy Bolt"")","","False","False","Default","Affix.Secondary;Character.Player.DuskMage;Affix.NonElemental;Item.Armour.Gloves;Item.Armour.Boots;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Armour.Helm;Item.Armour.Shoulders","SkillEnergyPct","None","None","None","None","None","EnergyCostPctBySkillName|DM_HolyBolt","","0.64-0.7","0.72-0.87","0.96-1.11","","","","","1.200000","","Skill: Dusk Mage"
Skill_Energy_DM_HolyFury,"4.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""4E1DB0B947BA88C52BDFF6962D6F785F"", ""-{-0%}% energy cost for Holy Fury"")","","False","False","Default","Affix.Secondary;Character.Player.DuskMage;Affix.NonElemental;Item.Armour.Gloves;Item.Armour.Boots;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Armour.Helm;Item.Armour.Shoulders","SkillEnergyPct","None","None","None","None","None","EnergyCostPctBySkillName|DM_HolyFury","","0.64-0.8","0.72-0.88","0.96-1.12","","","","","1.200000","","Skill: Dusk Mage"
Skill_Energy_Forged_RapidFire,"4.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""6AC042F849F4B4A4E11D0AB11C581451"", ""-{-0%}% heat from Rapid Fire"")","","False","False","Default","Affix.Secondary;Affix.NonElemental;Character.Player.Forged;Item.Armour.Gloves;Item.Armour.Hatch;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Armour.Helm;Item.Armour.Shoulders","SkillEnergyPct","None","None","None","None","None","EnergyCostPctBySkillName|Forged_RapidFire","","0.64-0.10","0.72-0.90","0.96-1.14","","","","","1.200000","","Skill: Forged"
Skill_Energy_Forged_ShotgonneBlast,"4.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""3BC6778D4CF574C3A7C96FB0CFEBE9AB"", ""-{-0%}% heat from Shotgonne Blast"")","","False","False","Default","Affix.Secondary;Affix.NonElemental;Character.Player.Forged;Item.Armour.Gloves;Item.Armour.Hatch;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Armour.Helm;Item.Armour.Shoulders","SkillEnergyPct","None","None","None","None","None","EnergyCostPctBySkillName|Forged_ShotgonneBlast","","0.64-0.11","0.72-0.91","0.96-1.15","","","","","1.200000","","Skill: Forged"
