---,MinLevel,MaxLevel,DropWeight,MaxCount,TextFormat,ItemTextFormat,bAlwaysShowAffixName,bIsPrimaryAffix,TraitType,AffixTags,ElementTag,AffixCurveValue1,AffixCurveValue2,AffixCurveValue3,AffixCurveValue4,AffixCurveValue5,AffixCurveValue6,TraitString,Normal,Magic,Rare,Legendary,Unique,EnchantingMagicMultipliers,EnchantingRareMultipliers,EnchantingLegendaryMultipliers,LifeboundMultiplier,bRound,TextOnDrop,Notes
Legendary_Woodsbeast_ShrineDuration,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""1E722CD04C50ABA7258F06BFDE7FD77C"", ""Increase <span color=\""#FFD700\"">Smoldering Shrine</> duration by 15 seconds\r\nWith 3+ <span color=\""#FFD700\"">Woodsbeast</> set items equipped:\r\nIncrease <span color=\""#FFD700\"">Smoldering Shrine</> duration by another 15 seconds"")","","False","True","Always","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Chest""),(TagName=""Affix.Legendary.Global.Woodsbeast.ShrineDuration"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Global.Woodsbeast.ShrineDuration","15","15","15","15","","","","","1.200000","False","",""
Legendary_Woodsbeast_GoblinRage,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""4030000142815F2EFF9191A543B85F7B"", ""On Hit: 2% chance to gain <span color=\""#FFD700\"">Goblin Rage</> for 10 seconds, granting <span color=\""#FFD700\"">Immunity</> to Stun and Knockback, and increasing Critical Chance and Attack Speed by 25%\r\n3+ <span color=\""#FFD700\"">Woodsbeast</> set items equipped:\r\n<span color=\""#FFD700\"">Goblin Rage</> duration increased to 20 seconds"")","","False","True","Always","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Chest""),(TagName=""Affix.Legendary.Global.Woodsbeast.GoblinRage"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_GoblinRage","0.02","0.02","0.02","0.02","","","","","1.200000","False","",""
Legendary_Woodsbeast_RelicActiveIgnite,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""35EC97E94BDFC38A66B856A1876B3659"", ""Cast your <span color=\""#FFD700\"">Relic Skill</>: Ignite nearby enemies, dealing 30% weapon damage for 3 seconds\r\n3+ <span color=\""#FFD700\"">Woodsbeast</> set items equipped:\r\nCast your <span color=\""#FFD700\"">Relic Skill</>: Ignite nearby enemies, dealing an additional 30% weapon damage for 3 seconds"")","","False","True","Always","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Chest""),(TagName=""Affix.Legendary.Global.Woodsbeast.RelicActiveIgnite"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_IgniteEnemiesOnRelicActive","1","1","1","1","","","","","1.200000","False","",""
Legendary_Woodsbeast_SummonGoblinHounds,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""77370E094CCCFBDABF7AD68FCA1C5FD5"", ""Activate your <span color=\""#FFD700\"">Relic Item</>: Summon a <span color=\""#FFD700\"">Goblin Hound</> for 10 seconds\r\n3+ <span color=\""#FFD700\"">Woodsbeast</> set items equipped:\r\nActivate your <span color=\""#FFD700\"">Relic Item</>: Summon an additional <span color=\""#FFD700\"">Goblin Hound</>"")","","False","True","Always","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Chest""),(TagName=""Affix.Legendary.Global.Woodsbeast.SummonGoblinHound"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_SummonGoblinHound;MinionsOnProcFromAffix|AffixOnProcGoblinHound","1;2","1;2","1;2","1;2","","","","","1.200000","False","",""
Legendary_Woodsbeast_SetCounter,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""Legendary_Woodsbeast_SetCounter_TextFormat"", ""<span color=\""#FFD700\"">Woodsbeast Set</>"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.SetCounter.Woodsbeast""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion"")))","(TagName="""")","Ones","None","None","None","None","None","SetCounter|Affix.Legendary.SetCounter.Woodsbeast","1","1","1","1","","","","","1.200000","False","",""
Legendary_RapidStrikeEnergyFist,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""77816D3B4A402E05F6CA7DA61C189F41"", ""Cast <span color=\""#FFD700\"">Rapid Strike</>: Fire a piercing projectile that deals <span color=\""#FFD700\"">Rapid Strike</>\'s Weapon Damage"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Forged.RapidStrikeEnergyFist""),(TagName=""Item.Weapon.1H"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Forged.RapidStrikeEnergyFist","1","1","1","1","","","","","1.200000","False","",""
Legendary_LodestoneFireNova,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""7EC07CCF4355DFA3FB79B1B72D0C882E"", ""Cast <span color=\""#FFD700\"">Vortex Bomb</>: If above 75 Heat, trigger a secondary heat wave, dealing 400% Weapon Damage"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Forged.LodestoneFireNova""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Forged.LodestoneFireNova","1","1","1","1","","","","","1.200000","False","",""
Legendary_ServoUppercutRanged,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""8A1FB0754973FE045CD8AFB4C44B8250"", ""<span color=\""#FFD700\"">Servo-Driven Uppercut</> gains 200% increased Weapon Damage, 200% Increased Heat cost, a 4 second cooldown, and fires wave of energy that travels through enemies"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Forged.UppercutRanged""),(TagName=""Item.Weapon.1H"")))","(TagName="""")","Ones","None","None","None","None","None","EnergyCostPctBySkillName|Forged_ServoDrivenUppercut;CooldownSecondsBySkillName|Forged_ServoDrivenUppercut;SkillModifier|Affix.Legendary.Forged.UppercutRanged;DamagePctBySkillName|Forged_ServoDrivenUppercut","2;4;1;2","2;4;1;2","2;4;1;2","2;4;1;2","","","","","1.200000","False","",""
Legendary_RapidFireCostReduction,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""C77D1DEC41EB2BED401147ABA252FDDE"", ""<span color=\""#FFD700\"">Rapid Fire</>\'s Weapon Damage bonus increased to 20 stacks"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Forged.RapidFireCost""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Forged.RapidFireCost","1","1","1","1","","","","","1.200000","False","",""
Legendary_RammingRobotExplode,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""80DF1E0043C3CA69F2A169BA155FDDD9"", ""Cast <span color=\""#FFD700\"">Ramming Robot</>: If above 75 Heat, vent all heat to deal 200% Weapon Damage when you start and stop moving"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Forged.RammingRobotExplode""),(TagName=""Item.Weapon.2H"")))","(TagName="""")","Ones","None","None","None","None","None","EnergyCostPctBySkillName|Forged_RammingRobot;SkillModifier|Affix.Legendary.Forged.RammingRobotExplode","-1;1","-1;1","-1;1","-1;1","","","","","1.200000","False","",""
Legendary_CoalLaunchRain,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""1329F6894063D599AE4C5BB8743B8F73"", ""Cast <span color=\""#FFD700\"">Coal Launch</>: If above 75 Heat, more coal fragments rain down on enemies for 120% Weapon Damage each"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Forged.CoalLaunchRain""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Forged.CoalLaunchRain","1","1","1","1","","","","","1.200000","False","",""
Legendary_CyclonePoisonBullets,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""75B5CB454F69FCE61501AF816F274DB0"", ""While channeling <span color=\""#FFD700\"">Cyclone Mode</>: Fire poisonous bullets at enemies that deal 30% Weapon Damage"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Forged.CycloneShots""),(TagName=""Item.Weapon.Shield"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Forged.CycloneShots","1","1","1","1","","","","","1.200000","False","",""
Legendary_PoisonDartCone,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""5F15EFDA4C9FC0EC9440C79D155D5DBC"", ""Cast <span color=\""#FFD700\"">Poison Dart</>: Fire 2 additional darts in a spread"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Forged.PoisonDartCone""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Forged.PoisonDartCone","1","1","1","1","","","","","1.200000","False","",""
Legendary_HammerSpinCharges,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""455E019F49E1D7708CAE8EBE66AAAB04"", ""<span color=\""#FFD700\"">Hammer Spin</> gains 1 additional charge and has a 25% lower cooldown"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Railman.HammerSpinCharges""),(TagName=""Item.Weapon.2H"")))","(TagName="""")","Ones","None","None","None","None","None","CooldownPctBySkillName|RM_HammerSpin;RMHammerSpinCharges.Regen;RMHammerSpinCharges.Max","-0.25;0.025;1","-0.25;0.025;1","-0.25;0.025;1","-0.25;0.025;1","","","","","1.200000","False","",""
Legendary_MegaPound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""F3D873024AC7EA372F5520A3C8A48D8E"", ""<span color=\""#FFD700\"">Pound</> gains 100% Increased Weapon Damage and costs 4 Endurance\r\nCast <span color=\""#FFD700\"">Pound</>: Your next <span color=\""#FFD700\"">Spike Drive</> costs 0 Endurance"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Railman.MegaPound""),(TagName=""Item.Weapon.2H"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Railman.MegaPound;DamagePctBySkillName|RM_Pound;EnergyCostPctBySkillName|RM_Pound","1;1;3","1;1;3","1;1;3","1;1;3","","","","","1.200000","False","",""
Legendary_LeadCarOverload,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""9CFECB1B46DC655F130F3992929DCCEE"", ""Activate a Train Car: Your lead car fires 2 additional bullets in a spread for 6 seconds"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Railman.LeadCarOverload""),(TagName=""Item.Weapon.1H"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_LeadCarOverload","1","1","1","1","","","","","1.200000","False","",""
Legendary_FireCarsOverload,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""56AA71884B6DF84C5BF34D93ACF63872"", ""Activate <span color=\""#FFD700\"">Mortar Car</>: <span color=\""#FFD700\"">Lob</> attacks 50% faster for 4 seconds\r\nActivate <span color=\""#FFD700\"">Flamethrower Car</>: <span color=\""#FFD700\"">Flame Burst</> attacks 50% faster for 4 seconds"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Railman.FireCarsOverload""),(TagName=""Item.Weapon.Focus"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Railman.FireCarsOverload","1","1","1","1","","","","","1.200000","False","",""
Legendary_ShotgunneCarOverload,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""B568E1134EA790B975E649BE83F56D77"", ""<span color=\""#FFD700\"">Shotgonne Car - Slug Shot</>: gains 75% Increased Weapon Damage\r\nActivate <span color=\""#FFD700\"">Shotgonne Car</>: <span color=\""#FFD700\"">Shotgonne Car</>\'s next 3 attacks fire <span color=\""#FFD700\"">Slug Shots</>"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Railman.ShotgunneCarOverload""),(TagName=""Item.Weapon.Shield"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Railman.ShotgunneCarOverload;DamagePctBySkillTag|Skill.Railman.Turret.Active.ShotgunCar","1;0.75","1;0.75","1;0.75","1;0.75","","","","","1.200000","False","",""
Legendary_BlastingChargeTriple,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""BB13B3114C342E87A28164BA26571B40"", ""<span color=\""#FFD700\"">Blasting Charge</> gains a 6 second cooldown, costs 0 Endurance, and throws 2 additional charges"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Railman.BlastingChargeTriple""),(TagName=""Item.Weapon.1H"")))","(TagName="""")","Ones","None","None","None","None","None","EnergyCostPctBySkillName|RM_BlastingCharge;CooldownSecondsBySkillName|RM_BlastingCharge;SkillModifier|Affix.Legendary.Railman.BlastingChargeTriple","-1;6;1","-1;6;1","-1;6;1","-1;6;1","","","","","1.200000","False","",""
Legendary_GhostTrainPets,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""289258E34D0AF0350535739219762E55"", ""Cast <span color=\""#FFD700\"">Ghost Train</>: Summon an Ancestral Spirit"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Railman.GhostTrainPets""),(TagName=""Item.Weapon.Shield"")))","(TagName="""")","Ones","None","None","None","None","None","MinionsOnProcFromAffix|AffixOnProcGhostlyRailmaster;ProcChance|Legendary_GhostTrainSummonPets","3;1","3;1","3;1","3;1","","","","","1.200000","False","",""
Legendary_FlyingPicksPoison,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""CEE320EC484FDF4B998C488CF08AA325"", ""<span color=\""#FFD700\"">Flying Picks</> gain 75% Increased initial Weapon Damage, costs 0 Endurance, and applies Poisoned instead of Bleeding"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Railman.FlyingPicksPoison""),(TagName=""Item.Weapon.1H"")))","(TagName="""")","None","None","None","None","None","None","EnergyCostPctBySkillName|RM_SpikeThrow;DamagePctBySkillName|RM_SpikeThrow;SkillModifier|Affix.Legendary.Railman.FlyingPicksPoison","-1;0.5;1","-1;0.5;1","-1;0.5;1","-1;0.5;1","","","","","1.200000","False","",""
Legendary_RandomRelicSkill,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""9723F40840F678F5B6E872AC77B14D3B"", ""Cast your <span color=\""#FFD700\"">Relic Skill</>: Cast another random <span color=\""#FFD700\"">Relic Skill</>"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Global.RandomRelicSkill""),(TagName=""Item.Weapon.Focus"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Global.RandomRelicSkill","1","1","1","1","","","","","1.200000","False","",""
Legendary_DuskMage1_SetCounter,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""Legendary_DuskMage1_SetCounter_TextFormat"", ""<span color=\""#FFD700\"">Celestial Set</>"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.SetCounter.DuskMage1""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants"")))","(TagName="""")","Ones","None","None","None","None","None","SetCounter|Affix.Legendary.SetCounter.DuskMage1","1","1","1","1","1","","","","1.200000","False","",""
Legendary_CooldownGrantsMana,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""2531672344C5BDCBC8929AADC1BD3012"", ""Cast a <span color=\""#FFD700\"">Cooldown</> skill: Regenerate 5% of your mana / second for 3 seconds\r\nWith 3+ <span color=\""#FFD700\"">Celestial</> set items equipped:\r\nCast a <span color=\""#FFD700\"">Cooldown</> skill: Regenerate an additional 5% of your mana / second for 3 seconds"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.DuskMage.CooldownGrantsMana""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.DuskMage.CooldownGrantsMana;ProcChance|Legendary_DuskMageManaRegenBurst","1;1","1;1","1;1","1;1","1;1","","","","1.200000","False","",""
Legendary_BetterLightDarkBuffs,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""448E413245885D525FAAF09AE0158A64"", ""<span color=\""#FFD700\"">Light Buff</> is 50% more effective\r\nWith 3+ <span color=\""#FFD700\"">Celestial</> set items equipped:\r\n<span color=\""#FFD700\"">Dark Buff</> is 50% more effective "")","","False","True","Always","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Affix.Legendary.DuskMage.BetterLightDarkBuffs"")))","(TagName="""")","None","None","None","None","None","None","SkillModifier|Affix.Legendary.DuskMage.BetterLightDarkBuffs","1","1","1","1","1","","","","1.200000","False","",""
Legendary_ManaOverload,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""FEEB45AA4282780DA863C8AF56A72C71"", ""While <span color=\""#FFD700\"">Light Buff</> is active: Gain a charge of <span color=\""#FFD700\"">Mana Overload</>, granting all skills 100% increased Damage and 50% increased Mana Cost\r\nWith 3+ <span color=\""#FFD700\"">Celestial</> set items equipped:\r\nWhile <span color=\""#FFD700\"">Dark Buff</> is active: Gain another charge of <span color=\""#FFD700\"">Mana Overload</>"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.DuskMage.ManaOverload""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.DuskMage.ManaOverload","1","1","1","1","1","","","","1.200000","False","",""
Legendary_InstantLightDarkBuff,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""95B7FAC04592E2C39C5BEFAE58F8FBA7"", ""Cast your <span color=\""#FFD700\"">Relic Skill</>: Automatically grant <span color=\""#FFD700\"">Light Buff</>\r\nWith 3+ Celestial set items equipped:\r\nCast your <span color=\""#FFD700\"">Relic Skill</>: Automatically grant <span color=\""#FFD700\"">Dark Buff</>"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.DuskMage.InstantLightDarkBuff""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_DuskMage_InstantCharge","1","1","1","1","1","","","","1.200000","False","",""
Legendary_StackingDamage_Light,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""18F7A28B4823EDC84D5373BF8E7CCD3D"", ""Cast any <span color=\""#FFD700\"">Light</> skill: Gain a stack of <span color=\""#FFD700\"">Light Mastery</> for each <span color=\""#FFD700\"">Light</> skill with 5 or more Skill Points\r\n<span color=\""#FFD700\"">Light Mastery</> grants 3% <span color=\""#FFD700\"">Light</> damage per stack for 10 seconds\r\nWith 3+ <span color=\""#FFD700\"">Celestial</> set items equipped:\r\n<span color=\""#FFD700\"">Light Mastery</> effect is doubled"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.DuskMage.StackingDamage_Light""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_StackingDamage_Light","1","1","1","1","1","","","","1.200000","False","",""
Legendary_StackingDamage_Dark,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""5E6E2B154DF2BFF32694378C16105F4B"", ""Cast any <span color=\""#FFD700\"">Dark</> skill: Gain a stack of <span color=\""#FFD700\"">Dark Mastery</> for each <span color=\""#FFD700\"">Dark</> skill with 5 or more Skill Points\r\n<span color=\""#FFD700\"">Dark Mastery</> grants 3% <span color=\""#FFD700\"">Dark</> damage per stack for 10 seconds\r\nWith 3+ <span color=\""#FFD700\"">Celestial</> set items equipped: \r\n<span color=\""#FFD700\"">Dark Mastery</> effect is doubled"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.DuskMage.StackingDamage_Dark""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_StackingDamage_Dark","1","1","1","1","1","","","","1.200000","False","",""
Legendary_StackingDamage_Lineage,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""B3085DDD4CF0B8C81A3AD3A6012358A2"", ""Cast any <span color=\""#FFD700\"">Lineage</> skill: Gain a stack of <span color=\""#FFD700\"">Lineage Mastery</> for each <span color=\""#FFD700\"">Lineage</> skill with 5 or more Skill Points\r\n<span color=\""#FFD700\"">Lineage Mastery</> grants 3% <span color=\""#FFD700\"">Lineage</> damage per stack for 10 seconds\r\nWith 3+ <span color=\""#FFD700\"">Celestial</> set items equipped: \r\n<span color=\""#FFD700\"">Lineage Mastery</> effect is doubled"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Railman.StackingDamage_Lineage""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_StackingDamage_Lineage","1","1","1","1","1","","","","1.200000","False","",""
Legendary_StackingDamage_Conductor,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""C0CADFD640F422B2E1E420B0079614A7"", ""Cast any <span color=\""#FFD700\"">Conductor</> skill: Gain a stack of <span color=\""#FFD700\"">Conductor Mastery</> for each <span color=\""#FFD700\"">Conductor</> skill with 5 or more Skill Points\r\n<span color=\""#FFD700\"">Conductor Mastery</> grants 3% <span color=\""#FFD700\"">Conductor</> damage per stack for 10 seconds\r\nWith 3+ <span color=\""#FFD700\"">Celestial</> set items equipped: \r\n<span color=\""#FFD700\"">Conductor Mastery</> effect is doubled"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Railman.StackingDamage_Conductor""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_StackingDamage_Conductor","1","1","1","1","1","","","","1.200000","False","",""
Legendary_StackingDamage_Brawl,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""90036C0D465B2ABCD9D52A8E38DC5C00"", ""Cast any <span color=\""#FFD700\"">Brawl</> skill: Gain a stack of <span color=\""#FFD700\"">Brawl Mastery</> for each <span color=\""#FFD700\"">Brawl</> skill with 5 or more Skill Points\r\n<span color=\""#FFD700\"">Brawl Mastery</> grants 3% <span color=\""#FFD700\"">Brawl</> damage per stack for 10 seconds\r\nWith 3+ <span color=\""#FFD700\"">Celestial</> set items equipped: \r\n<span color=\""#FFD700\"">Brawl Mastery</> effect is doubled"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Forged.StackingDamage_Brawl""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_StackingDamage_Brawl","1","1","1","1","1","","","","1.200000","False","",""
Legendary_StackingDamage_Barrage,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""E037DDD1428159BD05C752828A1D1919"", ""Cast any <span color=\""#FFD700\"">Barrage</> skill: Gain a stack of <span color=\""#FFD700\"">Barrage Mastery</> for each <span color=\""#FFD700\"">Barrage</> skill with 5 or more Skill Points\r\n<span color=\""#FFD700\"">Barrage Mastery</> grants 3% <span color=\""#FFD700\"">Barrage</> damage per stack for 10 seconds\r\nWith 3+ <span color=\""#FFD700\"">Celestial</> set items equipped: \r\n<span color=\""#FFD700\"">Barrage Mastery</> effect is doubled"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Forged.StackingDamage_Barrage""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_StackingDamage_Barrage","1","1","1","1","1","","","","1.200000","False","",""
