---,Group,SubGroup,MaxCount,DisplayName,Description,Icon,bIsEnabled,bCanCraftDirectly,bRequiresUnlock,bRequired,Prop,Vendor,bAffectsGameplay,StatusEffect,GameplayTagContainer,UpgradeTo,bShowCraftingConfirmation,bShowStorageTab,PropType,CustomCraftingVerb,CustomCraftingUI,PropComplexity,UpgradeChainIndex,DropWeight,QualityTags,CostType1,CostQuery1,Cost1,CostQuantity1,CostText1,CostIcon1,bApplyCost1ToFortProp,CostType2,CostQuery2,Cost2,CostQuantity2,CostText2,CostIcon2,bApplyCost2ToFortProp,Notes
RailmasterSkillObject3,"(RowName=""Functional"")","(RowName=""SkillObjects"")","1","NSLOCTEXT(""FortPropsTable"", ""63E68B3547187885B332EC8D33B2B67D"", ""Lvl. 3 Workshop"")","NSLOCTEXT(""FortPropsTable"", ""RailmasterSkillObject3_Description"", ""Used by Railmasters to unlearn skill levels with skill regret points."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/workshop3_fort_icon.workshop3_fort_icon","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_railmaster_skillobject_03_bp.fort_railmaster_skillobject_03_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.SkillBuilding.Workshop"")))","RailmasterSkillObject4","True","False","FortDecor","","None","1","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","10000","","None","False","Currency","Name","SkillPoints","400","","None","False",""
RailmasterSkillObject4,"(RowName=""Functional"")","(RowName=""SkillObjects"")","1","NSLOCTEXT(""FortPropsTable"", ""4F70F9044EC851D2756989825B029519"", ""Lvl. 4 Workshop"")","NSLOCTEXT(""FortPropsTable"", ""RailmasterSkillObject4_Description"", ""Used by Railmasters to unlearn skill levels with skill regret points."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/workshop3_fort_icon.workshop3_fort_icon","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_railmaster_skillobject_03_bp.fort_railmaster_skillobject_03_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.SkillBuilding.Workshop"")))","None","True","False","FortDecor","","None","1","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","15000","","None","False","Currency","Name","SkillPoints","600","","None","False",""
RailmasterStatue03,"(RowName=""Storage"")","(RowName=""Wardrobes"")","1","NSLOCTEXT(""FortPropsTable"", ""6F4084C1404248D759E9B49177BB41A5"", ""Alpha Hero of Steel"")","NSLOCTEXT(""FortPropsTable"", ""1864805E41F71139803E93A05A106E0F"", ""Thank-you gift for participation in Closed Alpha testing, 2019."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/railmaster_alpha_statue_icon.railmaster_alpha_statue_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/WardrobeProp_RailMan_Statue01.WardrobeProp_RailMan_Statue01_C","None","False","None","(GameplayTags=)","None","False","False","Wardrobe","","None","2","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","1","","None","False","None","Name","None","0","","None","False",""
RM_wardrobe_clock_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","0","NSLOCTEXT(""FortPropsTable"", ""AB51F4E3425982B883AA8989E64FC1E4"", ""Clock Cleaner"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/railmaster_clocktower_wardrobe_icon.railmaster_clocktower_wardrobe_icon","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_rare_clock_RM_01_bp.fort_wdrb_rare_clock_RM_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","Wardrobe","","None","2","0","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
RM_Wardrobe_Common_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""910A02DB48057A0F564469BFAEEACF7B"", ""Terracotta Railmaster Figure"")","NSLOCTEXT(""FortPropsTable"", ""87A642C742FEA97C9FE2978B5A0731CC"", ""A simple place to store your gear."")","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/railmaster_crate_wardrobe_icon.railmaster_crate_wardrobe_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_common_woodbox_RM_01_bp.fort_wdrb_common_woodbox_RM_01_bp_C","None","False","None","(GameplayTags=)","None","True","False","Wardrobe","","None","2","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","500","","None","False","None","Name","None","0","","None","False",""
RM_Wardrobe_Common_01_Hardcore,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""DDD8BBB04092B2641FDB9AA5AE914CDC"", ""Terracotta Railmaster Figure (Hardcore)"")","NSLOCTEXT(""FortPropsTable"", ""DFD0D01A46F5EAB21CDAEEB7B620BB65"", ""A simple place to store your gear for your hardcore characters."")","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/railmaster_crate_wardrobe_icon.railmaster_crate_wardrobe_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_common_woodbox_RM_Hardcore_01_bp.fort_wdrb_common_woodbox_RM_Hardcore_01_bp_C","None","False","None","(GameplayTags=)","None","True","False","Wardrobe","","None","2","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","500","","None","False","None","Name","None","0","","None","False",""
RM_Wardrobe_Common_02,"(RowName=""Storage"")","(RowName=""Wardrobes"")","0","NSLOCTEXT(""FortPropsTable"", ""32BF8D9D4BC43768D496D18AEBDE06F0"", ""Chiseled Railmaster Figure"")","NSLOCTEXT(""FortPropsTable"", ""E535ACF449DAB12725EA7B876ABDF3DC"", ""A simple place to store your gear."")","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/railmaster_barrel_wardrobe_icon.railmaster_barrel_wardrobe_icon","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_common_woodround_RM_01_bp.fort_wdrb_common_woodround_RM_01_bp_C","None","False","None","(GameplayTags=)","None","True","False","Wardrobe","","None","2","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","MetalBar_T1_Tin","10","NSLOCTEXT(""FortPropsTable"", ""417CD7834B465AD8A6D3ED82C30C4FD1"", ""10 Tin Bars"")","None","False","Currency","Name","StoneBlock_T1_Sandstone","10","NSLOCTEXT(""FortPropsTable"", ""A16EFEC34091F37CEBF1DD91A84F8494"", ""10 Sandstone Blocks"")","None","False",""
RM_wardrobe_plant_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","0","NSLOCTEXT(""FortPropsTable"", ""0280472E451DA48D284C62B1BBB39B07"", ""Jungle Railmaster Statue"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/railmaster_leaf_wardrobe_icon.railmaster_leaf_wardrobe_icon","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_magic_plant_RM_01_bp.fort_wdrb_magic_plant_RM_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","Wardrobe","","None","2","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
RM_wardrobe_ship_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","0","NSLOCTEXT(""FortPropsTable"", ""887D535145B9014CC829EB82194F5F92"", ""Railmaster Ship Stern Statue"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/fort_wardrobe_railmaster_ship_icon.fort_wardrobe_railmaster_ship_icon","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wbrb_legendaryship_RM_01_bp.fort_wbrb_legendaryship_RM_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","Wardrobe","","None","2","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
RM_wardrobe_wooden_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","0","NSLOCTEXT(""FortPropsTable"", ""E1E2C79648B80DBA8FB2B6A7200511B3"", ""Bronze Railmaster Statue"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/railmaster_candles_wardrobe_icon.railmaster_candles_wardrobe_icon","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wrdb_magic_wooden_RM_01_bp1.fort_wrdb_magic_wooden_RM_01_bp1_C","None","False","None","(GameplayTags=)","None","False","False","Wardrobe","","None","2","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
Rug_BearskinBrown_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""199B223D4C5F43641F2EAA98F6A8A745"", ""Bearskin Rug"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/rug_bearskin.rug_bearskin","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_rug_b_02_bp.fort_prop_rug_b_02_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract"")))","None","False","False","FortDecor","","None","1","0","60","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
Rug_BearskinWhite_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""21832056474654FD0F486B9C40E3860F"", ""Sheepskin Rug"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/rug_sheepskin.rug_sheepskin","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_rug_01_bp.fort_prop_rug_01_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract"")))","None","False","False","FortDecor","","None","1","0","5","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
Rug_Cowskin_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""18A0F071455C0C7AE5792F95F1CB4BF3"", ""Cowskin Rug"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/rug_cowskin.rug_cowskin","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_rug_b_04_bp.fort_prop_rug_b_04_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","1","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
Rug_ImperialOutpost_01,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""96C0E09D4AFCD4F824052F8083B312CB"", ""Well Worn Rug"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/rug_large.rug_large","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_rug_02.fort_rug_02_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","1","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","1500","","None","False","None","Name","None","0","","None","False",""
Rug_ImperialOutpost_02,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""B3AEDB96412729DE6465C0B06430CBCE"", ""Cartographer’s Rug"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/rug_map.rug_map","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_rug_03.fort_rug_03_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","1","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","3300","","None","False","None","Name","None","0","","None","False",""
Rug_MainMenu_01,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""3E501A684C1BA7102E1023BEFB8FF95D"", ""Frilly Rug"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/rug_fringe.rug_fringe","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_rug_01.fort_rug_01_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract"")))","None","False","False","FortDecor","","None","1","0","100","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","1500","","None","False","None","Name","None","0","","None","False",""
SackGroupLarge,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""9B79BFBB4DCFCF9D6BE703923A55DAD4"", ""Lotsa Grain Sacks"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/few_sacks.few_sacks","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_sackgrp_a_bp.fort_prop_sackgrp_a_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","1","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","1000","","None","False","None","Name","None","0","","None","False",""
SackGroupSmall,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""5EB9D0C540445377544902A3BC0A6BBE"", ""Buncha Grain Sacks"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/buncha_sacks.buncha_sacks","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_sackgrp_b_bp.fort_prop_sackgrp_b_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.CraftsmanContract"")))","None","False","False","FortDecor","","None","1","0","100","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","550","","None","False","None","Name","None","0","","None","False",""
Scaffold_Gobcave_03c,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""5DD63F6A4CFF42481DA2AA9B8506BD4B"", ""Shaky-Looking Scaffold"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/scaffold.scaffold","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_scaffold_gcave_03c.fort_prop_scaffold_gcave_03c_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.AdventurerContract"")))","None","False","False","FortDecor","","None","1","0","100","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","WoodLog_T1_Ash","50","","None","False","None","Name","None","0","","None","False",""
SkullsPile_Goblins,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""7526A13B446DEF2B5BEC05BD8016C5E3"", ""Buncha Goblin Skulls"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/skullpile.skullpile","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/FortTestGoblinSkullpile.FortTestGoblinSkullpile_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract"")))","None","False","False","FortDecor","","None","1","0","5","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","8800","","None","False","None","Name","None","0","","None","False",""
SS_Wardrobe_Common_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""DA333E714504DD1B557AD0A2AE43A71D"", ""Terracotta Sharpshooter Figure"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_common_woodbox_SS_01_bp.fort_wdrb_common_woodbox_SS_01_bp_C","None","False","None","(GameplayTags=)","None","True","False","Wardrobe","","None","2","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","500","","None","False","None","Name","None","0","","None","False",""
SS_Wardrobe_Common_01_Hardcore,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""63F5C2174251554DE2EB7EB041EBF4EA"", ""Terracotta Sharpshooter Figure (Hardcore)"")","NSLOCTEXT(""FortPropsTable"", ""7B02C3FB487DF69A0B301FA5DEA0F850"", ""A simple place to store your gear for your hardcore characters."")","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_common_woodbox_SS_Hardcore_01_bp1.fort_wdrb_common_woodbox_SS_Hardcore_01_bp1_C","None","False","None","(GameplayTags=)","None","True","False","Wardrobe","","None","2","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","500","","None","False","None","Name","None","0","","None","False",""
SS_Wardrobe_Common_02,"(RowName=""Storage"")","(RowName=""Wardrobes"")","0","NSLOCTEXT(""FortPropsTable"", ""4BEF534F4EE948F830E6F3A808B588B1"", ""Chiseled Sharpshooter Figure"")","NSLOCTEXT(""FortPropsTable"", ""920E9C4648696CC16311329493256C6F"", ""A simple place to store your gear."")","None","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_common_woodround_SS_01_bp.fort_wdrb_common_woodround_SS_01_bp_C","None","False","None","(GameplayTags=)","None","True","False","Wardrobe","","None","2","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","MetalBar_T1_Tin","10","NSLOCTEXT(""FortPropsTable"", ""2A4BE93E4134AB3BA649ACA0DCC2AE11"", ""10 Tin Bars"")","None","False","Currency","Name","StoneBlock_T1_Sandstone","10","NSLOCTEXT(""FortPropsTable"", ""9A977AFC4EA33D911B37518E4E1B44FF"", ""10 Sandstone Blocks"")","None","False",""
ss_wardrobe_globe_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","0","NSLOCTEXT(""FortPropsTable"", ""8A7B6AE04E0CB019577A20ADFE9A571D"", ""Glimmering Hunter"")","","None","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_rare_globe_SS_01_bp.fort_wdrb_rare_globe_SS_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","Wardrobe","","None","2","0","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
SS_wardrobe_plant_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","0","NSLOCTEXT(""FortPropsTable"", ""EB469CEF4CFF97F8897C2783A6431DE6"", ""Jungle Sharpshooter Statue"")","","None","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_magic_plant_SS_01_bp.fort_wdrb_magic_plant_SS_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","Wardrobe","","None","2","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
SS_wardrobe_ship_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","0","NSLOCTEXT(""FortPropsTable"", ""113DC92F4AAFA7EC399E69BA765AC148"", ""Sharpshooter Ship Hull Statue"")","","None","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wbrb_legendaryship_SS_01_bp.fort_wbrb_legendaryship_SS_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","Wardrobe","","None","2","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
SS_wardrobe_wooden_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","0","NSLOCTEXT(""FortPropsTable"", ""B17C7CC546818AFE349D8B9A6952B3D5"", ""Bronze Sharpshooter Statue"")","","None","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wrdb_magic_wooden_SS_01_bp.fort_wrdb_magic_wooden_SS_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","Wardrobe","","None","2","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
Stash_Account_Default,"(RowName=""Storage"")","(RowName=""MiscStorage"")","1","NSLOCTEXT(""FortPropsTable"", ""68AC75A9492340E9864CEBAE85974F2E"", ""Shared Stash"")","NSLOCTEXT(""FortPropsTable"", ""5655ED1E4113471129D90B842F595FD7"", ""Store your gear and retrieve it by any of your characters."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/SharedStashIcon.SharedStashIcon","True","False","False","True","/Game/Environments/GlobalProps/Blueprints/Fort/AccountStash_original.AccountStash_original_C","None","False","None","(GameplayTags=)","None","True","False","Wardrobe","","None","1","0","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","4400","","None","False","Currency","Name","WoodPlank_T1_Ash","100","","None","False",""
Statue_Cemetery_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""B33439C643A7A714B8BC2385F8FD4F2A"", ""Gloomy Statue"")","","None","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_statue_gy_01.fort_statue_gy_01_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract"")))","None","False","False","FortDecor","","None","1","0","5","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","StoneBlock_T1_Sandstone","50","NSLOCTEXT(""FortPropsTable"", ""B8F317D14F830367B63548A8E89C1D32"", ""50 Sandstone Blocks"")","None","False","None","Name","None","0","","None","False",""
Statue_ManaGuardian,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""1B48BC6641FA4069EDC160B796552B58"", ""Presence of the Mana Guardian"")","NSLOCTEXT(""FortPropsTable"", ""25F88EC54D1941149C4B749F1DAFC420"", ""A memento of Torchlight passed, a beacon toward the journey ahead."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/mana_guardian_fort_icon.mana_guardian_fort_icon","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_managuardian_01_bp.fort_prop_managuardian_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","1","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
Stool_Wood_Bare_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""E37ADA1F4DC6932D9F338ABB8326F3E1"", ""Rustic Stool"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/slab_stool.slab_stool","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_barewoodstool_01_bp.fort_prop_barewoodstool_01_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract"")))","None","False","False","FortDecor","","None","1","0","60","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
StraightFence,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""5E9F06DB436D51CA08A309A78C81F756"", ""Weathered Fence"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/fence_1.fence_1","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_fence_straight_a_bp.fort_prop_fence_straight_a_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.CraftsmanContract"")))","None","False","False","FortDecor","","None","1","0","100","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","WoodLog_T1_Ash","30","","None","False","None","Name","None","0","","None","False",""
Table_Wood_Bare_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""E258F1C24F6615D2B26A4C87C40023D8"", ""Rustic Table"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/slabtable_1.slabtable_1","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_barewoodtable_01_bp.fort_prop_barewoodtable_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","1","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
Table_Wood_Fancy_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""0343D44E491229E16E0E4CB82E66B6A2"", ""Elegant Table"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/woodtable_3.woodtable_3","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_woodtables_03_bp.fort_prop_woodtables_03_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract"")))","None","False","False","FortDecor","","None","1","0","5","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
Table_Wood_Plain_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""8C148BA54A1D1305E50913BFDF55A316"", ""Plain Wooden Table"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/woodtable_1.woodtable_1","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_woodtables_01_bp.fort_prop_woodtables_01_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.CraftsmanContract"")))","None","False","False","FortDecor","","None","1","0","60","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
Table_Wood_Runner_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""DE83C83849E7B46569B2BDA6FEA3DDA3"", ""Nice Wooden Table"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/woodtable_2.woodtable_2","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_woodtables_02_bp.fort_prop_woodtables_02_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","1","0","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
Telescope_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""EBEB5DE14A09653C9554798466EB2425"", ""Simple Telescope"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/telescope_1.telescope_1","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_telescope_01_bp.fort_prop_telescope_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","1","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
Tent,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""161EE79247F2629B278CC9A11D49CFB8"", ""Simple Traveler’s Tent"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/tent_square.tent_square","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/FortTest_Tent.FortTest_Tent_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.AdventurerContract"")))","None","False","False","FortDecor","","None","1","0","100","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","550","","None","False","Currency","Name","WoodLog_T1_Ash","50","","None","False",""
