---,LevelRangeString,DropWeight,MaxCount,TextFormat,ItemTextFormat,bAlwaysShowAffixName,bIsPrimaryAffix,TraitType,AffixTags,SkillNameTag,ElementTag,AffixCurveValue1,AffixCurveValue2,AffixCurveValue3,AffixCurveValue4,AffixCurveValue5,AffixCurveValue6,TraitString,Normal,Magic,Rare,Legendary,Unique,SetBonusTag,SetBonusCountRequired,EnchantingMagicMultipliers,EnchantingRareMultipliers,EnchantingLegendaryMultipliers,LifeboundMultiplier,bRound,TextOnDrop,Notes
Skill_Duration_RM_Pound,"1-100","200","1","NSLOCTEXT(""AffixTable"", ""FC4D3F154F44D4F521BA28A14A1EDF66"", ""+{0%}% duration for <span color=\""#FFD700\"">Pound</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.Skill.Duration""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Hatch""),(TagName=""Character.Player.Railman"")))","(TagName="""")","(TagName="""")","SkillDurationPct","None","None","None","None","None","DurationPctBySkillName|RM_Pound","","",".6-.8",".68-1","","(TagName="""")","0","","","","1.200000","False","","Skill: Railmaster"
Skill_Duration_RM_ThirdRail,"15-100","200","1","NSLOCTEXT(""AffixTable"", ""37EF2577494BAED6898F5AB934CACDC8"", ""+{0%}% duration for <span color=\""#FFD700\"">Shocking Rounds</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.Skill.Duration""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Hatch""),(TagName=""Character.Player.Railman"")))","(TagName="""")","(TagName="""")","SkillDurationPct","None","None","None","None","None","DurationPctBySkillName|RM_ThirdRail","","",".6-.8",".68-1","","(TagName="""")","0","","","","1.200000","False","","Skill: Railmaster"
Skill_Duration_Sharpshooter_Goose,"10-100","200","1","NSLOCTEXT(""AffixTable"", ""BD01AAF84DD421CE4C4AE4BF5ED7A337"", ""+{0%}% duration for <span color=\""#FFD700\"">Sacrifice to Goose</>\'s Vulnerability"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.Skill.Duration""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Hatch""),(TagName=""Character.Player.Sharpshooter"")))","(TagName="""")","(TagName="""")","SkillDurationPct","None","None","None","None","None","DurationPctBySkillName|SS_Goose","","",".6-.8",".68-1","","(TagName="""")","0","","","","1.200000","False","","Skill: Sharpshooter"
Skill_Duration_Sharpshooter_Heartseeker,"15-100","200","1","NSLOCTEXT(""AffixTable"", ""33F314384F5FADAFE390BEB64E9858A0"", ""+{0%}% duration for <span color=\""#FFD700\"">Heartseeker</>\'s Bleed"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.Skill.Duration""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Hatch""),(TagName=""Character.Player.Sharpshooter"")))","(TagName="""")","(TagName="""")","SkillDurationPct","None","None","None","None","None","DurationPctBySkillName|SS_Heartseeker","","",".6-.8",".68-1","","(TagName="""")","0","","","","1.200000","False","","Skill: Sharpshooter"
Skill_Duration_Sharpshooter_Pipi,"15-100","200","1","NSLOCTEXT(""AffixTable"", ""7EAC6C644C262BD3D833929B128E0183"", ""+{0%}% duration for <span color=\""#FFD700\"">Curse of Pi\'pi\'s curse</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.Skill.Duration""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Hatch""),(TagName=""Character.Player.Sharpshooter"")))","(TagName="""")","(TagName="""")","SkillDurationPct","None","None","None","None","None","DurationPctBySkillName|SS_Pipi","","",".6-.8",".68-1","","(TagName="""")","0","","","","1.200000","False","","Skill: Sharpshooter"
Skill_Duration_Sharpshooter_Rizzi,"10-100","200","1","NSLOCTEXT(""AffixTable"", ""D4A3FE624A1DDBB50E964AB07E012A2D"", ""+{0%}% duration for <span color=\""#FFD700\"">Rizzi\'s Fate</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.Skill.Duration""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Hatch""),(TagName=""Character.Player.Sharpshooter"")))","(TagName="""")","(TagName="""")","SkillDurationPct","None","None","None","None","None","DurationPctBySkillName|SS_Rizzi","","",".6-.8",".68-1","","(TagName="""")","0","","","","1.200000","False","","Skill: Sharpshooter"
Skill_Duration_Sharpshooter_Scout,"10-100","200","1","NSLOCTEXT(""AffixTable"", ""704AA67B4751110951386998A1BD81FB"", ""+{0%}% duration for <span color=\""#FFD700\"">Scout\'s Bones\'</> Poison"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.Skill.Duration""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Hatch""),(TagName=""Character.Player.Sharpshooter"")))","(TagName="""")","(TagName="""")","SkillDurationPct","None","None","None","None","None","DurationPctBySkillName|SS_Scout","","",".6-.8",".68-1","","(TagName="""")","0","","","","1.200000","False","","Skill: Sharpshooter"
Skill_Duration_Forged_CoalLaunch,"5-100","200","1","NSLOCTEXT(""AffixTable"", ""ABECCDEA4118596A75711ABDD5D273C9"", ""+{0%}% duration for <span color=\""#FFD700\"">Coal Launch</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.Skill.Duration""),(TagName=""Character.Player.Forged""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Hatch"")))","(TagName="""")","(TagName="""")","SkillDurationPct","None","None","None","None","None","DurationPctBySkillName|Forged_RocketBarrage","","",".6-.8",".68-1","","(TagName="""")","0","","","","1.200000","False","","Skill: DuskMage"
Skill_Duration_Forged_PowerProjection,"10-100","200","1","NSLOCTEXT(""AffixTable"", ""5F83DB9F48759A08EBCFB4810EEED1DF"", ""+{0%}% duration for <span color=\""#FFD700\"">Power Projection</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.Skill.Duration""),(TagName=""Character.Player.Forged""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Hatch"")))","(TagName="""")","(TagName="""")","SkillDurationPct","None","None","None","None","None","DurationPctBySkillName|Forged_MyBuddy","","",".6-.8",".68-1","","(TagName="""")","0","","","","1.200000","False","","Skill: Railmaster"
Skill_Duration_Forged_SonicPulse,"15-100","200","1","NSLOCTEXT(""AffixTable"", ""EAFB00F340AADAA64D9CD29494CB8690"", ""+{0%}% duration for <span color=\""#FFD700\"">Sonic Pulse</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.Skill.Duration""),(TagName=""Character.Player.Forged""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Hatch"")))","(TagName="""")","(TagName="""")","SkillDurationPct","None","None","None","None","None","DurationPctBySkillName|Forged_SonicPulse","","",".6-.8",".68-1","","(TagName="""")","0","","","","1.200000","False","","Skill: Railmaster"
Skill_Duration_Forged_ToxicDart,"10-100","200","1","NSLOCTEXT(""AffixTable"", ""E26ACBD442CD91324DDC7EAE6311E615"", ""+{0%}% duration for <span color=\""#FFD700\"">Toxic Dart</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.Skill.Duration""),(TagName=""Character.Player.Forged""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Hatch"")))","(TagName="""")","(TagName="""")","SkillDurationPct","None","None","None","None","None","DurationPctBySkillName|Forged_PoisonDart","","",".6-.8",".68-1","","(TagName="""")","0","","","","1.200000","False","","Skill: Railmaster"
Skill_Duration_RelicBarrier,"20-100","200","1","NSLOCTEXT(""AffixTable"", ""1B08558F4C719089F008398789CDEE18"", ""+{0%}% duration for <span color=\""#FFD700\"">{SkillName}</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.Skill.Duration""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Hatch"")))","(TagName=""Skill.Relic.Barrier"")","(TagName="""")","SkillDamagePct","None","None","None","None","None","DurationPctBySkillTag|Skill.Relic.Barrier","","",".6-.8",".68-1","","(TagName="""")","0","","","","1.200000","False","","Skill: Dusk Mage"
Skill_Duration_RelicBuff,"20-100","200","1","NSLOCTEXT(""AffixTable"", ""D6E856FF4EFE97AD91408391DA4BBAF4"", ""+{0%}% duration for <span color=\""#FFD700\"">{SkillName}</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.Skill.Duration""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Hatch"")))","(TagName=""Skill.Relic.Buff"")","(TagName="""")","SkillDamagePct","None","None","None","None","None","DurationPctBySkillTag|Skill.Relic.Buff","","",".6-.8",".68-1","","(TagName="""")","0","","","","1.200000","False","","Skill: Dusk Mage"
Skill_Damage_DM_Absolver,"20-100","200","1","NSLOCTEXT(""AffixTable"", ""B2424CDE4CBC42CE5FA831823E1A4519"", ""+{0%}% damage w/ <span color=\""#FFD700\"">Absolver</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Character.Player.DuskMage""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Skill.Damage"")))","(TagName="""")","(TagName="""")","SkillDamagePct","None","None","None","None","None","DamagePctBySkillName|DM_Absolver","","",".65-.9",".72-1","","(TagName="""")","0","","","","1.200000","False","","Skill: Dusk Mage"
Skill_Damage_DM_DarkSpears,"1-100","200","1","NSLOCTEXT(""AffixTable"", ""81BC7D6644C4ADB43C8BED955CD05719"", ""+{0%}% damage w/ <span color=\""#FFD700\"">Dark Spears</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Character.Player.DuskMage""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Skill.Damage"")))","(TagName="""")","(TagName="""")","SkillDamagePct","None","None","None","None","None","DamagePctBySkillName|DM_DarkSpears","","",".65-.9",".72-1","","(TagName="""")","0","","","","1.200000","False","","Skill: Dusk Mage"
Skill_Damage_DM_EnergySpike,"10-100","200","1","NSLOCTEXT(""AffixTable"", ""B94DED444A7C4367C9B7C991CC54A396"", ""+{0%}% damage w/ <span color=\""#FFD700\"">Energy Spike</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Character.Player.DuskMage""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Skill.Damage"")))","(TagName="""")","(TagName="""")","SkillDamagePct","None","None","None","None","None","DamagePctBySkillName|DM_EnergySpike","","",".65-.9",".72-1","","(TagName="""")","0","","","","1.200000","False","","Skill: Dusk Mage"
Skill_Damage_DM_Entropy,"20-100","200","1","NSLOCTEXT(""AffixTable"", ""A5910B1B4A2C827EE3B9FDBDD9C38021"", ""+{0%}% damage w/ <span color=\""#FFD700\"">Entropy</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Character.Player.DuskMage""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Skill.Damage"")))","(TagName="""")","(TagName="""")","SkillDamagePct","None","None","None","None","None","DamagePctBySkillName|DM_Entropy","","",".65-.9",".72-1","","(TagName="""")","0","","","","1.200000","False","","Skill: Dusk Mage"
Skill_Damage_DM_HolyBolt,"1-100","200","1","NSLOCTEXT(""AffixTable"", ""376A1DD7474D3C4BDD7703B3763E8F7F"", ""+{0%}% damage w/ <span color=\""#FFD700\"">Holy Bolt</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Character.Player.DuskMage""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Skill.Damage"")))","(TagName="""")","(TagName="""")","SkillDamagePct","None","None","None","None","None","DamagePctBySkillName|DM_HolyBolt","","",".65-.9",".72-1","","(TagName="""")","0","","","","1.200000","False","","Skill: Dusk Mage"
Skill_Damage_DM_HolyFury,"15-100","200","1","NSLOCTEXT(""AffixTable"", ""908596894838F362AEE97DB7E9E27338"", ""+{0%}% damage w/ <span color=\""#FFD700\"">Holy Fury</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Character.Player.DuskMage""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Skill.Damage"")))","(TagName="""")","(TagName="""")","SkillDamagePct","None","None","None","None","None","DamagePctBySkillName|DM_HolyFury","","",".65-.9",".72-1","","(TagName="""")","0","","","","1.200000","False","","Skill: Dusk Mage"
Skill_Damage_DM_LightSpear,"10-100","200","1","NSLOCTEXT(""AffixTable"", ""756A48E8482977818C430CAD14CC9894"", ""+{0%}% damage w/ <span color=\""#FFD700\"">Light Spear</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Character.Player.DuskMage""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Skill.Damage"")))","(TagName="""")","(TagName="""")","SkillDamagePct","None","None","None","None","None","DamagePctBySkillName|DM_LightSpear","","",".65-.9",".72-1","","(TagName="""")","0","","","","1.200000","False","","Skill: Dusk Mage"
Skill_Damage_DM_RadiantBlast,"5-100","200","1","NSLOCTEXT(""AffixTable"", ""54342E224AB520E0F8D1EFA398AC8F61"", ""+{0%}% damage w/ <span color=\""#FFD700\"">Radiant Blast</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Character.Player.DuskMage""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Skill.Damage"")))","(TagName="""")","(TagName="""")","SkillDamagePct","None","None","None","None","None","DamagePctBySkillName|DM_RadiantBlast","","",".65-.9",".72-1","","(TagName="""")","0","","","","1.200000","False","","Skill: Dusk Mage"
Skill_Damage_DM_SpiritWell,"10-100","200","1","NSLOCTEXT(""AffixTable"", ""9795A5024E906DC19F4F3B98B68BDFBC"", ""+{0%}% damage w/ <span color=\""#FFD700\"">Spirit Well</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Character.Player.DuskMage""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Skill.Damage"")))","(TagName="""")","(TagName="""")","SkillDamagePct","None","None","None","None","None","DamagePctBySkillName|DM_SpiritWell","","",".65-.9",".72-1","","(TagName="""")","0","","","","1.200000","False","","Skill: Dusk Mage"
Skill_Damage_DM_UnholyBolt,"1-100","200","1","NSLOCTEXT(""AffixTable"", ""AC81456A45EAE436A965D183A4DB72A6"", ""+{0%}% damage w/ <span color=\""#FFD700\"">Unholy Bolt</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Character.Player.DuskMage""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Skill.Damage"")))","(TagName="""")","(TagName="""")","SkillDamagePct","None","None","None","None","None","DamagePctBySkillName|DM_UnholyBolt","","",".65-.9",".72-1","","(TagName="""")","0","","","","1.200000","False","","Skill: Dusk Mage"
Skill_Damage_Forged_RocketBarrage,"5-100","200","1","NSLOCTEXT(""AffixTable"", ""97E99562403002788D682DB5CDC0B696"", ""+{0%}% damage w/ <span color=\""#FFD700\"">Vent: Coal Launch</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Character.Player.Forged""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Skill.Damage"")))","(TagName="""")","(TagName="""")","SkillDamagePct","None","None","None","None","None","DamagePctBySkillName|Forged_RocketBarrage","","",".65-.9",".72-1","","(TagName="""")","0","","","","1.200000","False","","Skill: Forged"
Skill_Damage_Forged_CycloneMode,"15-100","200","1","NSLOCTEXT(""AffixTable"", ""5B433F0B4A29F93ACDB5A5911B317E01"", ""+{0%}% damage w/ <span color=\""#FFD700\"">Cyclone Mode</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Character.Player.Forged""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Skill.Damage"")))","(TagName="""")","(TagName="""")","SkillDamagePct","None","None","None","None","None","DamagePctBySkillName|Forged_CycloneMode","","",".65-.9",".72-1","","(TagName="""")","0","","","","1.200000","False","","Skill: Forged"
Skill_Damage_Forged_FrackingStrike,"20-100","200","1","NSLOCTEXT(""AffixTable"", ""E4F45BCA473F23034A107995B2C6D8C9"", ""+{0%}% damage w/ <span color=\""#FFD700\"">Fracking Strike</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Character.Player.Forged""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Skill.Damage"")))","(TagName="""")","(TagName="""")","SkillDamagePct","None","None","None","None","None","DamagePctBySkillName|Forged_FrackingStrike","","",".65-.9",".72-1","","(TagName="""")","0","","","","1.200000","False","","Skill: Forged"
Skill_Damage_Forged_Lodestone,"1-100","200","1","NSLOCTEXT(""AffixTable"", ""11B330DD4722138861252AA3311E122C"", ""+{0%}% damage w/ <span color=\""#FFD700\"">Vortex Bomb</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Character.Player.Forged""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Skill.Damage"")))","(TagName="""")","(TagName="""")","SkillDamagePct","None","None","None","None","None","DamagePctBySkillName|Forged_Lodestone","","",".65-.9",".72-1","","(TagName="""")","0","","","","1.200000","False","","Skill: Forged"
Skill_Damage_Forged_FurnaceBlast,"20-100","200","1","NSLOCTEXT(""AffixTable"", ""7AD8189A49ADDD742D027883F680F348"", ""+{0%}% damage w/ <span color=\""#FFD700\"">Vent: Furnace Blast</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Character.Player.Forged""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Skill.Damage"")))","(TagName="""")","(TagName="""")","SkillDamagePct","None","None","None","None","None","DamagePctBySkillName|Forged_VentFurnaceBlast","","",".65-.9",".72-1","","(TagName="""")","0","","","","1.200000","False","","Skill: Forged"
Skill_Damage_Forged_RammingRobot,"5-100","200","1","NSLOCTEXT(""AffixTable"", ""1D6000E948F6BBE2EDAA5F93E852CB80"", ""+{0%}% damage w/ <span color=\""#FFD700\"">Ramming Robot</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Character.Player.Forged""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Skill.Damage"")))","(TagName="""")","(TagName="""")","SkillDamagePct","None","None","None","None","None","DamagePctBySkillName|Forged_RammingRobot","","",".65-.9",".72-1","","(TagName="""")","0","","","","1.200000","False","","Skill: Forged"
Skill_Damage_Forged_RapidFire,"1-100","200","1","NSLOCTEXT(""AffixTable"", ""A70B60814E84BB704FDECFB211E525BD"", ""+{0%}% damage w/ <span color=\""#FFD700\"">Rapid Fire</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Character.Player.Forged""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Skill.Damage"")))","(TagName="""")","(TagName="""")","SkillDamagePct","None","None","None","None","None","DamagePctBySkillName|Forged_RapidFire","","",".65-.9",".72-1","","(TagName="""")","0","","","","1.200000","False","","Skill: Forged"
Skill_Damage_Forged_RapidStrike,"1-100","200","1","NSLOCTEXT(""AffixTable"", ""9ED313EE4A0089F8361907938FA7B7A3"", ""+{0%}% damage w/ <span color=\""#FFD700\"">Rapid Strike</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Character.Player.Forged""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Skill.Damage"")))","(TagName="""")","(TagName="""")","SkillDamagePct","None","None","None","None","None","DamagePctBySkillName|Forged_RapidStrike","","",".65-.9",".72-1","","(TagName="""")","0","","","","1.200000","False","","Skill: Forged"
Skill_Damage_Forged_ServoDrivenUppercut,"10-100","200","1","NSLOCTEXT(""AffixTable"", ""2CB7866C4185930BFB943BB40100B690"", ""+{0%}% damage w/ <span color=\""#FFD700\"">Servo-Driven Uppercut</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Character.Player.Forged""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Skill.Damage"")))","(TagName="""")","(TagName="""")","SkillDamagePct","None","None","None","None","None","DamagePctBySkillName|Forged_ServoDrivenUppercut","","",".65-.9",".72-1","","(TagName="""")","0","","","","1.200000","False","","Skill: Forged"
Skill_Damage_Forged_ShotgonneBlast,"5-100","200","1","NSLOCTEXT(""AffixTable"", ""B768B6C74BEF60A93CBB6EB9C5456388"", ""+{0%}% damage w/ <span color=\""#FFD700\"">Shotgonne Blast</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Character.Player.Forged""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Skill.Damage"")))","(TagName="""")","(TagName="""")","SkillDamagePct","None","None","None","None","None","DamagePctBySkillName|Forged_ShotgonneBlast","","",".65-.9",".72-1","","(TagName="""")","0","","","","1.200000","False","","Skill: Forged"
Skill_Damage_Forged_SlugShot,"15-100","200","1","NSLOCTEXT(""AffixTable"", ""28741D8E49AEA0C0349A86B82284F26C"", ""+{0%}% damage w/ <span color=\""#FFD700\"">Slug Shot</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Character.Player.Forged""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Skill.Damage"")))","(TagName="""")","(TagName="""")","SkillDamagePct","None","None","None","None","None","DamagePctBySkillName|Forged_SlugShot","","",".65-.9",".72-1","","(TagName="""")","0","","","","1.200000","False","","Skill: Forged"
Skill_Damage_Forged_PoisonDart,"10-100","200","1","NSLOCTEXT(""AffixTable"", ""AF4B97914FCC783E26CAFCAA82418739"", ""+{0%}% damage w/ <span color=\""#FFD700\"">Poison Dart</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Character.Player.Forged""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Skill.Damage"")))","(TagName="""")","(TagName="""")","SkillDamagePct","None","None","None","None","None","DamagePctBySkillName|Forged_PoisonDart","","",".65-.9",".72-1","","(TagName="""")","0","","","","1.200000","False","","Skill: Forged"
Skill_Damage_RelicAttack,"15-100","200","1","NSLOCTEXT(""AffixTable"", ""8961F85A4C6524FF003B5EA57A2908FC"", ""+{0%}% damage w/ <span color=\""#FFD700\"">{SkillName}</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Character.Player""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Skill.Damage"")))","(TagName=""Skill.Relic.Attack"")","(TagName="""")","SkillDamagePct","None","None","None","None","None","DamagePctBySkillTag|Skill.Relic.Attack","","",".65-.9",".72-1","","(TagName="""")","0","","","","1.200000","False","",""
Skill_Damage_RelicBuff,"15-100","200","1","NSLOCTEXT(""AffixTable"", ""96761CD04DE4B80FB5B5DBA602490C25"", ""+{0%}% damage w/ <span color=\""#FFD700\"">{SkillName}</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Character.Player""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Skill.Damage"")))","(TagName=""Skill.Relic.Buff"")","(TagName="""")","SkillDamagePct","None","None","None","None","None","DamagePctBySkillTag|Skill.Relic.Buff","","",".65-.9",".72-1","","(TagName="""")","0","","","","1.200000","False","",""
Skill_Damage_RelicPower,"20-100","200","1","NSLOCTEXT(""AffixTable"", ""918DB20C4E03BFADCF046D8A1566966A"", ""+{0%}% damage w/ <span color=\""#FFD700\"">{SkillName}</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Character.Player""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Skill.Damage"")))","(TagName=""Skill.Relic.Power"")","(TagName="""")","SkillDamagePct","None","None","None","None","None","DamagePctBySkillTag|Skill.Relic.Power","","",".65-.9",".72-1","","(TagName="""")","0","","","","1.200000","False","",""
Skill_Damage_RelicSkill,"15-100","200","1","NSLOCTEXT(""AffixTable"", ""7D4C92A64987B7E261393E85C269C6F4"", ""+{0%}% damage w/ <span color=\""#FFD700\"">{SkillName}</>"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Character.Player""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Skill.Damage"")))","(TagName=""Skill.Relic.Skill"")","(TagName="""")","SkillDamagePct","None","None","None","None","None","DamagePctBySkillTag|Skill.Relic.Skill","","",".65-.9",".72-1","","(TagName="""")","0","","","","1.200000","False","",""
