---,Group,SubGroup,MaxCount,DisplayName,Description,Icon,bIsEnabled,bCanCraftDirectly,bRequiresUnlock,bRequired,Prop,Vendor,bAffectsGameplay,StatusEffect,GameplayTagContainer,UpgradeTo,bShowCraftingConfirmation,bShowStorageTab,PropType,CustomCraftingVerb,CustomCraftingUI,bCanCraftInOtherPlayersForts,PropComplexity,UpgradeChainIndex,DropWeight,QualityTags,CostType1,CostQuery1,Cost1,CostQuantity1,CostText1,CostIcon1,bApplyCost1ToFortProp,CostType2,CostQuery2,Cost2,CostQuantity2,CostText2,CostIcon2,bApplyCost2ToFortProp,Notes
RM_Wardrobe_Common_02,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""32BF8D9D4BC43768D496D18AEBDE06F0"", ""Chiseled Railmaster Figure"")","NSLOCTEXT(""FortPropsTable"", ""7BE089934FBAC78B89277083AAB90C72"", ""Store and display your favorite gear. Swap individual items or a full set."")","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/railmaster_barrel_wardrobe_icon.railmaster_barrel_wardrobe_icon","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_common_woodround_RM_01_bp.fort_wdrb_common_woodround_RM_01_bp_C","None","False","None","(GameplayTags=)","None","True","False","Wardrobe","","None","False","3","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","350","","None","False","Currency","Name","StoneBlock_T1_Sandstone","10","","None","False",""
RM_wardrobe_plant_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""0280472E451DA48D284C62B1BBB39B07"", ""Jungle Railmaster Statue"")","NSLOCTEXT(""FortPropsTable"", ""BD3C59C24403877774AE1AAC910B89C0"", ""Store and display your favorite gear. Swap individual items or a full set."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/railmaster_leaf_wardrobe_icon.railmaster_leaf_wardrobe_icon","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_magic_plant_RM_01_bp.fort_wdrb_magic_plant_RM_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","Wardrobe","","None","False","3","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","500","","None","False","Currency","Name","WoodPlank_T1_Ash","35","","None","False",""
RM_wardrobe_ship_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""887D535145B9014CC829EB82194F5F92"", ""Railmaster Ship Stern Statue"")","NSLOCTEXT(""FortPropsTable"", ""C822C819443F399526C24484059D45EF"", ""Store and display your favorite gear. Swap individual items or a full set."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/fort_wardrobe_railmaster_ship_icon.fort_wardrobe_railmaster_ship_icon","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wbrb_legendaryship_RM_01_bp.fort_wbrb_legendaryship_RM_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","Wardrobe","","None","False","3","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","1000","","None","False","Currency","Name","WoodPlank_T1_Ash","125","","None","False",""
RM_wardrobe_wooden_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""E1E2C79648B80DBA8FB2B6A7200511B3"", ""Bronze Railmaster Statue"")","NSLOCTEXT(""FortPropsTable"", ""B51BBA354C02B06F2B6EC28D554166E3"", ""Store and display your favorite gear. Swap individual items or a full set."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/railmaster_candles_wardrobe_icon.railmaster_candles_wardrobe_icon","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wrdb_magic_wooden_RM_01_bp1.fort_wrdb_magic_wooden_RM_01_bp1_C","None","False","None","(GameplayTags=)","None","False","False","Wardrobe","","None","False","7","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","500","","None","False","Currency","Name","WoodPlank_T1_Ash","35","","None","False",""
Rug_BearskinBrown_01,"(RowName=""Decorations"")","(RowName=""Flooring"")","0","NSLOCTEXT(""FortPropsTable"", ""199B223D4C5F43641F2EAA98F6A8A745"", ""Bearskin Rug"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/rug_bearskin.rug_bearskin","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_rug_b_02_bp.fort_prop_rug_b_02_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract""),(TagName=""Fort.Prop.Deco.Bundle_2"")))","None","False","False","FortDecor","","None","False","1","0","60","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","300","","None","False","Currency","Name","WoodLog_T1_Ash","6","","None","False","Medium"
Rug_BearskinWhite_01,"(RowName=""Decorations"")","(RowName=""Flooring"")","0","NSLOCTEXT(""FortPropsTable"", ""21832056474654FD0F486B9C40E3860F"", ""Sheepskin Rug"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/rug_sheepskin.rug_sheepskin","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_rug_01_bp.fort_prop_rug_01_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract""),(TagName=""Fort.Prop.Deco.Bundle_2"")))","None","False","False","FortDecor","","None","False","1","0","5","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","400","","None","False","Currency","Name","WoodPlank_T1_Ash","10","","None","False","Medium"
Rug_Cowskin_01,"(RowName=""Decorations"")","(RowName=""Flooring"")","0","NSLOCTEXT(""FortPropsTable"", ""18A0F071455C0C7AE5792F95F1CB4BF3"", ""Cowskin Rug"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/rug_cowskin.rug_cowskin","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_rug_b_04_bp.fort_prop_rug_b_04_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","200","","None","False","Currency","Name","WoodLog_T1_Ash","6","","None","False","Medium"
Rug_ImperialOutpost_01,"(RowName=""Decorations"")","(RowName=""Flooring"")","0","NSLOCTEXT(""FortPropsTable"", ""5C9FBB9C4C4B7C8FFCB150A3CAF4EE61"", ""Well-Worn Rug"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/rug_large.rug_large","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_rug_02.fort_rug_02_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract""),(TagName=""Fort.Prop.Deco.Bundle_2"")))","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","287","","None","False","Currency","Name","WoodLog_T1_Ash","3","","None","False","Medium"
Rug_ImperialOutpost_02,"(RowName=""Decorations"")","(RowName=""Flooring"")","0","NSLOCTEXT(""FortPropsTable"", ""B3AEDB96412729DE6465C0B06430CBCE"", ""Cartographer’s Rug"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/rug_map.rug_map","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_rug_03.fort_rug_03_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","200","","None","False","Currency","Name","WoodLog_T1_Ash","6","","None","False","Medium"
Rug_MainMenu_01,"(RowName=""Decorations"")","(RowName=""Flooring"")","0","NSLOCTEXT(""FortPropsTable"", ""3E501A684C1BA7102E1023BEFB8FF95D"", ""Frilly Rug"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/rug_fringe.rug_fringe","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_rug_01.fort_rug_01_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract""),(TagName=""Fort.Prop.Deco.Bundle_2"")))","None","False","False","FortDecor","","None","False","1","0","100","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","287","","None","False","Currency","Name","WoodLog_T1_Ash","3","","None","False","Medium"
SackGroupLarge,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""9B79BFBB4DCFCF9D6BE703923A55DAD4"", ""Lotsa Grain Sacks"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/few_sacks.few_sacks","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_sackgrp_a_bp.fort_prop_sackgrp_a_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","287","","None","False","Currency","Name","WoodLog_T1_Ash","3","","None","False","Medium"
SackGroupSmall,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""5EB9D0C540445377544902A3BC0A6BBE"", ""Buncha Grain Sacks"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/buncha_sacks.buncha_sacks","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_sackgrp_b_bp.fort_prop_sackgrp_b_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.CraftsmanContract""),(TagName=""Fort.Prop.Deco.Bundle_4"")))","None","False","False","FortDecor","","None","False","1","0","100","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","216","","None","False","Currency","Name","WoodLog_T1_Ash","2","","None","False","Small"
Scaffold_Gobcave_03c,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""5DD63F6A4CFF42481DA2AA9B8506BD4B"", ""Shaky-Looking Scaffold"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/scaffold.scaffold","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_scaffold_gcave_03c.fort_prop_scaffold_gcave_03c_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.AdventurerContract""),(TagName=""Fort.Prop.Deco.Bundle_2"")))","None","False","False","FortDecor","","None","False","1","0","100","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","200","","None","False","Currency","Name","WoodLog_T1_Ash","4","","None","False","Large"
SharpshooterSkillObject,"(RowName=""Functional"")","(RowName=""SkillObjects"")","1","NSLOCTEXT(""FortPropsTable"", ""E13DC5C4412FB85ED344C3B1F4DE1B45"", ""Arms Cart"")","NSLOCTEXT(""FortPropsTable"", ""F21EDF734853AD05A4418F98BF13AE50"", ""Used by Sharpshooters to unlearn skill levels with respectacle points."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/arms_cart.arms_cart","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_sharpshooter_skillobject_03.fort_sharpshooter_skillobject_03_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.SkillBuilding.GunCart"")))","SharpshooterSkillObject2","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
SharpshooterSkillObject2,"(RowName=""Functional"")","(RowName=""SkillObjects"")","1","NSLOCTEXT(""FortPropsTable"", ""5C61218E475F84AED392EA9B6D940485"", ""Lvl. 2 Arms Cart"")","NSLOCTEXT(""FortPropsTable"", ""AB7576324306CA3CA995308373A56532"", ""Used by Sharpshooters to unlearn skill levels with respectacle points."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/arms_cart.arms_cart","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_sharpshooter_skillobject_02.fort_sharpshooter_skillobject_02_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.SkillBuilding.GunCart"")))","SharpshooterSkillObject3","True","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","2000","","None","False","Currency","Name","SkillPoints","200","","None","False",""
SharpshooterSkillObject3,"(RowName=""Functional"")","(RowName=""SkillObjects"")","1","NSLOCTEXT(""FortPropsTable"", ""A2A20819401764C5ACFF1BB94B545648"", ""Lvl. 3 Arms Cart"")","NSLOCTEXT(""FortPropsTable"", ""CEF83A354C36DF73CD119AB652F2C477"", ""Used by Sharpshooters to unlearn skill levels with respectacle points."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/arms_cart.arms_cart","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_sharpshooter_skillobject_03.fort_sharpshooter_skillobject_03_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.SkillBuilding.GunCart"")))","SharpshooterSkillObject4","True","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","10000","","None","False","Currency","Name","SkillPoints","400","","None","False",""
SharpshooterSkillObject4,"(RowName=""Functional"")","(RowName=""SkillObjects"")","1","NSLOCTEXT(""FortPropsTable"", ""8BCA7E2148855DF7CF4E709E06821184"", ""Lvl. 4 Arms Cart"")","NSLOCTEXT(""FortPropsTable"", ""B55FBF9C49E2CE363072A3AABC7A9828"", ""Used by Sharpshooters to unlearn skill levels with respectacle points."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/arms_cart.arms_cart","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_sharpshooter_skillobject_03.fort_sharpshooter_skillobject_03_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.SkillBuilding.GunCart"")))","None","True","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","15000","","None","False","Currency","Name","SkillPoints","600","","None","False",""
SkullsPile_Goblins,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""7526A13B446DEF2B5BEC05BD8016C5E3"", ""Buncha Goblin Skulls"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/skullpile.skullpile","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/FortTestGoblinSkullpile.FortTestGoblinSkullpile_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract""),(TagName=""Fort.Prop.Deco.Bundle_2"")))","None","False","False","FortDecor","","None","False","1","0","5","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","400","","None","False","Currency","Name","MetalBar_T1_Tin","39","","None","False","Medium"
SS_Wardrobe_Common_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""DA333E714504DD1B557AD0A2AE43A71D"", ""Terracotta Sharpshooter Figure"")","NSLOCTEXT(""FortPropsTable"", ""AD151A0942B87BBF67598DB7D34F2997"", ""Store and display your favorite gear. Swap individual items or a full set."")","/Game/UI/Textures/LooseIcons/ss_crate_wardrobe.ss_crate_wardrobe","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_common_woodbox_SS_01_bp.fort_wdrb_common_woodbox_SS_01_bp_C","None","False","None","(GameplayTags=)","None","True","False","Wardrobe","","None","False","3","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","350","","None","False","Currency","Name","StoneBlock_T1_Sandstone","10","","None","False",""
SS_Wardrobe_Common_01_Hardcore,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""63F5C2174251554DE2EB7EB041EBF4EA"", ""Terracotta Sharpshooter Figure (Hardcore)"")","NSLOCTEXT(""FortPropsTable"", ""2C8D73844B4F436EA1AFC1934806F05D"", ""Store and display your favorite gear. Swap individual items or a full set. For hardcore characters only."")","/Game/UI/Textures/LooseIcons/ss_crate_wardrobe.ss_crate_wardrobe","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_common_woodbox_SS_Hardcore_01_bp1.fort_wdrb_common_woodbox_SS_Hardcore_01_bp1_C","None","False","None","(GameplayTags=)","None","True","False","Wardrobe","","None","False","4","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","350","","None","False","Currency","Name","StoneBlock_T1_Sandstone","10","","None","False",""
SS_Wardrobe_Common_02,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""4BEF534F4EE948F830E6F3A808B588B1"", ""Chiseled Sharpshooter Figure"")","NSLOCTEXT(""FortPropsTable"", ""AE9E507B4A5DA87B2294F18648909058"", ""Store and display your favorite gear. Swap individual items or a full set."")","/Game/UI/Textures/LooseIcons/ss_barrel_wardrobe.ss_barrel_wardrobe","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_common_woodround_SS_01_bp.fort_wdrb_common_woodround_SS_01_bp_C","None","False","None","(GameplayTags=)","None","True","False","Wardrobe","","None","False","3","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","350","","None","False","Currency","Name","StoneBlock_T1_Sandstone","10","","None","False",""
ss_wardrobe_globe_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""F2CA7CE3466A27B3207F7B82293FF968"", ""Wayfinder Sharpshooter"")","NSLOCTEXT(""FortPropsTable"", ""219749FF4C3F63D17E2F128F3BB24314"", ""Store and display your favorite gear. Swap individual items or a full set."")","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/sharpshooter_watch_wardrobe.sharpshooter_watch_wardrobe","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_rare_globe_SS_01_bp.fort_wdrb_rare_globe_SS_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","Wardrobe","","None","False","4","0","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","750","","None","False","Currency","Name","MetalBar_T1_Tin","40","","None","False",""
SS_wardrobe_plant_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""EB469CEF4CFF97F8897C2783A6431DE6"", ""Jungle Sharpshooter Statue"")","NSLOCTEXT(""FortPropsTable"", ""7DB2165D441074036965838A91BF61C7"", ""Store and display your favorite gear. Swap individual items or a full set."")","/Game/UI/Textures/LooseIcons/ss_leaf_wardrobe.ss_leaf_wardrobe","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_magic_plant_SS_01_bp.fort_wdrb_magic_plant_SS_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","Wardrobe","","None","False","3","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","500","","None","False","Currency","Name","WoodPlank_T1_Ash","35","","None","False",""
SS_wardrobe_ship_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""113DC92F4AAFA7EC399E69BA765AC148"", ""Sharpshooter Ship Hull Statue"")","NSLOCTEXT(""FortPropsTable"", ""8E4374F64B33E569ABAA269E167A3511"", ""Store and display your favorite gear. Swap individual items or a full set."")","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/sharpshooter_ship_wardrobe.sharpshooter_ship_wardrobe","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wbrb_legendaryship_SS_01_bp.fort_wbrb_legendaryship_SS_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","Wardrobe","","None","False","3","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","1000","","None","False","Currency","Name","WoodPlank_T1_Ash","125","","None","False",""
ss_wardrobe_teeth_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""C4D46A2148F5B1DB364541ADFA040E8C"", ""Jawbreaker Sharpshooter"")","NSLOCTEXT(""FortPropsTable"", ""5EA4405F4D9C9DB7762F8C8858EB91DF"", ""Store and display your favorite gear. Swap individual items or a full set."")","/Game/UI/Textures/LooseIcons/ss_teeth_wardrobe.ss_teeth_wardrobe","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wrdrb_rare_ss_01_bp.fort_wrdrb_rare_ss_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","Wardrobe","","None","False","3","0","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","750","","None","False","Currency","Name","MetalBar_T1_Tin","40","","None","False",""
SS_wardrobe_wooden_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""B17C7CC546818AFE349D8B9A6952B3D5"", ""Bronze Sharpshooter Statue"")","NSLOCTEXT(""FortPropsTable"", ""B90706C24FC0E00FCEEAC7811455F55E"", ""Store and display your favorite gear. Swap individual items or a full set."")","/Game/UI/Textures/LooseIcons/ss_candle_wardrobe.ss_candle_wardrobe","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wrdb_magic_wooden_SS_01_bp.fort_wrdb_magic_wooden_SS_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","Wardrobe","","None","False","7","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","500","","None","False","Currency","Name","WoodPlank_T1_Ash","35","","None","False",""
Stash_Account_Default,"(RowName=""Storage"")","(RowName=""MiscStorage"")","1","NSLOCTEXT(""FortPropsTable"", ""68AC75A9492340E9864CEBAE85974F2E"", ""Shared Stash"")","NSLOCTEXT(""FortPropsTable"", ""5655ED1E4113471129D90B842F595FD7"", ""Store your gear and retrieve it by any of your characters."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/SharedStashIcon.SharedStashIcon","True","False","False","True","/Game/Environments/GlobalProps/Blueprints/Fort/AccountStash_original.AccountStash_original_C","None","False","None","(GameplayTags=)","None","True","False","Wardrobe","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","4400","","None","False","Currency","Name","MetalBar_T1_Tin","40","","None","False",""
Statue_Cemetery_01,"(RowName=""Decorations"")","(RowName=""Art"")","0","NSLOCTEXT(""FortPropsTable"", ""B33439C643A7A714B8BC2385F8FD4F2A"", ""Gloomy Statue"")","","None","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_statue_gy_01.fort_statue_gy_01_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract""),(TagName=""Fort.Prop.Deco.Bundle_1"")))","None","False","False","FortDecor","","None","False","1","0","5","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","400","","None","False","Currency","Name","StoneBlock_T1_Sandstone","33","","None","False","Large"
Statue_ManaGuardian,"(RowName=""Decorations"")","(RowName=""Art"")","0","NSLOCTEXT(""FortPropsTable"", ""1B48BC6641FA4069EDC160B796552B58"", ""Presence of the Mana Guardian"")","NSLOCTEXT(""FortPropsTable"", ""25F88EC54D1941149C4B749F1DAFC420"", ""A memento of Torchlight passed, a beacon toward the journey ahead."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/mana_guardian_fort_icon.mana_guardian_fort_icon","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_managuardian_01_bp.fort_prop_managuardian_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","2","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","StoneBlock_T1_Sandstone","54","","None","False","Currency","Name","RareStone","2","","None","False","Large"
Stool_Wood_Bare_01,"(RowName=""Decorations"")","(RowName=""Furniture"")","0","NSLOCTEXT(""FortPropsTable"", ""E37ADA1F4DC6932D9F338ABB8326F3E1"", ""Rustic Stool"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/slab_stool.slab_stool","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_barewoodstool_01_bp.fort_prop_barewoodstool_01_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract""),(TagName=""Fort.Prop.Deco.Bundle_4"")))","None","False","False","FortDecor","","None","False","1","0","60","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","300","","None","False","Currency","Name","WoodLog_T1_Ash","6","","None","False","Medium"
StraightFence,"(RowName=""Decorations"")","(RowName=""Walls"")","0","NSLOCTEXT(""FortPropsTable"", ""5E9F06DB436D51CA08A309A78C81F756"", ""Weathered Fence"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/fence_1.fence_1","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_fence_straight_a_bp.fort_prop_fence_straight_a_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.CraftsmanContract""),(TagName=""Fort.Prop.Deco.Bundle_4"")))","None","False","False","FortDecor","","None","False","1","0","100","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","287","","None","False","Currency","Name","WoodLog_T1_Ash","3","","None","False","Medium"
Table_Wood_Bare_01,"(RowName=""Decorations"")","(RowName=""Furniture"")","0","NSLOCTEXT(""FortPropsTable"", ""E258F1C24F6615D2B26A4C87C40023D8"", ""Rustic Table"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/slabtable_1.slabtable_1","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_barewoodtable_01_bp.fort_prop_barewoodtable_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","200","","None","False","Currency","Name","WoodLog_T1_Ash","6","","None","False","Medium"
Table_Wood_Fancy_01,"(RowName=""Decorations"")","(RowName=""Furniture"")","0","NSLOCTEXT(""FortPropsTable"", ""0343D44E491229E16E0E4CB82E66B6A2"", ""Elegant Table"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/woodtable_3.woodtable_3","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_woodtables_03_bp.fort_prop_woodtables_03_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract""),(TagName=""Fort.Prop.Deco.Bundle_1"")))","None","False","False","FortDecor","","None","False","1","0","5","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","400","","None","False","Currency","Name","WoodPlank_T1_Ash","10","","None","False","Medium"
