---,Speakers,Type,TitleText,Text,ButtonText,Voiceover,AudioTableEntry,ContextType1,ContextParam1,ContextType2,ContextParam2,ContextType3,ContextParam3,IconPortraitTag,Tags,Weight,ContextEntries,bDefaultSet,Notes
Lore_A3C4_Netherim_5,"((RowName=""LoreSpeaker_Veriss""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A3C4_Netherim_5_TitleText"", ""Chaos Unleashed"")","NSLOCTEXT(""DialogueTable"", ""C3EC53B74ACE1F99390BB19600769F83"", ""The Netherim sense the strength of our purpose. They are chaotic, but effective tools. Unleashing them will usher in a new age of unity, with Mother leading the way."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A3C4_Netherim_Veriss_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Veriss"")","(GameplayTags=((TagName=""Dialogue.Lore.Netherim.5"")))","1","","True",""
Lore_A3C4_Torchlight_7,"((RowName=""LoreSpeaker_CommanderVale""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A3C4_Torchlight_7_TitleText"", ""A History of Torchlight, Chapter 7"")","NSLOCTEXT(""DialogueTable"", ""8BCEE38449B60A1FCCEE77AD7358B8A9"", ""My time in this world grows short and in the throes of introspection, I marvel at the changes that have happened during my life.\r\nEmber has become a scarce commodity, causing more conflict among the people of this world.\r\nI do not know when or if the Netherim will return, but I\'m sure that we can count on new heroes to rise to any challenge."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A3C4_Torchlight_Vale"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Vale"")","(GameplayTags=((TagName=""Dialogue.Lore.Torchlight.7"")))","1","","True",""
Lore_A3C4_Story_45,"((RowName=""LoreSpeaker_Mother""))","Lore","NSLOCTEXT(""DialogueTable"", ""C7705F5F4F9D44C0006EE4BBA8A54B03"", ""Waste Not, Want Not"")","NSLOCTEXT(""DialogueTable"", ""Lore_A3C4_Story_45_Text"", ""The Clockwork Core is locked, but soon Veriss will remove the Heart of Ordrak, and the core will be open once more. But the vessel will not go to waste..."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A3C4_Story45_Mother_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Mother"")","(GameplayTags=((TagName=""Dialogue.Lore.Story.45"")))","1","","True",""
Lore_A3C4_Story_46,"((RowName=""LoreSpeaker_Veriss""))","Lore","NSLOCTEXT(""DialogueTable"", ""8C41029349F9A7D46F44CFB9093C9DDD"", ""Just One Mistake"")","NSLOCTEXT(""DialogueTable"", ""Lore_A3C4_Story_46_Text"", ""Kingdoms fall. It takes time, generations, but it always happens. Why? Because no matter how wise the king, they\'re only human. And humans make mistakes. Mother is, in her own twisted way, still human. I\'m counting on it."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A3C4_Story46_Veriss_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Veriss"")","(GameplayTags=((TagName=""Dialogue.Lore.Story.46"")))","1","","True",""
Lore_A3C4_Story_47,"((RowName=""LoreSpeaker_Veriss""))","Lore","NSLOCTEXT(""DialogueTable"", ""0A6CB4784D5CD9D0DCA57C93E4201FA7"", ""To Travel the Aether"")","NSLOCTEXT(""DialogueTable"", ""21CA688243C69C5526FAC6BEE646D507"", ""The hidden knowledge of the dwarves, reserved only for the ruling class. You knew about the clockwork core, you knew where it led, the tapestry of new worlds it connected. If only you could unlock the door. Did you all die, or did you learn to travel the Aether, as the Netherim did?"")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A3C4_Story47_Veriss_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Veriss"")","(GameplayTags=((TagName=""Dialogue.Lore.Story.47"")))","1","","True",""
Default_Logaan_Quip01,"((RowName=""Logaan_Intro""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""0CEE32F044FED9D564C09A8CA096A287"", ""Flames... on the side of my face..."")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
Default_Logaan_Quip02,"((RowName=""Logaan_Intro""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""352D210242EE6FEAADE4C194D97ED9CD"", ""Is it safe?"")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
Default_Logaan_Quip03,"((RowName=""Logaan_Intro""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""F7742ED14EB742C7FB0F8FB7F5E03410"", ""I don\'t think my insurance covers this."")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
Default_Phix_Quip01,"((RowName=""Phix_Intro""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""03D65FC449F060B071B7E4ABF7DBA0A8"", ""Goblins?! Hey, you got this."")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
Default_Phix_Quip02,"((RowName=""Phix_Intro""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""52DE17CE4560061F168A53A9DE7AD8B0"", ""Don\'t hurt me! Oh, it\'s you. Whew!"")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
Default_Phix_Quip03,"((RowName=""Phix_Intro""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""0F0F46224AEB18F515622B8582811A54"", ""My hero!"")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
Default_Buffalope_Quip01,"((RowName=""Buffalope""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""5AF66E6C459555874190CD93E1916796"", ""Moo. Are you happy now?"")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
Default_Buffalope_Quip02,"((RowName=""Buffalope""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""FD2016354F9135810D313588372B49E9"", ""What? Haven\'t you seen a buffalope before?"")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
Default_Buffalope_Quip03,"((RowName=""Buffalope""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""9046C9EE4C2E1952A62B849298C0FA40"", ""There is no secret alpaca level."")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
Default_Buffalope_Quip04,"((RowName=""Buffalope""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""5835BFDD43C8E96E63C5729BBA66A7CB"", ""Hey, guess what? Buffalope butt."")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
Default_Buffalope_Quip05,"((RowName=""Buffalope""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""08B3EDED4783B064358313896422EF97"", ""My name is Bertrude. Pleased to meet you."")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C3Q1_Modal_Sadista,"((RowName=""SwampSeer""))","Modal","","NSLOCTEXT(""DialogueTable"", ""30089300490F3E173C5B569E5538D45B"", ""Tales of Sadista\'s many atrocities have haunted this region of late, and though there are some adventurers brave enough to venture into the infested forest alone, few have returned to McTyre\'s Cove. Those who have managed to survive to tell their story have suffered greatly, recounting nightmarish visions of watching their entire adventuring party torn apart by the Netherim. I fear that my poor alpacas will not survive if we wait much longer to find them. "")","","(AssetGuid=E357856E64CE43F6B4DF293399715635)","(AudioTableEntry="""")","QuestActive","A2C3Q1","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.SwampSeer"")","(GameplayTags=)","1","","True",""
Default_GenericGuard_Quip01,"((RowName=""Guard""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""AF734E324A4A5DA93CC8B1A38A5384F3"", ""Safe travels."")","","(AssetGuid=72276AEE99F8470FA503A6A8ADA6BE92)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","100","","True",""
Default_GenericGuard_Quip02,"((RowName=""Guard""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""D8749279447ABAF9B6562A9CC9F7849A"", ""Stay vigilant."")","","(AssetGuid=72276AEE99F8470FA503A6A8ADA6BE92)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","100","","True",""
Default_GenericGuard_Quip03,"((RowName=""Guard""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""838D83B142C87CAC4B5863BE94B72719"", ""That Yapper, so annoying. I’d love to put an arrow in his knee."")","","(AssetGuid=72276AEE99F8470FA503A6A8ADA6BE92)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","50","","True",""
Default_GenericGuard_Quip04,"((RowName=""Guard""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""D8B03BE342353DD411270F9FC7A3A85B"", ""What do you call a dragon who eats a group of adventurers? Party poopers."")","","(AssetGuid=72276AEE99F8470FA503A6A8ADA6BE92)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","25","","True",""
Default_GenericGuard_Quip05,"((RowName=""Guard""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""4FEBC45B47FBC0FB57FABDBDDFD5A39A"", ""Alas. My watch hasn\'t ended."")","","(AssetGuid=72276AEE99F8470FA503A6A8ADA6BE92)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","100","","True",""
Default_GenericGuard_Quip06,"((RowName=""Guard""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""80B748CA4B5C87E998291BA6DAFC59EF"", ""It\'s our duty to protect this town."")","","(AssetGuid=72276AEE99F8470FA503A6A8ADA6BE92)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","100","","True",""
Default_GenericGuard_Quip07,"((RowName=""Guard""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""04D5C5184E45CDC9F77276BCBC8D4489"", ""We live in interesting times."")","","(AssetGuid=72276AEE99F8470FA503A6A8ADA6BE92)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","100","","True",""
Default_GenericGuard_Quip08,"((RowName=""Guard""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""20D9AC4147D209C1741F7395014F92D1"", ""New in town? Welcome, adventurer."")","","(AssetGuid=72276AEE99F8470FA503A6A8ADA6BE92)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","100","","True",""
SQ_GrubsReward,"((RowName=""EstherClair""))","Quest","","NSLOCTEXT(""DialogueTable"", ""1397EC494AF69EF22475ADBCD8F90AF9"", ""Hey, adventurer. Are you here for my famous pancakes? I\'ve made a fresh batch, but I could always use more eggs and flour. Just bring your own ingredients for a healthy boost!"")","NSLOCTEXT(""DialogueTable"", ""5CE62D844B658E8A231BA98C69603DEA"", ""Thanks."")","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
Default_EstherClair_Quip01,"((RowName=""EstherClair""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""B18106374B937298A992FE94F4E9B776"", ""Hi, there. I haven\'t seen many travellers around these parts."")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
Default_EstherClair_Quip02,"((RowName=""EstherClair""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""9FFB62D64518A618F5634A817C1386DA"", ""There\'s been a shortage of eggs and flour, so I haven\'t been able to make my famous pancakes."")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
Default_EstherClair_Quip03,"((RowName=""EstherClair""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""537A2AF049DA315B73364CA758DD6012"", ""I\'d like to think of myself as a resourceful cook."")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
Default_EstherClair_Quip04,"((RowName=""EstherClair""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""F0C3120E46E3F9051593FC8022C1DAD5"", ""Stop by any time if you\'re craving pancakes. Just bring the eggs and flour."")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
SQ_DefenseBoost_Netherbloom,"((RowName=""Netherbloom""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""4847869B4ACA0A4FDA8CC0B6FAAA45BA"", ""The effects of the netherbloom have hardened the crystal and exoskeleton."")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","QuestActive","SQ_DefenseBoost:Task_InteractProp","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True","SQ_DefenseBoost"
TQ_LuckTree_Modal_Klive,"((RowName=""SgtKlive""))","Modal","","NSLOCTEXT(""DialogueTable"", ""E5626CFD474A4AF6C937A3AFCA3505E7"", ""You can always replant your Luck Tree later if you decide to move it."")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","QuestActive","TQ_LuckTree:Task_PlaceLuckSprout","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_ChallengeLevel01,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""565D31B84983BCF95F18329AF2C71582"", ""Ooh, what will it be?"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_ChallengeLevel_01"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_ChallengeLevel02,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""8CD379B24684640125403AA329A49184"", ""Oh, are you sure?"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_ChallengeLevel_02"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_ChallengeLevel03,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""4952488344959FB461068B881AE07535"", ""If you think you can take it…"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_ChallengeLevel_03"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_ChallengeLevel05,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""EF8C26154A4467762B720AA55FAD8E48"", ""Ooh, so tough."")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_ChallengeLevel_05"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_ChallengeLevel06,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""1FDB3CD04607559C1198A0B9E9FA44D4"", ""You\'re up to the challenge?"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_ChallengeLevel_06"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_ChallengeLevel07,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""F5FE9A8E4C3D705283EF8FA7C9D76282"", ""Ah, you say that now…"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_ChallengeLevel_07"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_ChallengeLevel08,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""1D313DCD46266F6E357B3F830E787D3F"", ""I mean, what could go wrong?"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_ChallengeLevel_08"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_ChallengeLevel09,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""4F8E6EBE464A9861261CC585A5EB63CD"", ""So decisive!"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_ChallengeLevel_09"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_ChallengeLevel10,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""EA1BEABA4C1496C75B2978AF66856901"", ""Well chosen."")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_ChallengeLevel_10"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_ChooseRules01,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""2F486FE44E06B1C9C36DE3A76C6D5368"", ""Feeling bold!"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_ChooseRules_01"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_ChooseRules02,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""641DDEB1471D7F25D81B7D8AC8387E6F"", ""Ooh, look at the chooser, here!"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_ChooseRules_02"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_ChooseRules03,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""51F652244B419C19A4B537BC297AE602"", ""Was that the right choice? We\'ll see…"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_ChooseRules_03"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_ChooseRules04,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""1D2C398545B482BB7B6165874FA7983B"", ""You\'ve got, like, weapons, right?"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_ChooseRules_04"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_ChooseRules05,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""DED7BB5B4F1D81A8A349A8A864F0592D"", ""Went with the obvious choice, then?"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_ChooseRules_05"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_ChooseRules06,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""F884652442FA46DF8D04FCA08EDF20A5"", ""Nicely chosen."")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_ChooseRules_06"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_ChooseRules07,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""B33F650D468B8147577F6A9E3DCA16F3"", ""Wouldn\'t have been my choice…"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_ChooseRules_07"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_ChooseRules08,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""3A0BDE04499ADF93F64512ACD610C377"", ""You must gather the party before venturing forth."")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_ChooseRules_08"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_ChooseRules09,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""199B5274430B2DC89228CC9FC2C08121"", ""Boy, that brings back memories."")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_ChooseRules_09"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_ChooseRules10,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""06FC11804E07026D1AE1CA82843BFE23"", ""Oh, so that\'s what you like, eh?"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_ChooseRules_10"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_ChooseRules11,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""5C389A52468053428DE16CAB17365684"", ""That one? Really?"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_ChooseRules_11"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_ChooseRules12,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""EAB4431448790FAC73FC96BA6C4497C5"", ""A fine choice!"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_ChooseRules_12"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_OpenUI01,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""AFA14EE64035032C25ACBE88991D5F43"", ""Couldn\'t get enough of ol\' Fazeer, eh?"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_OpenUI_01"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_OpenUI02,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""8E555905437B4C5D987F22A219777EB5"", ""Greetings, insignificant one!"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_OpenUI_02"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_OpenUI03,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""F6017D4C4BB172B53A870DBBD363765E"", ""Oh, I know what you\'re here for."")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_OpenUI_03"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_OpenUI04,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""26CCF9AF4D096ACA1CFC28AB8AD23CC2"", ""Oh, it\'s you. I mean: Oh! It\'s you!"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_OpenUI_04"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_OpenUI05,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""501D8720449B674690BFA1B1B6F60BCB"", ""Back already?"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_OpenUI_05"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_OpenUI06,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""8D6091384A0D011D356A73922583D259"", ""Hey, if it isn\'t ol\' what\'s their name…"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_OpenUI_06"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_OpenUI07,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""7F7E200045D63532F423629ED0AE21BA"", ""Another day, another dungeon."")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_OpenUI_07"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_OpenUI08,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""656656EF4ADDA988E36C4C907FA47C05"", ""Welcome back, contender."")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_OpenUI_08"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_OpenUI09,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""FC3E8B1B48839FA977BB0A86DB9C52DD"", ""Step right up, contestant!"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_OpenUI_09"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_RulesRevealed01,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""B919AC954F368F8D03F7999FDBC66989"", ""Oh, that\'s interesting."")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_RulesRevealed_01"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
