---,SkillClass,CharacterTag,Animation,AnimationOverride,MaximumSkillLevel,MinimumSkillLevel,EmberWeaponUnlockLevel,bShowSkillLevel,GameplayTags,ExclusiveTags,RequiredSkillTab,RequiredLevelInSkillTab,TraitMode,TraitString,PerLevelDisplayTexts,PerLevelDisplayCategories,TraitCurve1,TraitCurve2,TraitCurve3,TraitCurve4,Tier1TraitString,Tier1DisplayText,Tier2TraitString,Tier2DisplayText,Tier3TraitString,Tier3DisplayText,bCanNeverBeUnlocked,bHiddenBehindCheats,SkillPanelRow,SkillPanelColumn,TryStatusEffect,TryDuration,DefaultSkillSet,DefaultSkillSlot,Notes
Skill_Conduit_LocalizedStorm,"/Game/Skills/Blueprints/EmberWeapons/Electrode/Skill_Conduit_LocalizedStorm.Skill_Conduit_LocalizedStorm_C","Character.Player","Default","None","1","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.EmberWeapon""),(TagName=""Skill.Cooldown.Relic"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","4","(RowName="""")","30.000000","Default","Skill00","Relic Weapon"
Skill_Timesphere,"/Game/Skills/Blueprints/EmberWeapons/ClockworkStaff/Skill_Timesphere.Skill_Timesphere_C","Character.Player","Instant","None","1","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","","","","","","","False","False","1","4","(RowName="""")","30.000000","Default","Skill00","Relic Weapon"
Skill_Passive_TemporalStaff,"/Game/Skills/Blueprints/EmberWeapons/ClockworkStaff/Skill_Passive_TemporalStaff.Skill_Passive_TemporalStaff_C","Character.Player","None","None","1","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","5","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_Singularity,"/Game/Skills/Blueprints/EmberWeapons/ClockworkStaff/Skill_Singularity.Skill_Singularity_C","Character.Player","Instant","None","1","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","","","","","","","False","False","1","5","(RowName="""")","30.000000","Default","Skill00","Relic Weapon"
Pet_Melee,"/Game/Skills/Blueprints/Monsters/Skill_PetMeleeAttack.Skill_PetMeleeAttack_C","Character","Default","None","1","1","0","False","(GameplayTags=((TagName=""Skill.Pet.Basic"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","0","(RowName="""")","30.000000","Pet","Skill00",""
PetAura_Defense,"/Game/Skills/Blueprints/Pets/AurasandBuffs/Skill_Aura_DefenseIncrease.Skill_Aura_DefenseIncrease_C","Character","Default","None","1","0","0","True","(GameplayTags=((TagName=""Skill.Pet.Aura"")))","(GameplayTags=((TagName=""Skill.Pet.Aura"")))","(RowName="""")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","0","(RowName="""")","30.000000","Pet","Skill00",""
PetAura_CritChance,"/Game/Skills/Blueprints/Pets/AurasandBuffs/Skill_Aura_DeadlyStrikes.Skill_Aura_DeadlyStrikes_C","Character","Default","None","1","0","0","True","(GameplayTags=((TagName=""Skill.Pet.Aura"")))","(GameplayTags=((TagName=""Skill.Pet.Aura"")))","(RowName="""")","0","Default","","","","None","None","None","None","","","","","","","False","False","1","0","(RowName="""")","30.000000","Pet","Skill00",""
PetAura_MovementSpeed,"/Game/Skills/Blueprints/Pets/AurasandBuffs/Skill_Aura_MovmentSpeed.Skill_Aura_MovmentSpeed_C","Character","Default","None","1","0","0","True","(GameplayTags=((TagName=""Skill.Pet.Aura"")))","(GameplayTags=((TagName=""Skill.Pet.Aura"")))","(RowName="""")","0","Default","","","","None","None","None","None","","","","","","","False","False","2","0","(RowName="""")","30.000000","Pet","Skill00",""
PetAura_BlockChance,"/Game/Skills/Blueprints/Pets/AurasandBuffs/Skill_Aura_BlockChance.Skill_Aura_BlockChance_C","Character","Default","None","1","0","0","True","(GameplayTags=((TagName=""Skill.Pet.Aura"")))","(GameplayTags=((TagName=""Skill.Pet.Aura"")))","(RowName="""")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","3","(RowName="""")","30.000000","Pet","Skill00",""
PetBuff_BattleCry,"/Game/Skills/Blueprints/Pets/AurasandBuffs/Skill_BattleCry.Skill_BattleCry_C","Character","Instant","None","1","0","0","False","(GameplayTags=((TagName=""Skill.Pet"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","1","(RowName="""")","30.000000","Pet","Skill00","Fireball skill on pet"
PetBuff_MenacingSound,"/Game/Skills/Blueprints/Pets/Debuffs/Skill_MenacingSound.Skill_MenacingSound_C","Character","Instant","None","1","0","0","True","(GameplayTags=((TagName=""Skill.Pet"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","","","","","","","False","True","1","1","(RowName="""")","30.000000","Pet","Skill00",""
PetBuff_DefensivePosture,"/Game/Skills/Blueprints/Pets/AurasandBuffs/Skill_DefensivePosture.Skill_DefensivePosture_C","Character","Instant","None","1","0","0","True","(GameplayTags=((TagName=""Skill.Pet"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","","","","","","","False","False","2","1","(RowName="""")","30.000000","Pet","Skill00",""
PetBuff_HealingFriendship,"/Game/Skills/Blueprints/Pets/AurasandBuffs/Skill_HealingFriendship.Skill_HealingFriendship_C","Character","Instant","None","1","0","0","True","(GameplayTags=((TagName=""Skill.Pet"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","","","","","","","False","False","1","3","(RowName="""")","30.000000","Pet","Skill00",""
PetDebuff_ScreechingStun,"/Game/Skills/Blueprints/Pets/Debuffs/Skill_ScreechingStun.Skill_ScreechingStun_C","Character","Default","None","1","0","0","True","(GameplayTags=((TagName=""Skill.Pet"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","2","(RowName="""")","30.000000","Pet","Skill00",""
Bane_CritChanceWhileActive,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_CritChanceWhileActive.SkillTree_Bane_CritChanceWhileActive_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.Bane""),(TagName=""Skill.EmberWeapon.Activated"")))","(GameplayTags=)","(RowName=""Bane"")","0","StatusEffect","CriticalHitChance=.025","(NSLOCTEXT(""SkillsTable"", ""C891CF884EE945F21C2FE69946FFAF6C"", ""Critical Hit chance""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","1","0","(RowName="""")","30.000000","None","None",""
Bane_PoisonChanceWhileActive,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_PoisonChanceWhileActive.SkillTree_Bane_PoisonChanceWhileActive_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.Bane""),(TagName=""Skill.EmberWeapon.Activated"")))","(GameplayTags=)","(RowName=""Bane"")","0","StatusEffect","ElementalProcChance|Proc.Poison=.05","(NSLOCTEXT(""SkillsTable"", ""65FED3DB4A0E4EF0A4AB3F914E7B420A"", ""Poison chance""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","2","0","(RowName="""")","30.000000","None","None",""
Bane_ActiveSkillDamage,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_ActiveDamage.SkillTree_Bane_ActiveDamage_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.Bane"")))","(GameplayTags=)","(RowName=""Bane"")","0","Default","SkillDamageFactorMultiplier|Bane_FangedMaw=0.05","(NSLOCTEXT(""SkillsTable"", ""4B97C29D44007531B551838B40B31D14"", ""Damage for Venomous Maw""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","1","1","(RowName="""")","30.000000","None","None",""
Bane_ActiveSkillCooldown,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_ActiveSkillCooldown.SkillTree_Bane_ActiveSkillCooldown_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon.Bane""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName=""Bane"")","0","Default","CooldownPctBySkillName|Bane_FangedMaw=-.05","(NSLOCTEXT(""SkillsTable"", ""FEC3540B49ADC0EDA3FBB0844EFB92E0"", ""Venomous Maw cooldown duration""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","2","1","(RowName="""")","30.000000","None","None",""
Bane_SnakeMissileDamage,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_MissileDamage.SkillTree_Bane_MissileDamage_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.Bane"")))","(GameplayTags=)","(RowName=""Bane"")","0","Default","SkillDamageFactorMultiplier|Skill_Passive_EmberWeapon_Bane_MissilesOnPoisonHit=.05","(NSLOCTEXT(""SkillsTable"", ""C728EF7B492C79B3544C00AF973FFE12"", ""Bane Poison Missile damage""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","1","2","(RowName="""")","30.000000","None","None",""
Bane_IncreasedMissileChance,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_MissilesChance.SkillTree_Bane_MissilesChance_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.Bane"")))","(GameplayTags=)","(RowName=""Bane"")","0","Default","ProcChance|MissilesOnPoisoned=.025","(NSLOCTEXT(""SkillsTable"", ""E10DA57E43D63D93A93F3FA7A60381B2"", ""Increased Spread of Death Chance""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","2","2","(RowName="""")","30.000000","None","None",""
Bane_SpiderSummonChance,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_SpiderSummonChance.SkillTree_Bane_SpiderSummonChance_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.Bane"")))","(GameplayTags=)","(RowName=""Bane"")","0","Default","ProcChance|SpiderAllies=.05","(NSLOCTEXT(""SkillsTable"", ""F7C9053440CBC03E0A2D3CBFC075A69F"", ""Increased chance to summon Spider Allies on kill""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","1","3","(RowName="""")","30.000000","None","None",""
Bane_SpiderMinionCount,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_SpiderCount.SkillTree_Bane_SpiderCount_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.Bane"")))","(GameplayTags=)","(RowName=""Bane"")","0","Default","BonusInventoryCapacity|Inventory.Minions.BaneSpiders=1","(NSLOCTEXT(""SkillsTable"", ""DA7C8A714DE65A499B8A85BA8E2B7B94"", ""Increased spider count""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","2","3","(RowName="""")","30.000000","None","None",""
Bane_ActivationSkill,"/Game/Skills/Blueprints/EmberWeapons/Bane/Skill_Bane_Activation.Skill_Bane_Activation_C","Character.Player","Default","None","1","1","1","False","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.Bane""),(TagName=""Skill.EmberWeapon.UltimateActive""),(TagName=""Skill.Cooldown"")))","(GameplayTags=)","(RowName=""Bane"")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","0","(RowName="""")","30.000000","None","None",""
Bane_FangedMaw,"/Game/Skills/Blueprints/EmberWeapons/Bane/Bane_FangedMaw.Bane_FangedMaw_C","Character.Player","Default","None","1","0","5","False","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.EmberWeapon.Bane""),(TagName=""Skill.EmberWeapon.Active""),(TagName=""Skill.Cooldown.Relic"")))","(GameplayTags=)","(RowName=""Bane"")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","1","(RowName="""")","30.000000","Default","Skill00",""
Bane_MissilesOnPoisonHit,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_MissilesOnPoisonHit.SkillTree_Bane_MissilesOnPoisonHit_C","Character.Player","Default","None","1","0","10","False","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.Bane"")))","(GameplayTags=)","(RowName=""Bane"")","0","Default","ProcChance|MissilesOnPoisoned=.3","","","None","None","None","None","","","","","","","False","False","0","2","(RowName="""")","30.000000","None","None",""
Bane_SpiderAllies,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_SpiderSummon.SkillTree_Bane_SpiderSummon_C","Character.Player","Default","None","1","0","15","False","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.Bane"")))","(GameplayTags=)","(RowName=""Bane"")","0","Default","ProcChance|SpiderAllies=.4","","","Ones","None","None","None","","","","","","","False","False","0","3","(RowName="""")","30.000000","None","None",""
Bane_EnhancedActivationSkill,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_EnhancedActivation.SkillTree_Bane_EnhancedActivation_C","Character.Player","Default","None","1","0","30","False","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.Bane""),(TagName=""Skill.EmberWeapon.UltimateActive"")))","(GameplayTags=)","(RowName=""Bane"")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","4","(RowName="""")","30.000000","None","None",""
FlamingDestroyer_BurnChance,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_BurnChance.SkillTree_FlamingDestroyer_BurnChance_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.FlamingDestroyer"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","0","StatusEffect","ElementalProcChance|Proc.Burn=.05","(NSLOCTEXT(""SkillsTable"", ""D169273F46101473267201A88C801D5E"", ""Burn chance while Flaming Destroyer is Activated""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","2","0","(RowName="""")","30.000000","None","None",""
FlamingDestroyer_CriticalHitChance,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_CriticalHitChance.SkillTree_FlamingDestroyer_CriticalHitChance_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.FlamingDestroyer"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","0","StatusEffect","CriticalHitChance=.05","(NSLOCTEXT(""SkillsTable"", ""1B18D04446D81F8A570ED9B0601DDEF1"", ""Critical Hit chance while Flaming Destroyer is Activated""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","1","0","(RowName="""")","30.000000","None","None",""
FlamingDestroyer_ActiveSkillDamage,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_ActiveSkillDamage.SkillTree_FlamingDestroyer_ActiveSkillDamage_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.FlamingDestroyer"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","0","Default","SkillDamageFactorMultiplier|FlamingDestroyer_SwordSmash=0.05","(NSLOCTEXT(""SkillsTable"", ""906062BC4E6B5053AA40FE86DA4EE76C"", ""Sword Smash damage""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","1","1","(RowName="""")","30.000000","None","None",""
FlamingDestroyer_ActiveSkillCooldown,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_ActiveSkillCooldown.SkillTree_FlamingDestroyer_ActiveSkillCooldown_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.FlamingDestroyer"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","0","Default","CooldownPctBySkillName|FlamingDestroyer_SwordSmash=-.05","(NSLOCTEXT(""SkillsTable"", ""B4C2C45C4947F25CB6BFF79FBE34F54C"", ""Sword Smash cooldown""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","2","1","(RowName="""")","30.000000","None","None",""
FlamingDestroyer_BurningHazard,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_BurningHazard.SkillTree_FlamingDestroyer_BurningHazard_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.FlamingDestroyer"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","0","Default","SkillDamageFactorMultiplier|FlamingDestroyer_BurningHazard=.05","(NSLOCTEXT(""SkillsTable"", ""610AD5F84A4EB83D5BF4C5894FFEEEB5"", ""Bonus damage to Lingering Blaze""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","1","2","(RowName="""")","30.000000","None","None",""
FlamingDestroyer_ExplosionFear,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_ExplosionFear.SkillTree_FlamingDestroyer_ExplosionFear_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.FlamingDestroyer"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","0","Default","RandomBonusPctBySkillName|FlamingDestroyer_ExplosionFear=.05","(NSLOCTEXT(""SkillsTable"", ""ABA501ED44FCFF67696B689864E69F3A"", ""Fear chance for Magma Burst""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","2","2","(RowName="""")","30.000000","None","None",""
FlamingDestroyer_FireballChance,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_FireballChance.SkillTree_FlamingDestroyer_FireballChance_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.FlamingDestroyer"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","0","Default","ProcChance|Fireballs=.005","(NSLOCTEXT(""SkillsTable"", ""F076302B494C9459D26A88A50D0DF7A8"", ""Fireballs bonus chance""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","1","3","(RowName="""")","30.000000","None","None",""
FlamingDestroyer_FireballsDamage,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_FireballsBurning.SkillTree_FlamingDestroyer_FireballsBurning_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.FlamingDestroyer"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","0","Default","SkillDamageFactorMultiplier|FlamingDestroyer_Fireballs=.1","(NSLOCTEXT(""SkillsTable"", ""349EC44248E66BEAB9B98BB906C7E61C"", ""Fireball damage""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","2","3","(RowName="""")","30.000000","None","None",""
FlamingDestroyer_Activation,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/Skill_FlamingDestroyer_ActivationSmash.Skill_FlamingDestroyer_ActivationSmash_C","Character.Player","Default","None","1","1","1","False","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.FlamingDestroyer""),(TagName=""Skill.EmberWeapon.UltimateActive""),(TagName=""Skill.Cooldown"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","0","(RowName="""")","30.000000","None","None",""
FlamingDestroyer_SwordSmash,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/Skill_FlamingDestroyer_SwordSmash.Skill_FlamingDestroyer_SwordSmash_C","Character.Player","Default","None","1","0","5","False","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.EmberWeapon.FlamingDestroyer""),(TagName=""Skill.EmberWeapon.Active""),(TagName=""Skill.Cooldown.Relic"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","1","(RowName="""")","30.000000","Default","Skill00",""
FlamingDestroyer_ExplodeOnHit,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_ExplodeOnHit.SkillTree_FlamingDestroyer_ExplodeOnHit_C","Character.Player","Default","None","1","0","10","False","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.FlamingDestroyer"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","0","Default","ProcChance|BurningExploding=.15","(NSLOCTEXT(""SkillsTable"", ""725BE35049B8F09B5CD63C9096C4ABEE"", ""Magma Burst chance""))","","Ones","None","None","None","","","","","","","False","False","0","2","(RowName="""")","30.000000","None","None",""
FlamingDestroyer_Fireballs,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_Fireballs.SkillTree_FlamingDestroyer_Fireballs_C","Character.Player","Default","None","1","0","15","False","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.FlamingDestroyer"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","0","Default","ProcChance|Fireballs=.06","(NSLOCTEXT(""SkillsTable"", ""3E89C5AB46C67F2AD6F21589995F9BCB"", ""Fireballs chance""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","0","3","(RowName="""")","30.000000","None","None",""
FlamingDestroyer_EnhancedActivation,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_EnhancedActivation.SkillTree_FlamingDestroyer_EnhancedActivation_C","Character.Player","Default","None","1","0","30","False","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.FlamingDestroyer""),(TagName=""Skill.EmberWeapon.UltimateActive"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","4","(RowName="""")","30.000000","None","None",""
BloodDrinker_HealthOnKillActivated,"/Game/Skills/Blueprints/EmberWeapons/BloodDrinker/SkillTreePlaceholders/SkillTree_BloodDrinker_HealthOnKillActive.SkillTree_BloodDrinker_HealthOnKillActive_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon.Activated""),(TagName=""Skill.EmberWeapon.BloodDrinker""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName=""BloodDrinker"")","0","StatusEffect","HealthOnKillPct=0.01","(NSLOCTEXT(""SkillsTable"", ""9FEED2D04B303F1A1A205094BC96D573"", ""Health on kill while Blood Drinker is Activated""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","1","0","(RowName="""")","30.000000","None","None",""
BloodDrinker_BleedChanceWhileActivated,"/Game/Skills/Blueprints/EmberWeapons/BloodDrinker/SkillTreePlaceholders/SkillTree_BloodDrinker_IncreasedBleedChance.SkillTree_BloodDrinker_IncreasedBleedChance_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon.Activated""),(TagName=""Skill.EmberWeapon.BloodDrinker""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName=""BloodDrinker"")","0","StatusEffect","ElementalProcChance|Proc.Bleed=.05","(NSLOCTEXT(""SkillsTable"", ""B22D18B74DAEFE318F6B018CA64DCC8E"", ""Increased Bleed chance while Activated""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","2","0","(RowName="""")","30.000000","None","None",""
BloodDrinker_ActiveSkillDamage,"/Game/Skills/Blueprints/EmberWeapons/BloodDrinker/SkillTreePlaceholders/SkillTree_BloodDrinker_ActiveSkillDamage.SkillTree_BloodDrinker_ActiveSkillDamage_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.BloodDrinker"")))","(GameplayTags=)","(RowName=""BloodDrinker"")","0","Default","SkillDamageFactorMultiplier|BloodDrinker_SpinningBlade=0.05","(NSLOCTEXT(""SkillsTable"", ""D716E55E4A6D0E681A333CADC268D7EA"", ""Spinning Blade damage""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","1","1","(RowName="""")","30.000000","None","None",""
BloodDrinker_ActiveSkillCooldown,"/Game/Skills/Blueprints/EmberWeapons/BloodDrinker/SkillTreePlaceholders/SkillTree_BloodDrinker_ActiveSkillCooldown.SkillTree_BloodDrinker_ActiveSkillCooldown_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.BloodDrinker"")))","(GameplayTags=)","(RowName=""BloodDrinker"")","0","Default","CooldownPctBySkillName|BloodDrinker_SpinningBlade=-.05","(NSLOCTEXT(""SkillsTable"", ""4A8B794D4A256C6D373CAD8F218F46E7"", ""Spinning Blade cooldown""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","2","1","(RowName="""")","30.000000","None","None",""
BloodDrinker_RuptureChance,"/Game/Skills/Blueprints/EmberWeapons/BloodDrinker/SkillTreePlaceholders/SkillTree_BloodDrinker_RuptureChance.SkillTree_BloodDrinker_RuptureChance_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.BloodDrinker"")))","(GameplayTags=)","(RowName=""BloodDrinker"")","0","Default","ProcChance|Rupture=.025","(NSLOCTEXT(""SkillsTable"", ""A7E54696446B533C144E5C96C83982D6"", ""Increased chance to Rupture Bleeding enemies""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","1","2","(RowName="""")","30.000000","None","None",""
BloodDrinker_RuptureDamage,"/Game/Skills/Blueprints/EmberWeapons/BloodDrinker/SkillTreePlaceholders/SkillTree_BloodDrinker_RuptureDamage.SkillTree_BloodDrinker_RuptureDamage_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.BloodDrinker"")))","(GameplayTags=)","(RowName=""BloodDrinker"")","0","Default","SkillDamageFactorMultiplier|BloodDrinker_Rupture=0.05","(NSLOCTEXT(""SkillsTable"", ""C058A1564B3451914C8890931C095838"", ""Rupture damage""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","2","2","(RowName="""")","30.000000","None","None",""
