---,MinLevel,MaxLevel,DropWeight,MaxCount,TextFormat,ItemTextFormat,bAlwaysShowAffixName,bIsPrimaryAffix,TraitType,AffixTags,ElementTag,AffixCurveValue1,AffixCurveValue2,AffixCurveValue3,AffixCurveValue4,AffixCurveValue5,AffixCurveValue6,TraitString,Normal,Magic,Rare,Legendary,Unique,SetBonusTag,SetBonusCountRequired,EnchantingMagicMultipliers,EnchantingRareMultipliers,EnchantingLegendaryMultipliers,LifeboundMultiplier,bRound,TextOnDrop,Notes
Legendary_EssenceDrain,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""2C6AEAC64A132D576F18F0BBCBBB00C4"", ""Use <span color=\""#FFD700\"">Basic Attack</>: Drain the essence of nearby enemies, dealing 50% weapon damage and healing you for 3% maximum health per enemy hit (3 second cooldown)"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Global.EssenceDrain""),(TagName=""Item.Weapon.1H"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_DrainLifeNova","1","1","1","1","1","(TagName="""")","0","","","","1.200000","False","",""
Legendary_ClockworkAutomabots,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""FA2E124B40130AD9E3962892DC76DF47"", ""Cast your <span color=\""#FFD700\"">Relic Skill</>: Gain a Clockwork Part (up to 10)\r\nActivate your <span color=\""#FFD700\"">Relic Item</>: Remove all Clockwork Parts and summon an Explodobot for 20 seconds for each part removed"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Global.ClockworkAutomabots""),(TagName=""Item.Weapon.2H"")))","(TagName="""")","Ones","None","None","None","None","None","MinionsOnProcFromAffix|AffixOnProcAutomabot;ProcChance|Legendary_ClockworkPart","10;1","10;1","10;1","10;1","10;1","(TagName="""")","0","","","","1.200000","False","",""
Legendary_FlameSwingEveryThird,"1.000000","100.000000","100","1","","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Global.FlameSwingEveryThird""),(TagName=""Item.Weapon.1H"")))","(TagName="""")","Ones","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_SummonGhostlySkeletonOnKill,"1.000000","100.000000","100","1","","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Global.SummonGhostlySkeletonOnKill""),(TagName=""Item.Weapon.2H"")))","(TagName="""")","Ones","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_MasterSword,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""3E2EC63543A7FBFC048D1780F5B06F42"", ""Use <span color=\""#FFD700\"">Basic Attack</>: If at full health, also fire a blade of force, dealing 70% weapon damage to the first enemy hit"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Global.MasterSword""),(TagName=""Item.Weapon.1H"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_UnboundBlade","1","1","1","1","1","(TagName="""")","0","","","","1.200000","False","",""
Legendary_GoldLuckOnRelic,"1.000000","100.000000","100","1","","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Global.GoldLuckOnRelic""),(TagName=""Item.Weapon.Focus"")))","(TagName="""")","Ones","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_PetHealOnAttack,"1.000000","100.000000","100","1","","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Global.PetHealOnAttack""),(TagName=""Item.Pet.Tag"")))","(TagName="""")","Ones","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_PetFlameShockwave,"1.000000","100.000000","100","1","","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Global.PetFlameShockwave""),(TagName=""Item.Pet.Tag"")))","(TagName="""")","Ones","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_PetPoisonHazard,"1.000000","100.000000","100","1","","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Global.PetPoisonHazard""),(TagName=""Item.Pet.Tag"")))","(TagName="""")","Ones","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_PetCriticalOnRelic,"1.000000","100.000000","100","1","","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Global.PetCriticalOnRelic""),(TagName=""Item.Pet.Tag"")))","(TagName="""")","Ones","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_PetAncientSpirits,"1.000000","100.000000","100","1","","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Global.PetAncientSpirits""),(TagName=""Item.Pet.Tag"")))","(TagName="""")","Ones","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_RMSet1_SeismicShock,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""B3CA4BD94894D4C05352F5BEBE77A9D6"", ""Hit with <span color=\""#FFD700\""> Basic Attack</>: Gain a <span color=\""#FFD700\"">Seismic Charge</>. If already at 10 charges, consume them to send a shockwave, dealing 400% weapon damage"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Railman.SeismicShock""),(TagName=""Item.Armour.Boots"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_SeismicCharge","1","1","1","1","1","(TagName="""")","0","","","","1.200000","False","",""
Legendary_NetherWellBigMinions,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""BABA25CC4713C0CFD67654BAB70EEFAA"", ""On hit: 5% chance to promote a summoned <span color=\""#FFD700\"">Spirit Well</> minion, refreshing its duration and restoring its health\r\n<span color=\""#FFD700\"">Netherlings</> are promoted to <span color=\""#FFD700\"">Netherim Warriors</>\r\n<span color=\""#FFD700\"">Netherim Warriors</> are promoted to <span color=\""#FFD700\"">Netherim Sluggers</>"")","","False","True","Always","(GameplayTags=((TagName=""Item.Weapon.1H""),(TagName=""Affix.Legendary.DuskMage.NetherWellBigMinions"")))","(TagName="""")","None","None","None","None","None","None","ProcChance|Legendary_PromoteSpiritWellMinion","0.05","0.05","0.05","0.05","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_RicochetStaff,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""6CBD6B9C4E06289B1DB683BD62077C25"", ""<span color=\""#FFD700\"">Basic Attacks</> are ranged\r\nHit with <span color=\""#FFD700\"">Basic Attack</>: Ricochet dark energy at up to 2 nearby enemies, dealing 70% weapon damage"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Global.RicochetStaff""),(TagName=""Item.Weapon.2H"")))","(TagName="""")","None","None","None","None","None","None","ProcChance|Legendary_SeismicCharge","1","1","1","1","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_DestroyerBlade,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""C4626C5F4E64996EAFF700BBE6B2DEA0"", ""<span color=\""#FFD700\"">Basic Attack</> range is doubled\r\nHit with <span color=\""#FFD700\"">Basic Attack</>: 30% chance to spawn a Spectral Echo, dealing 100% weapon damage to enemies in a line"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Global.DestroyerBlade""),(TagName=""Item.Weapon.1H"")))","(TagName="""")","None","None","None","None","None","None","ProcChance|Legendary_SeismicCharge","1","1","1","1","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Bow_TwoTonPull,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""E4401EA54DD5EE3C515D6BB3A1F52159"", ""Cast any <span color=\""#FFD700\"">Precision</> skill: 10% chance to fire <span color=\""#FFD700\"">Heart Seeker</> for free"")","","False","True","Always","(GameplayTags=((TagName=""Item.Weapon.2H""),(TagName=""Affix.Legendary.Sharpshooter.TwoTonPull"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_TwoTonPull","0.1","0.1","0.1","0.1","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Rifle_TheBoomStick,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""8C73C07243AFEE2645F4129EDBBAB4F8"", ""<span color=\""#FFD700\"">Scattershot</>\'s damage is doubled and it gains an 8 sec. cooldown"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Sharpshooter.TheBoomStick""),(TagName=""Item.Weapon.2H"")))","(TagName="""")","Ones","None","None","None","None","None","DamagePctBySkillName|SS_ScatterShot;CooldownSecondsBySkillName|SS_ScatterShot","1;8","1;8","1;8","1;8","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Focus_Chronometer,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""B038B9D44335A9E5D4DFE6843CB07C08"", ""Cast any <span color=\""#FFD700\"">Adventurer</> Skill: reduce <span color=\""#FFD700\"">Reload</>\'s cooldown by 1 sec."")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Sharpshooter.Chronometer""),(TagName=""Item.Weapon.Focus"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_Chronometer","1","1","1","1","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Shield_Shasta,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""2CA344874060BBDB1C5148B9C6E1A875"", ""<span color=\""#FFD700\"">Loyal Shasta</> deals 100% more damage, and heals you for 10% of your health when she Taunts"")","","False","True","Default","(GameplayTags=((TagName=""Affix.Legendary.Sharpshooter.Shasta""),(TagName=""Item.Weapon.Shield"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Sharpshooter.Shasta","","","","","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Pistol_LittleDrake,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""A9B5133647D5CFE041BEBFAD3FBA5E8D"", ""<span color=\""#FFD700\"">Sacrifice to Goose</> now leaves a burning area after impact, doing 50% weapon damage that lasts 6 sec."")","","False","True","Always","(GameplayTags=((TagName=""Item.Weapon.1H""),(TagName=""Affix.Legendary.Sharpshooter.LittleDrake"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Sharpshooter.LittleDrake","1","1","1","1","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Rifle_Leadership,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""C2E8925B419E32B74BCF5984617AA68C"", ""<span color=\""#FFD700\"">Goblin Legion</> now also summons three <span color=\""#FFD700\"">Ghostly Gunners</>"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Sharpshooter.Leadership""),(TagName=""Item.Weapon.2H"")))","(TagName="""")","None","None","None","None","None","None","MinionsOnProcFromAffix|Sharpshooter_GoblinGunner;SkillModifier|Affix.Legendary.Sharpshooter.Leadership","3;1","3;1","3;1","3;1","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Bow_HermansMasterwork,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""B860F5F446BD367B2472F9A20F3AEB09"", ""<span color=\""#FFD700\"">Explosive Arrow</> causes three smaller explosions randomly in an area dealing 30% weapon damage each"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Sharpshooter.Herman""),(TagName=""Item.Weapon.2H"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Sharpshooter.Herman","1","1","1","1","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Pistol_PoisonPopper,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""D8B930B248EC5196D41AEF95E558ED61"", ""<span color=\""#FFD700\"">Scout\'s Bones</> fires off poison missiles around it that do 50% weapon damage each."")","","False","True","Always","(GameplayTags=((TagName=""Item.Weapon.1H""),(TagName=""Affix.Legendary.Sharpshooter.PoisonPopper"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Sharpshooter.PoisonPopper","1","1","1","1","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Shield_HolyIcon,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""056F57994C389C38FAE8F0BE9A8BAA40"", ""On Block: 20% chance to summon a <span color=\""#FFD700\"">Divine Alpaca Messenger</> who fires bolts of energy at your enemies for 12 seconds\r\nUp to 3 <span color=\""#FFD700\"">Divine Alpaca Messengers</> can be summoned at a time"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Global.HolyIcon""),(TagName=""Item.Weapon.Shield"")))","(TagName="""")","Ones","None","None","None","None","None","MinionsOnProcFromAffix|AffixOnProcHolyIcon;ProcChance|Legendary_HolyIcon","3;.2","3;.2","3;.2","3;.2","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_SSSet1_ExtraCharge,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""C950A39343775D5AAF89C789988A6CB2"", ""Cast any <span color=\""#FFD700\"">Adventurer</> skill: 50% chance to gain an additional charge of its Precision skill bonus"")","","False","True","Always","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Affix.Legendary.Sharpshooter.ExtraCharge"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Sharpshooter.ExtraCharge","0.5","0.5","0.5","0.5","0.5","(TagName="""")","0","","","","1.200000","False","",""
Legendary_SSSet1_Herman,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""886DADA247D585C8E5250A983234F40F"", ""Activate your <span color=\""#FFD700\"">Relic</>: summon the ancient spirit of the famed archer, <span color=\""#FFD700\"">Herman</>, who casts Tight Grouping"")","","False","True","Always","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Affix.Legendary.Sharpshooter.HermanSummon"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_Sharpshooter_SummonHerman;MinionsOnProcFromAffix|AffixOnProcHerman","1;1","1;1","1;1","1;1","1;1","(TagName="""")","0","","","","1.200000","False","",""
Legendary_SSSet1_BasicAmmoRestore,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""A8FF9E5240D7F6261985CFAF283EBA76"", ""Hit with ranged <span color=\""#FFD700\"">Basic Attack</>: 30% chance to restore 5% of your total Ammo"")","","False","True","Always","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Affix.Legendary.Sharpshooter.BasicAmmoRestore"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_Sharpshooter_AmmoRestore","0.3","0.3","0.3","0.3","0.3","(TagName="""")","0","","","","1.200000","False","",""
Legendary_SSSet1_AdventurerPoints,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""040BB1E64AE5BF1C676C4E8A24CD1ABF"", ""+1 Skill Level to <span color=\""#FFD700\"">Adventurer</> Skills"")","","False","True","Always","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Affix.Legendary.Sharpshooter.AdventurerSkillPoints"")))","(TagName="""")","Ones","None","None","None","None","None","SkillLevelBonus|SS_Pipi;SkillLevelBonus|SS_Goose;SkillLevelBonus|SS_Goblin;SkillLevelBonus|SS_Scout;SkillLevelBonus|SS_Shasta;SkillLevelBonus|SS_SmokeBomb;SkillLevelBonus|SS_Rizzi","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","(TagName="""")","0","","","","1.200000","False","",""
Legendary_SSSet1_PrecisionPoints,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""83DE3C1444A2FF1D500F34B0F413A353"", ""+1 Skill Level to <span color=\""#FFD700\"">Precision</> Skills"")","","False","True","Always","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Affix.Legendary.Sharpshooter.PrecisionSkillPoints"")))","(TagName="""")","Ones","None","None","None","None","None","SkillLevelBonus|SS_ScatterShot;SkillLevelBonus|SS_Reload;SkillLevelBonus|SS_Onslaught;SkillLevelBonus|SS_Heartseeker;SkillLevelBonus|SS_ExplosiveArrow;SkillLevelBonus|SS_TargetedStrikes;SkillLevelBonus|SS_TriShot","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","(TagName="""")","0","","","","1.200000","False","",""
Legendary_SSSet1_PotionIntagible,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""C89F31BE4A560FB0A326A3AEA5D2FF14"", ""Use a <span color=\""#FFD700\"">Potion</>: Restore a charge of Ghost Visage"")","","False","True","Always","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Affix.Legendary.Sharpshooter.PotionIntangible"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_Sharpshooter_PotionGhost","1","1","1","1","1","(TagName="""")","0","","","","1.200000","False","",""
LegendarySetBonus_SSSet1_ExtraCharge,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""2E527D094E246E4CD6AB849B6B29C491"", ""Chance to gain an additional charge increases to 100%"")","","False","True","SetBonus","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Affix.Legendary.Sharpshooter.ExtraCharge""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Sharpshooter.ExtraCharge","0.5","0.5","0.5","0.5","0.5","(TagName=""Affix.Legendary.SetCounter.Sharpshooter1"")","3","","","","1.200000","False","",""
LegendarySetBonus_SSSet1_Herman,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""B5E7F80243DFCFB9E670BE8E0EDD3A2C"", ""Summon a second Herman spirit"")","","False","True","SetBonus","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Affix.Legendary.Sharpshooter.HermanSummon""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","Ones","None","None","None","None","None","MinionsOnProcFromAffix|AffixOnProcHerman","1","1","1","1","1","(TagName=""Affix.Legendary.SetCounter.Sharpshooter1"")","3","","","","1.200000","False","",""
LegendarySetBonus_SSSet1_BasicAmmoRestore,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""F5E7F3F0421B23149F8178922035EA07"", ""Chance to restore Ammo increases to 60%"")","","False","True","SetBonus","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Affix.Legendary.Sharpshooter.BasicAmmoRestore""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_Sharpshooter_AmmoRestore","0.3","0.3","0.3","0.3","0.3","(TagName=""Affix.Legendary.SetCounter.Sharpshooter1"")","3","","","","1.200000","False","",""
LegendarySetBonus_SSSet1_AdventurerPoints,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""C6E0BE04479C3FA2965CBD8ECB82F2D7"", ""+1 Skill Level to <span color=\""#FFD700\"">Adventurer</> Skills"")","","False","True","SetBonus","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Affix.Legendary.Sharpshooter.AdventurerSkillPoints""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","Ones","None","None","None","None","None","SkillLevelBonus|SS_Pipi;SkillLevelBonus|SS_Goose;SkillLevelBonus|SS_Goblin;SkillLevelBonus|SS_Scout;SkillLevelBonus|SS_Shasta;SkillLevelBonus|SS_SmokeBomb;SkillLevelBonus|SS_Rizzi","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","(TagName=""Affix.Legendary.SetCounter.Sharpshooter1"")","3","","","","1.200000","False","",""
LegendarySetBonus_SSSet1_PrecisionPoints,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""F36D31204CD0CB6492FA4D8B8FB7161B"", ""+1 Skill Level to <span color=\""#FFD700\"">Precision</> Skills"")","","False","True","SetBonus","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Affix.Legendary.Sharpshooter.PrecisionSkillPoints""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","Ones","None","None","None","None","None","SkillLevelBonus|SS_ScatterShot;SkillLevelBonus|SS_Reload;SkillLevelBonus|SS_Onslaught;SkillLevelBonus|SS_Heartseeker;SkillLevelBonus|SS_ExplosiveArrow;SkillLevelBonus|SS_TargetedStrikes;SkillLevelBonus|SS_TriShot","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","(TagName=""Affix.Legendary.SetCounter.Sharpshooter1"")","3","","","","1.200000","False","",""
LegendarySetBonus_SSSet1_PotionIntagible,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""F9EBCE574CCC8B5136A51996C7D0288B"", ""Use a <span color=\""#FFD700\"">Potion</>: restore an additional charge of Ghost Visage"")","","False","True","SetBonus","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Affix.Legendary.Sharpshooter.PotionIntangible""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Sharpshooter.PotionIntangible","1","1","1","1","1","(TagName=""Affix.Legendary.SetCounter.Sharpshooter1"")","3","","","","1.200000","False","",""
Legendary_ArcPowered_SetCounter,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""Legendary_ArcPowered_SetCounter_TextFormat"", ""<span color=\""#FFD700\"">Echonok Set</>"")","","False","True","Always","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Affix.Legendary.SetCounter.ArcPowered"")))","(TagName="""")","Ones","None","None","None","None","None","SetCounter|Affix.Legendary.SetCounter.ArcPowered","1","1","1","1","1","(TagName="""")","0","","","","1.200000","False","",""
Legendary_ArcPowered_LuckOnVolturaKill,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""136F1CB642F5033696F2C0A89797660B"", ""Kill <span color=\""#FFD700\"">Voltura or Automaton</>: gain <span color=\""#FFD700\"">Lucky Adventurer</>, granting +20% Item Luck and 10% Movement Speed for 30 seconds"")","","False","True","Always","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Affix.Legendary.Global.ArcPowered.LuckOnVolturaKill"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_LuckOnVolturaKill;ProcChance|Legendary_LuckOnAutomatonKill","1;1","1;1","1;1","1;1","1;1","(TagName="""")","0","","","","1.200000","False","",""
Legendary_ArcPowered_ElectricVolturaProtection,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""7FBFFECD42D06C81761EEF9EDE54619F"", ""When Hit: If below 25% Health, gain <span color=\""#FFD700\"">Immunity</> to Electric, Voltura, and Automaton damage for 5 seconds"")","","False","True","Always","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Affix.Legendary.Global.ArcPowered.ElectricVolturaProtection"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_ElectricVolturaImmunity","1","1","1","1","1","(TagName="""")","0","","","","1.200000","False","",""
Legendary_ArcPowered_ShrineDuration,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""DC10F24C40ECB40C80D5C59777B723CE"", ""Increase <span color=\""#FFD700\"">Conduit Shrine</> duration by 20 seconds"")","","False","True","Always","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Affix.Legendary.Global.ArcPowered.ShrineDuration"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Global.ArcPowered.ShrineDuration","20","20","20","20","20","(TagName="""")","0","","","","1.200000","False","",""
