---,QuestRewardText,QuestRewardIconGameplayTag,RowType,NoPickWeight,MinLevel,bErrorIfOutputIsEmpty,bRetryIfPickIsEmpty,EntryType1,Entry1,WeightOrCount1,EntryType2,Entry2,WeightOrCount2,EntryType3,Entry3,WeightOrCount3,EntryType4,Entry4,WeightOrCount4,EntryType5,Entry5,WeightOrCount5,EntryType6,Entry6,WeightOrCount6,EntryType7,Entry7,WeightOrCount7,EntryType8,Entry8,WeightOrCount8,EntryType9,Entry9,WeightOrCount9,EntryType10,Entry10,WeightOrCount10,EntryType11,Entry11,WeightOrCount11,DataCurves,Entries,Notes
Helm_Area_Normal,"NSLOCTEXT(""ItemSpawnTable"", ""3EFD301A461A608D6072F8A2BCF38D32"", ""Normal Helm"")","(TagName=""Item.Armour.Helm"")","All","0","5","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.Helm;ItemQuality.Normal","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Helm_Global_Magic,"NSLOCTEXT(""ItemSpawnTable"", ""D4FA7AD444D4BF94F94188A77AC58E61"", ""Magic Helm"")","(TagName=""Item.Armour.Helm"")","All","0","5","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.Helm;ItemQuality.Magic","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Helm_Area_Magic,"NSLOCTEXT(""ItemSpawnTable"", ""D4FA7AD444D4BF94F94188A77AC58E61"", ""Magic Helm"")","(TagName=""Item.Armour.Helm"")","All","0","5","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.Helm;ItemQuality.Magic","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Helm_Global_Rare,"NSLOCTEXT(""ItemSpawnTable"", ""0E00C7A8423B39BD4B91DDAF194F7D36"", ""Rare Helm"")","(TagName=""Item.Armour.Helm"")","All","0","5","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.Helm;ItemQuality.Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Helm_Area_Rare,"NSLOCTEXT(""ItemSpawnTable"", ""0E00C7A8423B39BD4B91DDAF194F7D36"", ""Rare Helm"")","(TagName=""Item.Armour.Helm"")","All","0","5","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.Helm;ItemQuality.Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Helm_Global_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""5E38F85648C2A37222C85CBEED0B9174"", ""Legendary Helm"")","(TagName=""Item.Armour.Helm"")","All","0","5","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.Helm;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Helm_Area_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""5E38F85648C2A37222C85CBEED0B9174"", ""Legendary Helm"")","(TagName=""Item.Armour.Helm"")","All","0","5","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.Helm;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Shoulders_Global_Normal,"NSLOCTEXT(""ItemSpawnTable"", ""81FA426E438276D358826D85FABE2636"", ""Normal Shoulders"")","(TagName=""Item.Armour.Shoulders"")","All","0","7","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.Shoulders;ItemQuality.Normal","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Shoulders_Area_Normal,"NSLOCTEXT(""ItemSpawnTable"", ""81FA426E438276D358826D85FABE2636"", ""Normal Shoulders"")","(TagName=""Item.Armour.Shoulders"")","All","0","7","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.Shoulders;ItemQuality.Normal","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Shoulders_Global_Magic,"NSLOCTEXT(""ItemSpawnTable"", ""98D2DB914121F03293F2F09F1C9E03D8"", ""Magic Shoulders"")","(TagName=""Item.Armour.Shoulders"")","All","0","7","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.Shoulders;ItemQuality.Magic","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Shoulders_Area_Magic,"NSLOCTEXT(""ItemSpawnTable"", ""98D2DB914121F03293F2F09F1C9E03D8"", ""Magic Shoulders"")","(TagName=""Item.Armour.Shoulders"")","All","0","7","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.Shoulders;ItemQuality.Magic","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Shoulders_Global_Rare,"NSLOCTEXT(""ItemSpawnTable"", ""7C4AE6C84607DD688D3CA68987AB10AE"", ""Rare Shoulders"")","(TagName=""Item.Armour.Shoulders"")","All","0","7","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.Shoulders;ItemQuality.Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Shoulders_Area_Rare,"NSLOCTEXT(""ItemSpawnTable"", ""7C4AE6C84607DD688D3CA68987AB10AE"", ""Rare Shoulders"")","(TagName=""Item.Armour.Shoulders"")","All","0","7","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.Shoulders;ItemQuality.Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Shoulders_Global_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""74D4B3064C87A347DFB5BD8C9DB0E5D2"", ""Legendary Shoulders"")","(TagName=""Item.Armour.Shoulders"")","All","0","7","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.Shoulders;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Shoulders_Area_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""74D4B3064C87A347DFB5BD8C9DB0E5D2"", ""Legendary Shoulders"")","(TagName=""Item.Armour.Shoulders"")","All","0","7","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.Shoulders;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Boots_Global_Normal,"NSLOCTEXT(""ItemSpawnTable"", ""34C749D643609739E5EB4491C1D90DE0"", ""Normal Boots"")","(TagName=""Item.Armour.Boots"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.Boots;ItemQuality.Normal","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Boots_Area_Normal,"NSLOCTEXT(""ItemSpawnTable"", ""34C749D643609739E5EB4491C1D90DE0"", ""Normal Boots"")","(TagName=""Item.Armour.Boots"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.Boots;ItemQuality.Normal","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Boots_Global_Magic,"NSLOCTEXT(""ItemSpawnTable"", ""28DC4E864981C2C2CA8C6799E5386CB0"", ""Magic Boots"")","(TagName=""Item.Armour.Boots"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.Boots;ItemQuality.Magic","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Boots_Area_Magic,"NSLOCTEXT(""ItemSpawnTable"", ""28DC4E864981C2C2CA8C6799E5386CB0"", ""Magic Boots"")","(TagName=""Item.Armour.Boots"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.Boots;ItemQuality.Magic","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Boots_Global_Rare,"NSLOCTEXT(""ItemSpawnTable"", ""4260218E42D7F02E6B0CB7838E07FC84"", ""Rare Boots"")","(TagName=""Item.Armour.Boots"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.Boots;ItemQuality.Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Boots_Area_Rare,"NSLOCTEXT(""ItemSpawnTable"", ""4260218E42D7F02E6B0CB7838E07FC84"", ""Rare Boots"")","(TagName=""Item.Armour.Boots"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.Boots;ItemQuality.Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Boots_Global_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""17E08EC7421733BC304DE19CF4D08421"", ""Legendary Boots"")","(TagName=""Item.Armour.Boots"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.Boots;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Boots_Area_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""17E08EC7421733BC304DE19CF4D08421"", ""Legendary Boots"")","(TagName=""Item.Armour.Boots"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.Boots;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Hatch_Global_Normal,"NSLOCTEXT(""ItemSpawnTable"", ""D727EFA84FDF056DB3B5E98A9BA4E673"", ""Normal Hatch"")","(TagName=""Item.Armour.Hatch"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.Hatch;ItemQuality.Normal","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Hatch_Area_Normal,"NSLOCTEXT(""ItemSpawnTable"", ""D727EFA84FDF056DB3B5E98A9BA4E673"", ""Normal Hatch"")","(TagName=""Item.Armour.Hatch"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.Hatch;ItemQuality.Normal","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Hatch_Global_Magic,"NSLOCTEXT(""ItemSpawnTable"", ""3A1395624D19515A8643D3BDE5D9C48F"", ""Magic Hatch"")","(TagName=""Item.Armour.Hatch"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.Hatch;ItemQuality.Magic","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Hatch_Area_Magic,"NSLOCTEXT(""ItemSpawnTable"", ""3A1395624D19515A8643D3BDE5D9C48F"", ""Magic Hatch"")","(TagName=""Item.Armour.Hatch"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.Hatch;ItemQuality.Magic","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Hatch_Global_Rare,"NSLOCTEXT(""ItemSpawnTable"", ""EBC1E3864A9A6FB103B0A0B808A53B66"", ""Rare Hatch"")","(TagName=""Item.Armour.Hatch"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.Hatch;ItemQuality.Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Hatch_Area_Rare,"NSLOCTEXT(""ItemSpawnTable"", ""EBC1E3864A9A6FB103B0A0B808A53B66"", ""Rare Hatch"")","(TagName=""Item.Armour.Hatch"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.Hatch;ItemQuality.Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Hatch_Global_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""19F2A0C6436ED8CDA5E7B7BD762E0A94"", ""Legendary Hatch"")","(TagName=""Item.Armour.Hatch"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.Hatch;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Hatch_Area_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""19F2A0C6436ED8CDA5E7B7BD762E0A94"", ""Legendary Hatch"")","(TagName=""Item.Armour.Hatch"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.Hatch;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Locomotion_Global_Normal,"NSLOCTEXT(""ItemSpawnTable"", ""2CD497194B0D580C8DEFC3A1FA8E5980"", ""Normal Locomotion"")","(TagName=""Item.Armour.Locomotion"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.Locomotion;ItemQuality.Normal","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Locomotion_Area_Normal,"NSLOCTEXT(""ItemSpawnTable"", ""2CD497194B0D580C8DEFC3A1FA8E5980"", ""Normal Locomotion"")","(TagName=""Item.Armour.Locomotion"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.Locomotion;ItemQuality.Normal","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Locomotion_Global_Magic,"NSLOCTEXT(""ItemSpawnTable"", ""22DA869548039BFEEB3330BC6DCDF478"", ""Magic Locomotion"")","(TagName=""Item.Armour.Locomotion"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.Locomotion;ItemQuality.Magic","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Locomotion_Area_Magic,"NSLOCTEXT(""ItemSpawnTable"", ""22DA869548039BFEEB3330BC6DCDF478"", ""Magic Locomotion"")","(TagName=""Item.Armour.Locomotion"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.Locomotion;ItemQuality.Magic","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Locomotion_Global_Rare,"NSLOCTEXT(""ItemSpawnTable"", ""3A74D07C4EBDD0BC79834E9F89ECDEB5"", ""Rare Locomotion"")","(TagName=""Item.Armour.Locomotion"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.Locomotion;ItemQuality.Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Locomotion_Area_Rare,"NSLOCTEXT(""ItemSpawnTable"", ""3A74D07C4EBDD0BC79834E9F89ECDEB5"", ""Rare Locomotion"")","(TagName=""Item.Armour.Locomotion"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.Locomotion;ItemQuality.Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Locomotion_Global_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""5BF9653D4E012D4A16B60A95A0056D1B"", ""Legendary Locomotion"")","(TagName=""Item.Armour.Locomotion"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.Locomotion;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Locomotion_Area_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""5BF9653D4E012D4A16B60A95A0056D1B"", ""Legendary Locomotion"")","(TagName=""Item.Armour.Locomotion"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.Locomotion;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Ammobag_Global_Normal,"NSLOCTEXT(""ItemSpawnTable"", ""CBB68BBB468C52A5C9B7AE95F0DCCFCC"", ""Normal Ammo Bag"")","(TagName="""")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.Ammobag;ItemQuality.Normal","1","AddItemByFilter","Item.Armour.Ammobag","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Ammobag_Area_Normal,"NSLOCTEXT(""ItemSpawnTable"", ""CBB68BBB468C52A5C9B7AE95F0DCCFCC"", ""Normal Ammo Bag"")","(TagName="""")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.Ammobag;ItemQuality.Normal","1","AddItemByFilter","Item.Armour.Ammobag","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
AmmoBag_Global_Magic,"NSLOCTEXT(""ItemSpawnTable"", ""16B7AA4B41E09BD2A1964FB93A71EBBF"", ""Magic Ammo Bag"")","(TagName="""")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.AmmoBag;ItemQuality.Magic","1","AddItemByFilter","Item.Armour.AmmoBag","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
AmmoBag_Area_Magic,"NSLOCTEXT(""ItemSpawnTable"", ""16B7AA4B41E09BD2A1964FB93A71EBBF"", ""Magic Ammo Bag"")","(TagName="""")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.AmmoBag;ItemQuality.Magic","1","AddItemByFilter","Item.Armour.AmmoBag","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
AmmoBag_Global_Rare,"NSLOCTEXT(""ItemSpawnTable"", ""CCFB2918492A934ADA15C1B69E234347"", ""Rare Ammo Bag"")","(TagName="""")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.AmmoBag;ItemQuality.Rare","1","AddItemByFilter","Item.Armour.AmmoBag","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
AmmoBag_Area_Rare,"NSLOCTEXT(""ItemSpawnTable"", ""CCFB2918492A934ADA15C1B69E234347"", ""Rare Ammo Bag"")","(TagName="""")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.AmmoBag;ItemQuality.Rare","1","AddItemByFilter","Item.Armour.AmmoBag","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
AmmoBag_Global_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""49DBBA2347C0CE52DE0B2DA53B7104F8"", ""Legendary Ammo Bag"")","(TagName="""")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.AmmoBag;ItemQuality.Legendary","1","AddItemByFilter","Item.Armour.AmmoBag","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
AmmoBag_Area_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""49DBBA2347C0CE52DE0B2DA53B7104F8"", ""Legendary Ammo Bag"")","(TagName="""")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.AmmoBag;ItemQuality.Legendary","1","AddItemByFilter","Item.Armour.AmmoBag","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Weapon_Physical_GoblinForest,"","(TagName="""")","All","0","0","False","False","GameplayTagAll","Element.Physical","1","GameplayTagAll","ItemQuality.Normal","1","GotoItemSpawnRow","Weapon_Normal","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Quest_Spawn_PhysicalWeapon_Forged,"","(TagName="""")","All","0","0","False","False","GameplayTagAll","Element.Physical","1","GotoItemSpawnRow","Quest_PickType_NormalWeapon_Forged","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Quest_PickType_NormalWeapon_Forged,"","(TagName="""")","Pick","0","0","True","False","GotoItemSpawnRow","Sword_Normal","1","GotoItemSpawnRow","Staff_Normal","1","GotoItemSpawnRow","Mace_Normal","1","AddItemByFilter","Item.Weapon.Cannon;Region.Global;ItemQuality.Normal","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Quest_Spawn_PhysicalWeapon_DuskMage,"","(TagName="""")","All","0","0","False","False","GameplayTagAll","Element.Physical","1","GotoItemSpawnRow","Quest_PickType_NormalWeapon_DuskMage","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Quest_PickType_NormalWeapon_DuskMage,"","(TagName="""")","Pick","0","0","True","False","AddItemByFilter","Item.Weapon.Digitus;Region.Global;ItemQuality.Normal","1","GotoItemSpawnRow","Sword_Normal","1","GotoItemSpawnRow","Staff_Normal","1","GotoItemSpawnRow","Mace_Normal","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Quest_Spawn_PhysicalWeapon_Railmaster,"","(TagName="""")","All","0","0","False","False","GameplayTagAll","Element.Physical","1","GotoItemSpawnRow","Quest_PickType_NormalWeapon_Railmaster","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Quest_PickType_NormalWeapon_Railmaster,"","(TagName="""")","Pick","0","0","True","False","GotoItemSpawnRow","Sword_Normal","1","AddItemByFilter","Item.Weapon.Hammer;Region.Global;ItemQuality.Normal","1","GotoItemSpawnRow","Mace_Normal","1","GotoItemSpawnRow","Staff_Normal","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Armour_Fire_GoblinForest,"","(TagName="""")","All","0","0","False","False","GameplayTagAll","Element.Fire","1","GameplayTagAll","ItemQuality.Normal","1","GotoItemSpawnRow","Armour_Legendary_Global_PickType","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Quest_Reward_Gear_MagicMin,"NSLOCTEXT(""ItemSpawnTable"", ""C67E924543782A282942C085ABE5CA9B"", ""Random Item"")","(TagName=""Item"")","All","0","0","False","False","GotoItemSpawnRow","Gear_MagicMin","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Quest_Reward_Gear_RareMin,"NSLOCTEXT(""ItemSpawnTable"", ""7A7D5C1D4D826D402DD3C683C5BDFD8A"", ""Random Item (Rare or Better)"")","(TagName=""Item"")","All","0","0","False","False","GotoItemSpawnRow","Gear_RareMin","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Quest_Reward_Pants_Magic_Goblin,"NSLOCTEXT(""ItemSpawnTable"", ""BE4CF8844D4C9FFC943257B8BF0B5BC9"", ""Magic Pants"")","(TagName=""Item.Armour.Pants"")","All","0","0","False","False","GameplayTagAll","ItemQuality.Magic","1","GotoItemSpawnRow","Pants_Area_Magic","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Quest_Reward_Locomotion_Magic_Goblin,"NSLOCTEXT(""ItemSpawnTable"", ""22DA869548039BFEEB3330BC6DCDF478"", ""Magic Locomotion"")","(TagName=""Item.Armour.Locomotion"")","All","0","0","False","False","GameplayTagAll","ItemQuality.Magic","1","GotoItemSpawnRow","Locomotion_Area_Magic","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Quest_Reward_Armour_Rare_Goblin,"NSLOCTEXT(""ItemSpawnTable"", ""8FB894B5434DB5E2558589992461A1E9"", ""Rare Armor"")","(TagName=""Item.Armour"")","All","0","0","False","False","GameplayTagAll","ItemQuality.Rare","1","GotoItemSpawnRow","Armour_Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Quest_Reward_Gloves_Rare_Goblin,"NSLOCTEXT(""ItemSpawnTable"", ""50FD7C904E8DEBAD175769ADE5C23DAC"", ""Rare Gloves"")","(TagName=""Item.Armour.Gloves"")","All","0","0","False","False","GameplayTagAll","ItemQuality.Rare","1","GotoItemSpawnRow","Gloves_Area_Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Quest_Reward_Chest_Rare_Goblin,"NSLOCTEXT(""ItemSpawnTable"", ""088B326B404D38BBF91967B8CF0B5804"", ""Rare Chest Armor"")","(TagName=""Item.Armour.Chest"")","All","0","0","False","False","GameplayTagAll","ItemQuality.Rare","1","GotoItemSpawnRow","Chest_Area_Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Quest_Reward_Helm_Rare_Goblin,"NSLOCTEXT(""ItemSpawnTable"", ""0E00C7A8423B39BD4B91DDAF194F7D36"", ""Rare Helm"")","(TagName=""Item.Armour.Helm"")","All","0","0","False","False","GameplayTagAll","ItemQuality.Rare","1","GotoItemSpawnRow","Helm_Area_Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Quest_Reward_Pants_Rare_Goblin,"NSLOCTEXT(""ItemSpawnTable"", ""633EE43640F28D5D0F1639AEB388DDDC"", ""Rare Pants"")","(TagName=""Item.Armour.Pants"")","All","0","0","False","False","GameplayTagAll","ItemQuality.Rare","1","GotoItemSpawnRow","Pants_Area_Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
