---,Group,SubGroup,MaxCount,DisplayName,Description,Icon,bIsEnabled,bCanCraftDirectly,bRequiresUnlock,bRequired,Prop,Vendor,bAffectsGameplay,StatusEffect,GameplayTags,UpgradeTo,bShowCraftingConfirmation,bShowStorageTab,PropType,CustomCraftingVerb,CustomCraftingUI,PropComplexity,UpgradeChainIndex,QualityTags,CostType1,CostQuery1,Cost1,CostQuantity1,CostText1,CostIcon1,CostType2,CostQuery2,Cost2,CostQuantity2,CostText2,CostIcon2,Notes
AlphaContractStatue_DuskMage,"(RowName=""Storage"")","(RowName=""Wardrobes"")","0","NSLOCTEXT(""FortPropsTable"", ""B88FBFF848053AF42D57A097677233E8"", ""Dusk Mage Alpha Hero Limited"")","NSLOCTEXT(""FortPropsTable"", ""6458F6104C030FF9968F63B25B6694EB"", ""You stood proud at the dawn of it all. Immortalize your struggles."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/duskmage_statue_icon_blue.duskmage_statue_icon_blue","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/WardrobeProp_DuskMage_Statue01b_bp.WardrobeProp_DuskMage_Statue01b_bp_C","None","False","None","None","None","False","False","Wardrobe","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Unique"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
PetStorage,"(RowName=""Storage"")","(RowName=""MiscStorage"")","1","NSLOCTEXT(""FortPropsTable"", ""743F80104423256587C2A4B1E772CE22"", ""Pet Shelter"")","NSLOCTEXT(""FortPropsTable"", ""35CA38DE40B450F4315E38B48D300D8B"", ""A home for your rescued pets and for you to take care of them."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/pet_home_fort_icon.pet_home_fort_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/Pets/pet_house.pet_house_C","None","False","None","None","None","True","False","FortDecor","","None","1","0","(GameplayTags=)","Currency","Name","Gold","1","","None","None","Name","None","0","","None",""
WideloadShield,"(RowName=""Decorations"")","(RowName=""Misc"")","1","NSLOCTEXT(""FortPropsTable"", ""6AABD556456851A95C761E9D788C1943"", ""Wideload\'s Ceremonial Shield"")","NSLOCTEXT(""FortPropsTable"", ""9E034EE64CD68F1F96B39CA1F231CF47"", ""Taken from his cold, dead fingers."")","/Game/UI/GearIcons/GeneratedIcons/fort_wideloadshield_gob_01_icon.fort_wideloadshield_gob_01_icon","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_wideloadshield_gob_01.fort_wideloadshield_gob_01_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=)","None","Name","None","0","","None","None","Name","None","0","","None",""
Statue_ManaGuardian,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""1B48BC6641FA4069EDC160B796552B58"", ""Presence of the Mana Guardian"")","NSLOCTEXT(""FortPropsTable"", ""25F88EC54D1941149C4B749F1DAFC420"", ""A memento of Torchlight passed, a beacon toward the journey ahead."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/mana_guardian_fort_icon.mana_guardian_fort_icon","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_managuardian_01_bp.fort_prop_managuardian_01_bp_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
RailmasterStatue03,"(RowName=""Storage"")","(RowName=""Wardrobes"")","1","NSLOCTEXT(""FortPropsTable"", ""6F4084C1404248D759E9B49177BB41A5"", ""Alpha Hero of Steel"")","NSLOCTEXT(""FortPropsTable"", ""1864805E41F71139803E93A05A106E0F"", ""Thank-you gift for participation in Closed Alpha testing, 2019."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/railmaster_alpha_statue_icon.railmaster_alpha_statue_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/WardrobeProp_RailMan_Statue01.WardrobeProp_RailMan_Statue01_C","None","False","None","None","None","False","False","Wardrobe","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","1","","None","None","Name","None","0","","None",""
RM_Wardrobe_Common_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""910A02DB48057A0F564469BFAEEACF7B"", ""Terracotta Railmaster Figure"")","NSLOCTEXT(""FortPropsTable"", ""87A642C742FEA97C9FE2978B5A0731CC"", ""A simple place to store your gear."")","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/railmaster_crate_wardrobe_icon.railmaster_crate_wardrobe_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_common_woodbox_RM_01_bp.fort_wdrb_common_woodbox_RM_01_bp_C","None","False","None","None","None","False","False","Wardrobe","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","500","","None","None","Name","None","0","","None",""
Forged_Wardrobe_Common_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""A979AE6844BBFF44984D15A7AC0DD268"", ""Terracotta Forged Figure"")","NSLOCTEXT(""FortPropsTable"", ""3BA6B86343A96201E35A6B8411A43AF3"", ""A simple place to store your gear."")","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/forged_crate_wardrobe_icon.forged_crate_wardrobe_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_common_woodbox_Forged_01_bp.fort_wdrb_common_woodbox_Forged_01_bp_C","None","False","None","None","None","False","False","Wardrobe","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","500","","None","None","Name","None","0","","None",""
DM_Wardrobe_Common_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""52309AD049C75E6C950835902650912D"", ""Terracotta Dusk Mage Figure"")","NSLOCTEXT(""FortPropsTable"", ""FAB98A1D48F10A6B983725AAB96C1047"", ""A simple place to store your gear."")","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/duskmage_crate_statue_icon.duskmage_crate_statue_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_common_woodbox_DM_01_bp.fort_wdrb_common_woodbox_DM_01_bp_C","None","False","None","None","None","False","False","Wardrobe","","None","1","0","(GameplayTags=)","Currency","Name","Gold","500","","None","None","Name","None","0","","None",""
RM_Wardrobe_Common_02,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""32BF8D9D4BC43768D496D18AEBDE06F0"", ""Chiseled Railmaster Figure"")","NSLOCTEXT(""FortPropsTable"", ""E535ACF449DAB12725EA7B876ABDF3DC"", ""A simple place to store your gear."")","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/railmaster_barrel_wardrobe_icon.railmaster_barrel_wardrobe_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_common_woodround_RM_01_bp.fort_wdrb_common_woodround_RM_01_bp_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","500","","None","None","Name","None","0","","None",""
Forged_Wardrobe_Common_02,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""22577A874374D398154F0B9DC5372775"", ""Chiseled Forged Figure"")","NSLOCTEXT(""FortPropsTable"", ""6F800D944F8242D00F6077B4715C2D5D"", ""A simple place to store your gear."")","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/forged_barrel_wardrobe_icon.forged_barrel_wardrobe_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_common_woodround_Forged_01_bp.fort_wdrb_common_woodround_Forged_01_bp_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","500","","None","None","Name","None","0","","None",""
DM_Wardrobe_Common_02,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""B5610ABB45ACAA73B91AC7A3A96A1B61"", ""Chiseled Dusk Mage Figure"")","NSLOCTEXT(""FortPropsTable"", ""73786D6648950A8A35774CA10C70B65E"", ""A simple place to store your gear."")","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/duskmage_barrel_statue_icon.duskmage_barrel_statue_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_common_woodround_DM_01_bp.fort_wdrb_common_woodround_DM_01_bp_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","500","","None","None","Name","None","0","","None",""
MapWorksVendor,"(RowName=""Decorations"")","(RowName=""Structures"")","1","NSLOCTEXT(""FortPropsTable"", ""83B51FAA471448E6819D4A85EAEBC936"", ""Matilda the Scrollmeister"")","NSLOCTEXT(""FortPropsTable"", ""17794E4441F754DBC8223CA8ADDFE338"", ""How may I help you?"")","None","False","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/FortMapworksDeviceProp_bp.FortMapworksDeviceProp_bp_C","None","False","None","None","None","False","False","FortDecor","NSLOCTEXT(""FortPropsTable"", ""01BE620446C5AE3F7E6472AD9195D65F"", ""Buy"")","None","1","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","5000","","None","None","Name","None","0","","None",""
MapWorksCompetitiveVendor,"(RowName=""Decorations"")","(RowName=""Structures"")","1","NSLOCTEXT(""FortPropsTable"", ""66B8FDFA4D1D49014D1BA19B2053FD6A"", ""Enigmatic Stranger"")","NSLOCTEXT(""FortPropsTable"", ""52D50C654AB395FCCBBBD191130A3C51"", ""Care for a true test of mettle?"")","None","False","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/FortMapworksDeviceProp_bp.FortMapworksDeviceProp_bp_C","None","False","None","None","None","True","False","FortDecor","","None","1","0","(GameplayTags=)","Currency","Name","Gold","5000","","None","None","Name","None","0","","None",""
SpoolWardrobe,"(RowName=""Storage"")","(RowName=""Wardrobes"")","1","NSLOCTEXT(""FortPropsTable"", ""A1C5A45D4DFC1D9AE1C48399509029BC"", ""Spool Wardrobe"")","","None","False","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_common_woodpulley_DM_01_bp.fort_wdrb_common_woodpulley_DM_01_bp_C","None","False","None","None","None","True","False","FortDecor","","None","1","0","(GameplayTags=)","None","Name","None","0","","None","None","Name","None","0","","None",""
Crafting_Enchanter,"(RowName=""Crafting"")","(RowName=""Crafting"")","0","NSLOCTEXT(""FortPropsTable"", ""EEF00D7141D11CBB14230B91C8A664C0"", ""Enchanting Station"")","NSLOCTEXT(""FortPropsTable"", ""CD67E17A44916BC552D4FB84A33338FB"", ""A place to enhance items and break down unwanted gear. "")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/enchanting_fort_icon.enchanting_fort_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/FortEnchantingStation_bp.FortEnchantingStation_bp_C","None","False","None","None","None","True","False","FortDecor","","WidgetBlueprintGeneratedClass'/Game/UI/Enchanting/EnchantingMenuWidget.EnchantingMenuWidget_C'","1","0","(GameplayTags=)","Currency","Name","Gold","2000","NSLOCTEXT(""FortPropsTable"", ""B67CC35D436AF9A9308C23B2156A18DC"", ""2000 Gold"")","/Game/UI/Textures/LooseIcons/icon_gold.icon_gold","Currency","Name","WoodPlank_T1_Ash","30","NSLOCTEXT(""FortPropsTable"", ""4D96B784456C5D67761862980CC69B73"", ""30 Ash Planks"")","/Game/UI/Textures/CraftingIcons/Wood_T1_Ash_Plank_icon.Wood_T1_Ash_Plank_icon",""
BannerAlpha_03,"(RowName=""Decorations"")","(RowName=""Misc"")","1","NSLOCTEXT(""FortPropsTable"", ""22BB95234BF23DFFF6D100B7797F31F6"", ""Netstrike Banner"")","NSLOCTEXT(""FortPropsTable"", ""D76D63504C813A474F161189E76E7EE3"", ""Thank you gift for participation in Closed Alpha network stress testing, 2019."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/alpha_stress_banner.alpha_stress_banner","False","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_banner_alphastresstest.fort_prop_banner_alphastresstest_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","1","","None","None","Name","None","0","","None",""
LuckTree_01,"(RowName=""Decorations"")","(RowName=""Foliage"")","1","NSLOCTEXT(""FortPropsTable"", ""52B812AE4EB144A1DC1F958EDEAE9063"", ""Luck Sprout"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/luck_tree_1.luck_tree_1","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_lucktree_01_bp.fort_prop_lucktree_01_bp_C","None","True","BlueprintGeneratedClass'/Game/Skills/Blueprints/StatusEffects/StatusEffect_LuckTree_1.StatusEffect_LuckTree_1_C'","None","LuckTree_02","True","False","FortDecor","","WidgetBlueprintGeneratedClass'/Game/UI/Forts/Shrine/LuckTreeWidget.LuckTreeWidget_C'","3","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
LuckTree_02,"(RowName=""Decorations"")","(RowName=""Foliage"")","1","NSLOCTEXT(""FortPropsTable"", ""42A8F3EB45E58DBE133B898FB201DC47"", ""Luck Sapling"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/luck_tree_2.luck_tree_2","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_lucktree_02_bp.fort_prop_lucktree_02_bp_C","None","True","BlueprintGeneratedClass'/Game/Skills/Blueprints/StatusEffects/StatusEffect_LuckTree_2.StatusEffect_LuckTree_2_C'","None","LuckTree_03","True","False","FortDecor","","WidgetBlueprintGeneratedClass'/Game/UI/Forts/Shrine/LuckTreeWidget.LuckTreeWidget_C'","3","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Trait","Name","FortPropExperience","2657","","None","None","Name","None","0","","None",""
LuckTree_03,"(RowName=""Decorations"")","(RowName=""Foliage"")","1","NSLOCTEXT(""FortPropsTable"", ""FBB26AC746F378952AE360A494465172"", ""Young Luck Tree"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/luck_tree_3.luck_tree_3","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_lucktree_03_bp.fort_prop_lucktree_03_bp_C","None","True","BlueprintGeneratedClass'/Game/Skills/Blueprints/StatusEffects/StatusEffect_LuckTree_3.StatusEffect_LuckTree_3_C'","None","LuckTree_04","True","False","FortDecor","","WidgetBlueprintGeneratedClass'/Game/UI/Forts/Shrine/LuckTreeWidget.LuckTreeWidget_C'","3","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Trait","Name","FortPropExperience","8993","","None","None","Name","None","0","","None",""
LuckTree_04,"(RowName=""Decorations"")","(RowName=""Foliage"")","1","NSLOCTEXT(""FortPropsTable"", ""78DE12C749E9F9F678E3CD8358D8A01E"", ""Blooming Luck Tree"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/luck_tree_4.luck_tree_4","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_lucktree_04_bp.fort_prop_lucktree_04_bp_C","None","True","BlueprintGeneratedClass'/Game/Skills/Blueprints/StatusEffects/StatusEffect_LuckTree_4.StatusEffect_LuckTree_4_C'","None","LuckTree_05","True","False","FortDecor","","WidgetBlueprintGeneratedClass'/Game/UI/Forts/Shrine/LuckTreeWidget.LuckTreeWidget_C'","3","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Trait","Name","FortPropExperience","24422","","None","None","Name","None","0","","None",""
LuckTree_05,"(RowName=""Decorations"")","(RowName=""Foliage"")","1","NSLOCTEXT(""FortPropsTable"", ""80430AE34E359C4B1BA0ADA6C2D5BE9A"", ""Ancient Luck Tree"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/luck_tree_5.luck_tree_5","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_lucktree_05_bp.fort_prop_lucktree_05_bp_C","None","True","BlueprintGeneratedClass'/Game/Skills/Blueprints/StatusEffects/StatusEffect_LuckTree_5.StatusEffect_LuckTree_5_C'","None","None","True","False","FortDecor","","WidgetBlueprintGeneratedClass'/Game/UI/Forts/Shrine/LuckTreeWidget.LuckTreeWidget_C'","3","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Trait","Name","FortPropExperience","38925","","None","None","Name","None","0","","None",""
GCaveRocks_01,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""90D01D8C45A86F0F8C103F9AF5B133DC"", ""Short Cave Rocks"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/rocks_prop_1.rocks_prop_1","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_gcaverocks_010a.fort_gcaverocks_010a_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
GCaveRocks_03,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""3EDEAB994EEF8A4BC94D4590A91404A1"", ""Tall Cave Rocks"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/rocks_prop_2.rocks_prop_2","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_gcaverocks_03a.fort_gcaverocks_03a_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
GCaveRocksPattern_01,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""1CC7306B4F75A86252F0CA9B14373507"", ""Cave Rocks Pattern"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/rocks_prop_3.rocks_prop_3","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_rockpattern_01.fort_prop_rockpattern_01_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
GCaveRocksChunk_01,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""FD6AE6684813E3DEBBE6349F9F474EBF"", ""Cave Rocks Outcropping"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/rocks_prop_4.rocks_prop_4","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_rockschunk_01.fort_prop_rockschunk_01_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
Netherstones_01,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""59688A60418008FC4D21BFB82C1E4FA4"", ""Tall Netherstones"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/purple_stones_2.purple_stones_2","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_netherstones_01.fort_prop_netherstones_01_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
Netherstones_02,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""2B31E31D410597E8CA1DBDA49F50BF53"", ""Short Netherstones"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/purple_stones.purple_stones","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_netherstones_02.fort_prop_netherstones_02_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
Netherstonescenterpiece_01,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""8272BC95404E215F3EE382909AE90962"", ""Netherim Seal"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/purple_disc.purple_disc","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_nethercenterpiece_01.fort_prop_nethercenterpiece_01_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
GoblinPedestal_01,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""2461B80141DB3C9250FFE8B3E1AFA035"", ""Vicious Pedestal"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/goblin_altar_1.goblin_altar_1","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gcavepedestal_01.fort_prop_gcavepedestal_01_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
GoblinWatermill_01,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""7E677D91408ECA05A36AAA8182635C8D"", ""Grindy Mill"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/goblin_mill.goblin_mill","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gcavewatermill_01.fort_prop_gcavewatermill_01_C","None","False","None","None","None","False","False","FortDecor","","None","2","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
GoblinShrine_01,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""883563134D03B98A0EEC549509662644"", ""Illuminated Totem"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/goblin_stone_head.goblin_stone_head","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gobshrine_01.fort_prop_gobshrine_01_C","None","False","None","Fort.Prop.Deco.Goblin.Greater","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
GoblinRiverHut_02,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""F1BA5BF54C801404435808A539146BB3"", ""River Gob Shack"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/goblin_hut_2.goblin_hut_2","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gobriverhut_02.fort_prop_gobriverhut_02_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
GoblinRiverHut_03,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""834AF8F043F9CFE3059E13AA4427CC99"", ""River Gob Hideout"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/goblin_hut_3.goblin_hut_3","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gobriverhut_03.fort_prop_gobriverhut_03_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
ITU_Wall_Wood_01,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""15D8EE9745C662FC80C887AD073159A7"", ""Chateau Wall"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/wood_wall_cutouts.wood_wall_cutouts","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/IntoTheUnknown/fort_prop_ITU_wall_1c_bp.fort_prop_ITU_wall_1c_bp_C","None","False","None","Fort.Prop.Deco.JourneyUnknown.Lesser","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
ITU_Wall_Wood_02,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""695EF1384E6995D5596F109894239F63"", ""Rustic Wall"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/wood_wall.wood_wall","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/IntoTheUnknown/fort_prop_ITU_wall_2c_bp.fort_prop_ITU_wall_2c_bp_C","None","False","None","Fort.Prop.Deco.JourneyUnknown.Lesser","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
ITU_Arch_Wood_01,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""5A258040476E5F21DC614C9B8869E931"", ""Wooden Arch"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/wood_archway.wood_archway","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/IntoTheUnknown/fort_prop_ITU_arch_1c_bp.fort_prop_ITU_arch_1c_bp_C","None","False","None","Fort.Prop.Deco.JourneyUnknown.Lesser","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
ITU_Column_Wood_01,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""B119EF8D4B737A53CB48CEA84EB923E0"", ""Wooden Column"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/wood_pillar.wood_pillar","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/IntoTheUnknown/fort_prop_ITU_column_1c_bp.fort_prop_ITU_column_1c_bp_C","None","False","None","Fort.Prop.Deco.JourneyUnknown.Lesser","None","False","False","FortDecor","","None","1","0","(GameplayTags=)","None","Name","None","0","","None","None","Name","None","0","","None",""
ITU_Firepit_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""F85653264EDDD18CD79B8FAC797FC21F"", ""Cookout Kit"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/cooking_fire.cooking_fire","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_firepit_01_bp.fort_prop_firepit_01_bp_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
