---,Type,Item,Prop,PropSpawn,Trait,Currency,Pet,PetSpawn,Spawn,AffixSpawn,ItemModifySpawn,SpawnLevelFrom,SpawnLevelFixed,SpawnLevelAdd,SpawnLevelMult,Query,RequiredItemLevel,Tags,TagQuery,Quantity,bDropOnGround,TraitParameterRowName,bLimitedTime,bApplyToFortProp,StatusEffectClass,StatusEffectDuration,Notes
Enchanting_Ranged1h_ShockandAwe,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","0","False","ShockandAwe1hRanged","False","False","None","0.000000",""
Enchanting_Ranged_ShockAndAwe,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","ShockAndAweRanged","False","False","None","0.000000",""
Enchanting_1H_Tainted,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","Tainted1h","False","False","None","0.000000",""
Enchanting_2H_Tainted,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","Tainted2H","False","False","None","0.000000",""
Enchanting_Ranged1h_Tainted,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","0","False","Tainted1hRanged","False","False","None","0.000000",""
Enchanting_Ranged_Tainted,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","TaintedRanged","False","False","None","0.000000",""
Enchanting_Armor_GoblinMedium,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","GoblinMedium","False","False","None","0.000000",""
Enchanting_Armor_GoblinSmall,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","GoblinSmall","False","False","None","0.000000",""
Enchanting_Armor_HyvidMedium,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","HyvidMedium","False","False","None","0.000000",""
Enchanting_Armor_HyvidSmall,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","HyvidSmall","False","False","None","0.000000",""
Enchanting_Offhand_AttackEnhancement,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","AttackEnhancement","False","False","None","0.000000",""
Enchanting_Offhand_DefenderBonus,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","DefenderBonus","False","False","None","0.000000",""
Enchanting_Offhand_ElementalBonus,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","0","False","ElementalBonus","False","False","None","0.000000",""
Enchanting_Pet_BloodyCarnage,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","BloodyCarnage","False","False","None","0.000000",""
Enchanting_Pet_CriticalStriker,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","CriticalStriker","False","False","None","0.000000",""
Enchanting_Pet_ElectricFreeze,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","ElectricFreeze","False","False","None","0.000000",""
Enchanting_Pet_ElementalHitter,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","ElementalHitter","False","False","None","0.000000",""
Enchanting_Pet_NoxiousBurn,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","NoxiousBurn","False","False","None","0.000000",""
Enchanting_Pet_Resistance,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","Resistance","False","False","None","0.000000",""
TestFortPropSpawn,"None","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
Pet,"PetSpawn","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""SpawnPet_Random"")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
Pet_Common,"PetSpawn","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""SpawnPet_Random_Common"")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
Pet_Magic,"PetSpawn","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""SpawnPet_Random_Magic"")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
Pet_Rare,"PetSpawn","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""SpawnPet_Random_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
Pet_Legendary,"PetSpawn","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""SpawnPet_Random_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
FortProp_Deco_GoblinFrontier,"FortPropSpawn","(RowName="""")","(RowName="""")","(RowName=""GiveFortProps_GoblinFrontier"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
FortProp_Deco_GoblinFrontier_Lesser,"FortPropSpawn","(RowName="""")","(RowName="""")","(RowName=""GiveFortProps_LesserGoblinFrontier"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
FortProp_Deco_JourneyUnknown,"FortPropSpawn","(RowName="""")","(RowName="""")","(RowName=""GiveFortProps_JourneyUnknown"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
FortProp_Deco_JourneyUnknown_Lesser,"FortPropSpawn","(RowName="""")","(RowName="""")","(RowName=""GiveFortProps_LesserJourneyUnknown"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
GiveBundle_Gob_Lesser,"Item","(RowName=""Bundle_FortPropDecos_GoblinFrontier_Lesser"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
GiveBundle_Gob_Greater,"Item","(RowName=""Bundle_FortPropDecos_GoblinFrontier_Greater"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
GiveBundle_JU_Lesser,"Item","(RowName=""Bundle_FortPropDecos_JourneyUnknown_Lesser"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
GiveBundle_JU_Greater,"Item","(RowName=""Bundle_FortPropDecos_JourneyUnknown_Greater"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
DyeSet_Rare,"RandomDrop","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""DyeSet_Rare"")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","0","False","None","False","False","None","0.000000",""
DyeSet_Legendary,"RandomDrop","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""DyeSet_Legendary"")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","0","False","None","False","False","None","0.000000",""
FortProp_Wardrobe_Railmaster_Common_02,"Item","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","0","False","None","False","False","None","0.000000",""
FortWardrobeUnlock_RM_Common_02,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","0","False","RM_Wardrobe_Common_02","False","False","None","0.000000",""
FortWardrobeUnlock_DM_Wooden_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","0","False","DM_wardrobe_wooden_01","False","False","None","0.000000",""
FortWardrobeUnlock_FG_Plant_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","0","False","FRG_wardrobe_plant_01","False","False","None","0.000000",""
FortWardrobeUnlock_DM_Plant_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","0","False","DM_wardrobe_plant_01","False","False","None","0.000000",""
FortWardrobeUnlock_RM_Ship_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","0","False","RM_wardrobe_ship_01","False","False","None","0.000000",""
FortWardrobeUnlock_RM_Clock_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","0","False","RM_wardrobe_clock_01","False","False","None","0.000000",""
FortWardrobeUnlock_RM_Wooden_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","0","False","RM_wardrobe_wooden_01","False","False","None","0.000000",""
FortWardrobeUnlock_SS_Globe_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","0","False","ss_wardrobe_globe_01","False","False","None","0.000000",""
FortWardrobeUnlock_FG_Wooden_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","0","False","FRG_wardrobe_wooden_01","False","False","None","0.000000",""
FortWardrobeUnlock_SS_Plant_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","0","False","SS_wardrobe_plant_01","False","False","None","0.000000",""
FortWardrobeUnlock_SS_Common_02,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","0","False","SS_Wardrobe_Common_02","False","False","None","0.000000",""
FortWardrobeUnlock_DM_Ship_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","0","False","DM_wardrobe_ship_01","False","False","None","0.000000",""
FortWardrobeUnlock_SS_Ship_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","0","False","SS_wardrobe_ship_01","False","False","None","0.000000",""
FortWardrobeUnlock_SS_Wooden_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","0","False","SS_wardrobe_wooden_01","False","False","None","0.000000",""
FortWardrobeUnlock_DM_Common_02,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","0","False","DM_Wardrobe_Common_02","False","False","None","0.000000",""
FortWardrobeUnlock_RM_Plant_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","0","False","RM_wardrobe_plant_01","False","False","None","0.000000",""
FortWardrobeUnlock_FG_Gears_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","0","False","FRG_wardrobe_gears_01","False","False","None","0.000000",""
FortWardrobeUnlock_DM_Globe_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","0","False","DM_wardrobe_globe_01","False","False","None","0.000000",""
FortWardrobeUnlock_FG_Ship_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","0","False","FG_wardrobe_ship_01","False","False","None","0.000000",""
RelicCores,"Item","(RowName=""EmberCore"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","6","False","None","False","False","None","0.000000",""
SkillRegretScroll,"Item","(RowName=""SkillRegretScroll"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
