---,AreaName,AreaName_MapWorks,AreaGroup,AreaGroupType,AreaClass,AreaSize,PrevAreaRow0,NextAreaRow1,NextAreaRow2,NextAreaRow3,NextAreaRow4,NextAreaRow5,NextAreaRow6,RequiredQuestTask,FortCount,bShowClockUI,bIsOutdoors,bIsBossArea,bMonstersCanTargetNPC,MonsterLevel,MonsterLevelDelta,MonstersRespawn,MonstersDisabledByDistance,bGadgetsReset,BossMonster,bTriggerSpawnersHelpDrama,bTriggerSpawnersCheckDrama,MonsterAffixes,GadgetItemLevel,GadgetItemLevelDelta,ItemLevelBonus,HazardDamage,ItemSpokeMaxDelta,ItemSpokeMinDelta,CameraDistance,PrimaryElement,SpokeTag,MonsterManagerDaytimeTags,MonsterManagerNighttimeTags,ThemedPropTags,QuestPoolTags,LootLuck,CritterDensity,Critter1,Critter2,Critter3,AreaSkill1,AreaSkill2,AreaSkill3,CameraYawRandomRange,bReviveInTown,bCanReviveInPlace,bCanReviveInTown,bLifeBoundItemsOnly,DisallowedSkillTags,LoadingScreenBackgroundOverride,LoadingScreenForegroundOverride,LoadingScreenTextOverride,LoadingScreenTags,ItemQualityLevelBoost,MapworksTags,SelectionWeight,QuestTags,MonsterSpawnerActiveChance,MonsterSpawnerNightActiveChance,ItemGameplayTags,ItemExcludeGameplayTags,AffixGameplayTags,MonsterGameplayTags,RegionGameplayTag,bPvPEnabled,Notes
IF1_Caves1,"NSLOCTEXT(""AreaTable"", ""87A9F7D84DFAE334F22FB7AC032C54A0"", ""Hyvid Grotto"")","NSLOCTEXT(""AreaTable"", ""7FB39FED4CC3B876B8A6C8ABE8050215"", ""Ember Grotto"")","GFinfested1_Progressive_Caves1","Progressive","/Game/Environments/Levels/Goblinland/rules/IF1_Caves1/Area_IF1_Caves1.Area_IF1_Caves1_C","3.000000","(RowName=""InfestedForest1"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","None","0","False","False","False","False","1.000000","1.990000","False","True","False","(RowName=""VespidSoldier_Rando_Boss"")","False","False","","1.000000","1.990000","0.000000","50.000000","1.000000","-3.000000","2500.000000","(TagName=""Element.Poison"")","(TagName=""Region.GoblinIsle.InfestedForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.Mine""),(TagName=""Theme.Infested.Hive""),(TagName=""Theme.Infested.Full""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Hyvid"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_PoisonCurePotion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=((TagName=""MapWorks.Dungeon.Infested"")))","1","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.InfestedForest","None","Affix.Damage.Vespid;Affix.vsMonsterType.Vespid&Affix.Defense.Vespid","Region.GoblinIsle.InfestedForest","Region.GoblinIsle.InfestedForest","False",""
IF1_Caves2,"NSLOCTEXT(""AreaTable"", ""876856764CB343546FD73597E1DD9B13"", ""Skittering Dark"")","NSLOCTEXT(""AreaTable"", ""E8B5A41D40DE9E955616ACB37B717F7E"", ""Creeping Cavern"")","GFinfested1_Progressive_Caves2","Progressive","/Game/Environments/Levels/Goblinland/rules/IF1_Caves2/Area_IF1_Caves2.Area_IF1_Caves2_C","3.000000","(RowName=""InfestedForest1"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","None","0","False","False","False","False","2.000000","1.990000","False","True","False","(RowName=""VespidFlier_Rando_Boss"")","False","False","","2.000000","1.990000","0.000000","50.000000","1.000000","-3.000000","2500.000000","(TagName=""Element.Poison"")","(TagName=""Region.GoblinIsle.InfestedForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.Mine""),(TagName=""Theme.Infested.Hive""),(TagName=""Theme.Infested.Full""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Hyvid"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_PoisonCurePotion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=((TagName=""MapWorks.Dungeon.Infested"")))","1","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.InfestedForest","None","Affix.Damage.Vespid;Affix.vsMonsterType.Vespid&Affix.Defense.Vespid","Region.GoblinIsle.InfestedForest","Region.GoblinIsle.InfestedForest","False",""
IF1_Caves3,"NSLOCTEXT(""AreaTable"", ""C4D480FD4F19855B3AF08CBC475EE59A"", ""Hyvid Tunnels"")","NSLOCTEXT(""AreaTable"", ""271E5B1A45E8F6A603B0FB9166CB8C79"", ""Cave of Secrets"")","GFinfested1_Progressive_Caves3","Progressive","/Game/Environments/Levels/Goblinland/rules/IF1_Caves3/Area_IF1_Caves3.Area_IF1_Caves3_C","3.000000","(RowName=""InfestedForest1"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","None","0","False","False","False","False","3.000000","1.990000","False","True","False","(RowName=""VespidFlier_Rando_Boss2"")","False","False","","3.000000","1.990000","0.000000","50.000000","1.000000","-3.000000","2500.000000","(TagName=""Element.Poison"")","(TagName=""Region.GoblinIsle.InfestedForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.Mine""),(TagName=""Theme.Infested.Hive""),(TagName=""Theme.Infested.Full""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Hyvid""),(TagName=""MonsterSpawner.Quest.IF1_Caves3"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_PoisonCurePotion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=((TagName=""MapWorks.Dungeon.Infested"")))","1","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.InfestedForest","None","Affix.Damage.Vespid;Affix.vsMonsterType.Vespid&Affix.Defense.Vespid","Region.GoblinIsle.InfestedForest","Region.GoblinIsle.InfestedForest","False",""
IF1_Forest1,"NSLOCTEXT(""AreaTable"", ""FAEC65AD4A7ABF6F0EDDA69F7E2009B2"", ""Sunken Forest"")","NSLOCTEXT(""AreaTable"", ""D4EA82CF4CB19DCC13344C9974DC17DF"", ""Shrivelled Forest"")","GFinfested1_Progressive_Forest1","Progressive","/Game/Environments/Levels/Goblinland/rules/IF1_Forest1/Area_IF1_Forest1.Area_IF1_Forest1_C","4.000000","(RowName=""InfestedForest1"")","(RowName=""IF1_Forest1_boss"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","None","0","True","True","False","False","4.000000","1.990000","False","True","False","(RowName="""")","False","False","","4.000000","1.990000","0.000000","50.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Poison"")","(TagName=""Region.GoblinIsle.InfestedForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.Infested.Full""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Wood.T1.GoblinIsle.Infested""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Hyvid""),(TagName=""MonsterSpawner.Quest.IF1_Forest1"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_PoisonCurePotion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","0.500000","1.000000","Region.GoblinIsle.InfestedForest","None","Affix.Damage.Vespid;Affix.vsMonsterType.Vespid&Affix.Defense.Vespid","Region.GoblinIsle.InfestedForest","Region.GoblinIsle.InfestedForest","False",""
IF1_Forest1_boss,"NSLOCTEXT(""AreaTable"", ""870B30DC4A5C2310BB96CEBD83E0DA65"", ""Foetid Forest"")","NSLOCTEXT(""AreaTable"", ""DFBA84AA488019637E4379BCDE0BD977"", ""Putrid Forest"")","GFinfested1_Progressive_Forest1","Progressive","/Game/Environments/Levels/Goblinland/rules/IF1_Forest1_boss/Area_IF1_Forest1_boss.Area_IF1_Forest1_boss_C","1.000000","(RowName=""IF1_Forest1"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","None","0","True","True","False","False","6.000000","0.000000","True","False","False","(RowName=""VespidSoldier_Story_Boss"")","False","False","","6.000000","0.000000","0.000000","50.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Poison"")","(TagName=""Region.GoblinIsle.InfestedForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Gadget.PetCage"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName="""")","(RowName="""")","(RowName="""")","(X=0.000000,Y=0.000000)","False","False","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.InfestedForest","None","Affix.Damage.Vespid;Affix.vsMonsterType.Vespid&Affix.Defense.Vespid","Region.GoblinIsle.InfestedForest","Region.GoblinIsle.InfestedForest","False",""
IF1-2_pass,"NSLOCTEXT(""AreaTable"", ""CB2867854DF8A30F9D5CADA1E9AC31FC"", ""Bugswat Pass"")","NSLOCTEXT(""AreaTable"", ""C6B16A2245CFDC90ED9C45B05BF9B06D"", ""Crawling Passage"")","GFinfested1_Progressive_Pass","Open","/Game/Environments/Levels/Forts/rules/Infested/Area_if_PlayerFort_IF1-2pass.Area_if_PlayerFort_IF1-2pass_C","1.000000","(RowName=""InfestedForest1"")","(RowName=""InfestedForest2"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","None","1","True","True","False","False","7.000000","0.000000","False","True","False","(RowName="""")","False","False","","7.000000","0.000000","0.000000","50.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Poison"")","(TagName=""Region.GoblinIsle.InfestedForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.Infested.Full""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Wood.T1.GoblinIsle.Infested""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Hyvid""),(TagName=""Character.NPC.Gatekeeper""),(TagName=""Character.NPC.QuestGiver"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_PoisonCurePotion"")","(RowName="""")","(RowName="""")","(X=0.000000,Y=0.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","0.000000","1.000000","Region.GoblinIsle.InfestedForest","None","Affix.Damage.Vespid;Affix.vsMonsterType.Vespid&Affix.Defense.Vespid","Region.GoblinIsle.InfestedForest","Region.GoblinIsle.InfestedForest","False",""
InfestedForest2,"NSLOCTEXT(""AreaTable"", ""46AC040D4103956B8AA22FB383A7526E"", ""Infested Forest"")","NSLOCTEXT(""AreaTable"", ""3CF121344EB7B47E098679AE7016ECA6"", ""Infested Woodlands"")","GFinfested2","Open","/Game/Environments/Levels/Goblinland/rules/InfestedForest2/Area_InfestedForest2.Area_InfestedForest2_C","10.000000","(RowName=""IF1-2_pass"")","(RowName=""IF2-3_pass"")","(RowName=""IF2_Caves1"")","(RowName=""IF2_Forest1"")","(RowName=""IF2_Caves2"")","(RowName=""IF2_Forest2"")","(RowName="""")","None","0","True","True","False","False","7.000000","4.990000","True","True","True","(RowName="""")","False","False","","7.000000","4.990000","0.000000","50.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Poison"")","(TagName=""Region.GoblinIsle.InfestedForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.Infested.Full""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Wood.T1.GoblinIsle.Infested""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Hyvid""),(TagName=""Character.NPC.QuestGiver.Kenik""),(TagName=""Character.NPC.QuestGiver.ImperialScout"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_PoisonCurePotion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","0.500000","1.000000","Region.GoblinIsle.InfestedForest","None","Affix.Damage.Vespid;Affix.vsMonsterType.Vespid&Affix.Defense.Vespid","Region.GoblinIsle.InfestedForest;Region.Public","Region.GoblinIsle.InfestedForest","False",""
IF2_Caves1,"NSLOCTEXT(""AreaTable"", ""CE83993E43217374BB8566AF96D9B461"", ""Abandoned Cavern"")","NSLOCTEXT(""AreaTable"", ""D6670D404AEECC76085C13ADB56973A7"", ""Abandoned Caves"")","GFinfested2_Progressive_Caves1","Progressive","/Game/Environments/Levels/Goblinland/rules/IF2_Caves1/Area_IF2_Caves1.Area_IF2_Caves1_C","3.000000","(RowName=""InfestedForest2"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","None","0","False","False","False","False","7.000000","1.990000","False","True","False","(RowName=""VespidFlier_Rando_Boss3"")","False","False","","7.000000","1.990000","0.000000","50.000000","1.000000","-3.000000","2500.000000","(TagName=""Element.Poison"")","(TagName=""Region.GoblinIsle.InfestedForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.Mine""),(TagName=""Theme.Infested.Hive""),(TagName=""Theme.Infested.Full""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Hyvid"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_PoisonCurePotion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.InfestedForest","None","Affix.Damage.Vespid;Affix.vsMonsterType.Vespid&Affix.Defense.Vespid","Region.GoblinIsle.InfestedForest","Region.GoblinIsle.InfestedForest","False",""
IF2_Forest1,"NSLOCTEXT(""AreaTable"", ""F8AC605547674263AE4C6E97F1A897EB"", ""Forsaken Hollow"")","NSLOCTEXT(""AreaTable"", ""265BD2BF45000F3FD123DDB9A21AA2D4"", ""Cursed Chamber"")","GFinfested2_Progressive_Forest1","Progressive","/Game/Environments/Levels/Goblinland/rules/IF2_Forest1/Area_IF2_Forest1.Area_IF2_Forest1_C","3.000000","(RowName=""InfestedForest2"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","None","0","True","True","False","False","8.000000","1.990000","False","True","False","(RowName=""ZombieRanged_Rando_Boss"")","False","False","","8.000000","1.990000","0.000000","50.000000","1.000000","-3.000000","2500.000000","(TagName=""Element.Poison"")","(TagName=""Region.GoblinIsle.InfestedForest"")","(GameplayTags=((TagName=""Character.Monster.Undead"")))","(GameplayTags=((TagName=""Character.Monster.Undead"")))","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.Mine""),(TagName=""Theme.Infested.Hive""),(TagName=""Theme.Infested.Full""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Hyvid""),(TagName=""Theme.Graveyard"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_PoisonCurePotion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=((TagName=""MapWorks.Dungeon.Infested"")))","1","(GameplayTags=)","0.500000","1.000000","Region.GoblinIsle.InfestedForest","None","Affix.Damage.Vespid;Affix.vsMonsterType.Vespid&Affix.Defense.Vespid","Region.GoblinIsle.InfestedForest","Region.GoblinIsle.InfestedForest","False",""
IF2_Caves2,"NSLOCTEXT(""AreaTable"", ""320641C04B64D89CB2667894E63FF167"", ""Nether Nook"")","NSLOCTEXT(""AreaTable"", ""D35E873D48F5A5245C1D069BEB32CF35"", ""Crooked Nook"")","GFinfested2_Progressive_Caves2","Progressive","/Game/Environments/Levels/Goblinland/rules/IF2_Caves2/Area_IF2_Caves2.Area_IF2_Caves2_C","3.000000","(RowName=""InfestedForest2"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","None","0","False","False","False","False","9.000000","1.990000","False","True","False","(RowName=""VespidSoldier_Rando_Boss3"")","False","False","","9.000000","1.990000","0.000000","50.000000","1.000000","-3.000000","2500.000000","(TagName=""Element.Poison"")","(TagName=""Region.GoblinIsle.InfestedForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.Mine""),(TagName=""Theme.Infested.Hive""),(TagName=""Theme.Infested.Full""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Hyvid""),(TagName=""MonsterSpawner.Quest.IF2_Caves2"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_PoisonCurePotion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.InfestedForest","None","Affix.Damage.Vespid;Affix.vsMonsterType.Vespid&Affix.Defense.Vespid","Region.GoblinIsle.InfestedForest","Region.GoblinIsle.InfestedForest","False",""
IF2_Forest2,"NSLOCTEXT(""AreaTable"", ""B48BC2394935E0ED6DF575BAB17A08A7"", ""Trampled Thicket"")","NSLOCTEXT(""AreaTable"", ""8747C68B464679B97C6141A742A8068C"", ""Trampled Brush"")","GFinfested2_Progressive_Forest2","Progressive","/Game/Environments/Levels/Goblinland/rules/IF2_Forest2/Area_IF2_Forest2.Area_IF2_Forest2_C","4.000000","(RowName=""InfestedForest2"")","(RowName=""IF2_Forest2_boss"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","None","0","True","True","False","False","10.000000","1.990000","False","True","False","(RowName="""")","False","False","","10.000000","1.990000","0.000000","50.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Poison"")","(TagName=""Region.GoblinIsle.InfestedForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.Infested.Full""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Wood.T1.GoblinIsle.Infested""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Hyvid"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_PoisonCurePotion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","0.500000","1.000000","Region.GoblinIsle.InfestedForest","None","Affix.Damage.Vespid;Affix.vsMonsterType.Vespid&Affix.Defense.Vespid","Region.GoblinIsle.InfestedForest","Region.GoblinIsle.InfestedForest","False",""
IF2_Forest2_boss,"NSLOCTEXT(""AreaTable"", ""BECEE75B4A40A2EB2DBE53B7A998540E"", ""Ravaged Ravine"")","NSLOCTEXT(""AreaTable"", ""4EDB2EB9477157E02B1759A09FE0B24F"", ""Ruptured Ravine"")","GFinfested2_Progressive_Forest2","Progressive","/Game/Environments/Levels/Goblinland/rules/IF2_Forest2_boss/Area_IF2_Forest2_boss.Area_IF2_Forest2_boss_C","1.000000","(RowName=""IF2_Forest2"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","None","0","True","True","False","False","12.000000","0.000000","True","False","False","(RowName=""VespidFlier_Story_Boss"")","False","False","","12.000000","0.000000","0.000000","50.000000","1.000000","-3.000000","2500.000000","(TagName=""Element.Poison"")","(TagName=""Region.GoblinIsle.InfestedForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.Infested.Full""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Wood.T1.GoblinIsle.Infested""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Hyvid""),(TagName=""Gadget.PetCage"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_PoisonCurePotion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","False","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.InfestedForest","None","Affix.Damage.Vespid;Affix.vsMonsterType.Vespid&Affix.Defense.Vespid","Region.GoblinIsle.InfestedForest","Region.GoblinIsle.InfestedForest","False",""
IF2-3_pass,"NSLOCTEXT(""AreaTable"", ""B71A77894C38C8404FE49EB1069B1FBA"", ""Clear Passage"")","NSLOCTEXT(""AreaTable"", ""963A21C5450F0B081C0E14BB8DB9059E"", ""Clear Pass"")","GFinfested2_Progressive_Pass","Open","/Game/Environments/Levels/Forts/rules/Infested/Area_if_PlayerFort_IF2-3pass.Area_if_PlayerFort_IF2-3pass_C","1.000000","(RowName=""InfestedForest2"")","(RowName=""InfestedForest3"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","None","1","True","True","False","False","13.000000","0.000000","False","True","False","(RowName="""")","False","False","","13.000000","0.000000","0.000000","50.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Poison"")","(TagName=""Region.GoblinIsle.InfestedForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.Infested.Full""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Wood.T1.GoblinIsle.Infested""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Hyvid""),(TagName=""Character.NPC.Gatekeeper""),(TagName=""Character.NPC.QuestGiver"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_PoisonCurePotion"")","(RowName="""")","(RowName="""")","(X=0.000000,Y=0.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","0.000000","1.000000","Region.GoblinIsle.InfestedForest","None","Affix.Damage.Vespid;Affix.vsMonsterType.Vespid&Affix.Defense.Vespid","Region.GoblinIsle.InfestedForest","Region.GoblinIsle.InfestedForest","False",""
InfestedForest3,"NSLOCTEXT(""AreaTable"", ""E93718D746367FF893E8378AAE452966"", ""Bogwood Hollow"")","NSLOCTEXT(""AreaTable"", ""E5936B884DE31C9979BF2DB5891D6B60"", ""Deforested Land"")","GFinfested3","Open","/Game/Environments/Levels/Goblinland/rules/InfestedForest3/Area_InfestedForest3.Area_InfestedForest3_C","6.000000","(RowName=""IF2-3_pass"")","(RowName=""IF3-4_pass"")","(RowName=""IF3_Caves1_ic2"")","(RowName=""IF3_Caves2_ic2"")","(RowName=""IF3_Caves3_ic2"")","(RowName=""IF3_Forest1"")","(RowName="""")","None","0","True","True","False","False","13.000000","3.990000","True","True","True","(RowName="""")","False","False","","13.000000","3.990000","0.000000","50.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Poison"")","(TagName=""Region.GoblinIsle.InfestedForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.Infested.Full""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Wood.T1.GoblinIsle.Infested""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Hyvid"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_PoisonCurePotion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","0.400000","1.000000","Region.GoblinIsle.InfestedForest","None","Affix.Damage.Vespid;Affix.vsMonsterType.Vespid&Affix.Defense.Vespid","Region.GoblinIsle.InfestedForest;Region.Public","Region.GoblinIsle.InfestedForest","False",""
