---,SkillClass,CharacterTag,Animation,AnimationOverride,MaximumSkillLevel,MinimumSkillLevel,bShowSkillLevel,GameplayTags,ExclusiveTags,RequiredSkillTab,RequiredLevelInSkillTab,TraitMode,RequiredItemTags,TraitString,PerLevelDisplayTexts,PerLevelDisplayCategories,TraitCurve1,TraitCurve2,TraitCurve3,TraitCurve4,Tier1TraitString,Tier1DisplayText,Tier2TraitString,Tier2DisplayText,Tier3TraitString,Tier3DisplayText,bCanNeverBeUnlocked,bHiddenBehindCheats,SkillPanelRow,SkillPanelColumn,TryStatusEffect,TryDuration,DefaultSkillSet,DefaultSkillSlot,Icon,Notes
DM_Damnation,"/Game/Skills/Blueprints/DuskMage/Skill_Damnation.Skill_Damnation_C","Character.Player.DuskMage","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.DuskMage.Dark""),(TagName=""Skill.Cooldown.DuskMage"")))","(GameplayTags=)","(RowName=""DM_Dark"")","15","Default","(GameplayTags=)","DurationPctBySkillName|DM_Damnation=.05","(NSLOCTEXT(""SkillsTable"", ""86E6B38441BEC53DC68336AD02120069"", ""Damnation Duration""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.DuskMage.Milestone.Damnation1=1","NSLOCTEXT(""SkillsTable"", ""51F795474888A6252C65A095A3D6B6DB"", ""Hitting an enemy affected by Damnation returns 5% Mana (1 sec. Cooldown)"")","CooldownPctBySkillTag|Skill.Emberweapon=-.2","NSLOCTEXT(""SkillsTable"", ""45074CC64BB5A213AD9D43AF0F67A260"", ""-20% to Relic Active Skill Cooldowns"")","SkillModifier|Skill.DuskMage.Milestone.Damnation2=1","NSLOCTEXT(""SkillsTable"", ""472927E14B4069BB73C810881028F5FF"", ""Damnation Immobilizes enemies for 1 sec."")","False","False","1","3","(RowName="""")","30.000000","Default","Skill00","/Game/Skills/Blueprints/DuskMage/damnation_final.damnation_final",""
DM_ShadowStep,"/Game/Skills/Blueprints/DuskMage/Skill_ShadowStep.Skill_ShadowStep_C","Character.Player.DuskMage","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.DuskMage.Dark""),(TagName=""Skill.Active""),(TagName=""Skill.Cooldown.DuskMage"")))","(GameplayTags=)","(RowName=""DM_Dark"")","5","Default","(GameplayTags=)","CooldownPctBySkillName|DM_Shadowstep=-.05","(NSLOCTEXT(""SkillsTable"", ""355AE97B43CED575E002848D40B5DD64"", ""Shadowstep Cooldown""))","(NSLOCTEXT(""SkillsTable"", ""DM_ShadowStep_PerLevelDisplayCategories_Index0"", """"),NSLOCTEXT(""SkillsTable"", ""6589F09F475E30283CC37EBDB10C7BF4"", ""Consecration""))","PerLevelByOnes","None","None","None","SkillModifier|Skill.DuskMage.Milestone.ShadowStep1=1","NSLOCTEXT(""SkillsTable"", ""B415D0854C5E91497BBBECB0ADC8BDB3"", ""Hit enemies at starting location and gain 5% Mana per enemy hit"")","Energy.Regen.Multiplier=.15","NSLOCTEXT(""SkillsTable"", ""EB762AD74C6E2AE5B59D3B9BB31764E2"", ""15% increased Mana Regeneration"")","ShadowStepCharges.Max=1","NSLOCTEXT(""SkillsTable"", ""9D59FAEA4AFC94FEFA654481366ADC9F"", ""Shadowstep now has an additional charge"")","False","False","1","1","(RowName="""")","30.000000","Default","Skill00","/Game/Skills/Blueprints/DuskMage/Duskmage_Shadow_Step.Duskmage_Shadow_Step",""
DM_LightSpear,"/Game/Skills/Blueprints/DuskMage/Skill_Lightspear.Skill_Lightspear_C","Character.Player.DuskMage","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.DuskMage.Light"")))","(GameplayTags=)","(RowName=""DM_Light"")","10","Default","(GameplayTags=)","SkillDamageFactorMultiplier|DM_LightSpear=0.05","(NSLOCTEXT(""SkillsTable"", ""43605C63405A59913CA7D590536E0A96"", ""Light Spear Damage""))","(NSLOCTEXT(""SkillsTable"", ""DM_LightSpear_PerLevelDisplayCategories_Index0"", """"),NSLOCTEXT(""SkillsTable"", ""D190F8A949B47757D9F95A8B687D38AD"", ""Light Skills""))","PerLevelByOnes","None","None","None","SkillModifier|SKill.DuskMage.Milestone.LightSpear1=1","NSLOCTEXT(""SkillsTable"", ""2FC2AC554206AF556857239489236E2E"", ""While Holy Charged, heal 20% total Health per enemy hit with Light Spear"")","MiscBonusBySkillName|DM_LightSpear=.5","NSLOCTEXT(""SkillsTable"", ""54D9D25D467CC70DEBADD48C4AA5E368"", ""+50% Holy Charge duration"")","SkillModifier|Skill.DuskMage.Milestone.LightSpear2=1","NSLOCTEXT(""SkillsTable"", ""C9B12F394C4FC95DEEA43DA3B3D05C88"", ""While Unholy Charged, throw a 2nd Dark Spear"")","False","False","1","2","(RowName="""")","30.000000","Default","Skill00","/Game/UI/Textures/LooseIcons/Light_Spear.Light_Spear",""
DM_EnergySpike,"/Game/Skills/Blueprints/DuskMage/Skill_EnergySpike.Skill_EnergySpike_C","Character.Player.DuskMage","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.DuskMage.Dark"")))","(GameplayTags=)","(RowName=""DM_Dark"")","10","Default","(GameplayTags=)","SkillDamageFactorMultiplier|DM_EnergySpike=0.05","(NSLOCTEXT(""SkillsTable"", ""B20FDAB148008720E89908B2E0C4F670"", ""Energy Spike Damage""))","(NSLOCTEXT(""SkillsTable"", ""DM_EnergySpike_PerLevelDisplayCategories_Index0"", """"),NSLOCTEXT(""SkillsTable"", ""6AAF28054D17623F84E8C9A572BDBE00"", ""Light Skills""))","PerLevelByOnes","None","None","None","SkillModifier|Skill.DuskMage.Milestone.EnergySpike1=1","NSLOCTEXT(""SkillsTable"", ""BA4BCAE94248AE1F790725AEB9ED0516"", ""When Unholy Charged, you fire double the number of Energy Spikes"")","MiscBonusBySkillName|DM_EnergySpike=0.5","NSLOCTEXT(""SkillsTable"", ""6F431A94414AA5FB464ADF90B807D477"", ""+50% Unholy Charge duration"")","SkillModifier|Skill.DuskMage.Milestone.EnergySpike2=1","NSLOCTEXT(""SkillsTable"", ""49FDFD0D49ABF29143B7AA8AEFBC865D"", ""If Holy Charged, you fire an extra wave of light Energy Spikes"")","False","False","2","2","(RowName=""TrySkill_DM_EnergySpike"")","30.000000","Default","Skill00","/Game/Skills/Blueprints/energy_spike.energy_spike",""
Forged_RapidFire,"/Game/Skills/Blueprints/Forged/Skill_Forged_ShootCannon.Skill_Forged_ShootCannon_C","Character.Player.Forged","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Forged.Ranged""),(TagName=""Skill.Active""),(TagName=""Skill.Forged.GeneratesHeat"")))","(GameplayTags=)","(RowName=""Forged_Ranged"")","1","Default","(GameplayTags=)","SkillDamageFactorMultiplier|Forged_RapidFire=0.05","(NSLOCTEXT(""SkillsTable"", ""8AAEAB274BA347459F1316B39A92EE41"", ""Rapid Fire Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Forged.Milestone.RapidFire1=1","NSLOCTEXT(""SkillsTable"", ""950A785A4FE1C1876526EEB46EE71812"", ""Rapid Fire Boost can stack 3 more times"")","DamagePctBySkillTag|Skill.Forged.Ranged=0.2","NSLOCTEXT(""SkillsTable"", ""2BACFDB34ABF3772E38DEBB3001B01D4"", ""+20% Barrage Skill damage"")","SkillModifier|Skill.Forged.Milestone.RapidFire2=1","NSLOCTEXT(""SkillsTable"", ""0B8AB234438C69305285CEA51874ACD8"", ""Every 10th shot of Rapid Fire also shoots a Slug Shot, dealing Rapid Fire\'s current Weapon Damage"")","False","False","1","0","(RowName="""")","30.000000","Default","Skill00","/Game/Skills/Blueprints/Forged/Rapid_Fire.Rapid_Fire",""
Forged_RapidStrike,"/Game/Skills/Blueprints/Forged/Skill_Forged_RapidStrike.Skill_Forged_RapidStrike_C","Character.Player.Forged","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Forged.GeneratesHeat""),(TagName=""Skill.Forged.Melee""),(TagName=""Skill.Forged.RapidStrike"")))","(GameplayTags=)","(RowName=""Forged_Melee"")","1","Default","(GameplayTags=)","SkillDamageFactorMultiplier|Forged_RapidStrike=0.05","(NSLOCTEXT(""SkillsTable"", ""8A742961437EBD7BA771099049112639"", ""Rapid Strike Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Forged.Milestone.RapidStrike1=1","NSLOCTEXT(""SkillsTable"", ""56D7500F4FFB8708CB4B5181178B4CF9"", ""Rapid Strike hits an additional time"")","DamagePctBySkillTag|Skill.Forged.Melee=0.2","NSLOCTEXT(""SkillsTable"", ""6D504D1E412B9A2D452CD2A086121CD1"", ""+20% Brawl Skills damage"")","AttackSpeedBonusMult|Skill.Forged.Rapidstrike=.3","NSLOCTEXT(""SkillsTable"", ""6DDD6053456AC472F422DF8ACF196ABA"", ""Rapid Strike attack speed is increased by +30%"")","False","False","0","0","(RowName=""TrySkill_Forged_RapidStrike"")","30.000000","Default","Skill00","/Game/Skills/Blueprints/Forged/forgedpunch_02.forgedpunch_02",""
Forged_RocketBarrage,"/Game/Skills/Blueprints/Forged/Skill_Forged_RocketBarrage.Skill_Forged_RocketBarrage_C","Character.Player.Forged","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Forged.Ranged""),(TagName=""Skill.Active""),(TagName=""Skill.Forged.Vent""),(TagName=""Skill.Cooldown.Forged"")))","(GameplayTags=)","(RowName=""Forged_Ranged"")","5","Default","(GameplayTags=)","SkillDamageFactorMultiplier|Forged_RocketBarrage=0.05","(NSLOCTEXT(""SkillsTable"", ""3E1C582243A87B9D1DE7BB9B54B73765"", ""Coal Launch Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Forged.Milestone.CoalLaunch1=1","NSLOCTEXT(""SkillsTable"", ""2785F4D147E18E224834EA95A8BC996A"", ""Coal Launch fires an additional large coal that hits for a second impact on the targeted position for Coal Launch\'s current Weapon Damage"")","DamagePctByStatusEffectTag|StatusEffect.Burning=.25","NSLOCTEXT(""SkillsTable"", ""F8DAF5314917CF8654C9578E97811DE7"", ""+25% damage to Burning enemies"")","SkillModifier|Skill.Forged.Milestone.CoalLaunch2=1","NSLOCTEXT(""SkillsTable"", ""2EE9330147ADAE90B9E04C86915B26C4"", ""Increase the size of the burning Coal Launch area by 50%"")","False","False","0","1","(RowName=""TrySkill_Forged_RocketBarrage"")","30.000000","Default","Skill00","/Game/Skills/Blueprints/Forged/Coal_Launch.Coal_Launch",""
Forged_Lodestone,"/Game/Skills/Blueprints/Forged/Skill_Forged_Lodestone.Skill_Forged_Lodestone_C","Character.Player.Forged","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Forged.Melee""),(TagName=""Skill.Active""),(TagName=""Skill.Forged.Vent""),(TagName=""Skill.Cooldown.Forged"")))","(GameplayTags=)","(RowName=""Forged_Melee"")","1","Default","(GameplayTags=)","CooldownPctBySkillName|Forged_Lodestone=-0.05","(NSLOCTEXT(""SkillsTable"", ""4E3ABE4F41706AF8E370F18F1D401AC6"", ""Vortex Bomb Cooldown""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Forged.Milestone.VortexBomb1=1","NSLOCTEXT(""SkillsTable"", ""528987974A77EA5D59AB778BDED117D9"", ""Double Armor Bonus lasts for 4 sec. after using Vortex Bomb"")","MeleeDamageReductionBonusPct=.2","NSLOCTEXT(""SkillsTable"", ""7D010A3545270AC401612E98B9127A6C"", ""+20% damage reduction in melee combat"")","SkillModifier|Skill.Forged.Milestone.VortexBomb2=1","NSLOCTEXT(""SkillsTable"", ""5543D4144A4795D657F8D1A80D2BCE40"", ""Using Vortex Bomb lobs 4 Fire Bombs that deal skill\'s current Weapon Damage in an area on impact"")","False","False","2","0","(RowName="""")","30.000000","Default","Skill00","/Game/Skills/Blueprints/Forged/Vortex_Bomb.Vortex_Bomb",""
Forged_ShotgonneBlast,"/Game/Skills/Blueprints/Forged/Skill_Forged_CannonBlast.Skill_Forged_CannonBlast_C","Character.Player.Forged","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Forged.Ranged""),(TagName=""Skill.Active""),(TagName=""Skill.Forged.GeneratesHeat"")))","(GameplayTags=)","(RowName=""Forged_Ranged"")","5","Default","(GameplayTags=)","SkillDamageFactorMultiplier|Forged_ShotgonneBlast=0.05","(NSLOCTEXT(""SkillsTable"", ""B6FFD28546B16D3B0340A2819F0C4BF1"", ""Shotgonne Blast Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Forged.Milestone.ShotgonneBlast=1","NSLOCTEXT(""SkillsTable"", ""9B27899C469D48808D94C085ACC52A1C"", ""Shotgonne Blast gains 40% chance to Knockback enemies"")","ForgedHeat.Regen.Multiplier=.2","NSLOCTEXT(""SkillsTable"", ""620D311B435666130B159280509A0A4D"", ""+20% Heat Dissipation"")","SkillModifier|Skill.Forged.Milestone.ShotgonneBlast2=1","NSLOCTEXT(""SkillsTable"", ""E2C92F214FBB9E30DDE9FBB2A6B805C5"", ""While above 50% Heat Shotgonne Blast fires a piercing, flaming projectile, dealing skill\'s current Weapon Damage"")","False","False","2","1","(RowName=""TrySkill_Forged_ShotgonneBlast"")","30.000000","Default","Skill00","/Game/Skills/Blueprints/Forged/Shotgonne_Blast.Shotgonne_Blast",""
Forged_CycloneMode,"/Game/Skills/Blueprints/Forged/Skill_Forged_DashAttack.Skill_Forged_DashAttack_C","Character.Player.Forged","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Forged.Melee""),(TagName=""Skill.Active""),(TagName=""Skill.Forged.GeneratesHeat"")))","(GameplayTags=)","(RowName=""Forged_Melee"")","15","Default","(GameplayTags=)","SkillDamageFactorMultiplier|Forged_CycloneMode=0.05","(NSLOCTEXT(""SkillsTable"", ""57170066493B47213DD0E3ABD8E77C25"", ""Cyclone Mode Damage""))","","PerLevelByOnes","None","None","None","EnergyCostPctBySkillName|Forged_CycloneMode=-0.3","NSLOCTEXT(""SkillsTable"", ""4DAC839343E86DD72A383188BC3DC12A"", ""-30% Cyclone Mode Heat cost"")","ProcChance|HealOnBrawlHit=.15","NSLOCTEXT(""SkillsTable"", ""39FD43CD498732C227B9719829AFD8AA"", ""15% chance to heal for 3% total Health on hit for Brawl skills (2 sec. cooldown)"")","SkillModifier|Skill.Forged.Milestone.CycloneMode1=1","NSLOCTEXT(""SkillsTable"", ""A94DB7B0487EB0FE78D4B3A6F6533521"", ""After channeling Cyclone Mode for 1 sec.,  you explode for 100% Weapon Damage every second"")","False","False","1","3","(RowName=""TrySkill_Forged_CycloneMode"")","30.000000","Default","Skill00","/Game/Skills/Blueprints/Forged/Cyclone_Mode.Cyclone_Mode",""
Forged_PoisonDart,"/Game/Skills/Blueprints/Forged/Skill_Forged_PoisonDart.Skill_Forged_PoisonDart_C","Character.Player.Forged","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Forged.Ranged""),(TagName=""Skill.Active""),(TagName=""Skill.Forged.GeneratesHeat""),(TagName=""Skill.Cooldown.Forged"")))","(GameplayTags=)","(RowName=""Forged_Ranged"")","10","Default","(GameplayTags=)","SkillDamageFactorMultiplier|Forged_PoisonDart=0.05","(NSLOCTEXT(""SkillsTable"", ""099EADE94D4774E97C36D2AE349A5816"", ""Poison Dart Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Forged.Milestone.PoisonDart1=1","NSLOCTEXT(""SkillsTable"", ""4D8498C64CC73DA04642238CD0088548"", ""Poison Dart Slows enemies who pass through it"")","DamagePctBySkillTag|Skill.Pet=0.65","NSLOCTEXT(""SkillsTable"", ""6680B27145B5CC5FFC92FBAF2E68C516"", ""+65% Pet damage"")","ProcChance|PoisonDartExplode=1","NSLOCTEXT(""SkillsTable"", ""FBEBFCAA4C13ECFB62122FAFF96E7D27"", ""Enemies killed while Poisoned by Poison Dart explode in a small area for Poison Dart\'s current Weapon Damage"")","False","False","1","2","(RowName=""TrySkill_Forged_PoisonDart"")","30.000000","Default","Skill00","/Game/Skills/Blueprints/Forged/Poison_Dart.Poison_Dart",""
Forged_ServoDrivenUppercut,"/Game/Skills/Blueprints/Forged/Skill_Forged_ServoDrivenUppercut.Skill_Forged_ServoDrivenUppercut_C","Character.Player.Forged","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Forged.GeneratesHeat""),(TagName=""Skill.Forged.Melee"")))","(GameplayTags=)","(RowName=""Forged_Melee"")","10","Default","(GameplayTags=)","SkillDamageFactorMultiplier|Forged_ServoDrivenUppercut=0.05","(NSLOCTEXT(""SkillsTable"", ""58FC55CD4043413AE67BD28B1FDBAEA1"", ""Uppercut Stun Chance""))","","PerLevelByOnes","None","None","None","BonusChancePctBySkillName|Forged_ServoDrivenUppercut=.2","NSLOCTEXT(""SkillsTable"", ""0C83D6D04CB05AE7D97BAFB6F7BC7409"", ""+20% Stun chance for Servo-Driven Uppercut"")","CriticalHitChanceForType|Skill.Forged.Melee=0.1","NSLOCTEXT(""SkillsTable"", ""CD78C794482D6616371F3FA305FC0CC2"", ""+10% Critical Hit chance for Brawl skills"")","SkillModifier|Skill.Forged.Milestone.ServoDrivenUppercut1=1","NSLOCTEXT(""SkillsTable"", ""01322D75499A9F5E323DE28B0A49162D"", ""Every 3rd hit of Servo-Driven Uppercut deals double damage"")","False","False","0","2","(RowName=""TrySkill_Forged_ServoDrivenUppercut"")","30.000000","Default","Skill00","/Game/Skills/Blueprints/Forged/Servo_Driven_Uppercut.Servo_Driven_Uppercut",""
Forged_SlugShot,"/Game/Skills/Blueprints/Forged/Skill_Forged_SlugShot.Skill_Forged_SlugShot_C","Character.Player.Forged","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Forged.GeneratesHeat""),(TagName=""Skill.Forged.Ranged""),(TagName=""Skill.Forged.SlugShot"")))","(GameplayTags=)","(RowName=""Forged_Ranged"")","15","Default","(GameplayTags=)","SkillDamageFactorMultiplier|Forged_SlugShot=0.05","(NSLOCTEXT(""SkillsTable"", ""C09CF0674210985375DCE2A97A53C190"", ""Slugshot Critical Hit Chance""))","","PerLevelByOnes","None","None","None","CriticalHitChanceForType|Skill.Forged.SlugShot=0.25","NSLOCTEXT(""SkillsTable"", ""5C3207F54DE10F096E3556A21A228E32"", ""+25% Critical Hit chance for Slug Shot"")","CriticalHitChanceForType|Skill.Forged.Ranged=0.1","NSLOCTEXT(""SkillsTable"", ""67FEF10044ADD3E3EFD9E39AF4036DE0"", ""+10% Critical Hit chance for Barrage skills"")","SkillModifier|Skill.Forged.Milestone.SlugShot1=1","NSLOCTEXT(""SkillsTable"", ""311A53F24EB524439D8A5E9699FCCDFC"", ""Every 5th Slugshot always critically hits and deals double damage"")","False","False","2","3","(RowName=""TrySkill_Forged_SlugShot"")","30.000000","Default","Skill00","/Game/Skills/Blueprints/Forged/Slug_Shot.Slug_Shot",""
Forged_MyBuddy,"/Game/Skills/Blueprints/Forged/Skill_MyBuddy.Skill_MyBuddy_C","Character.Player.Forged","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Forged.GeneratesHeat""),(TagName=""Skill.Forged.Melee""),(TagName=""Skill.Cooldown.Forged"")))","(GameplayTags=)","(RowName=""Forged_Melee"")","10","Default","(GameplayTags=)","DurationPctBySkillName|Forged_MyBuddy=.05","(NSLOCTEXT(""SkillsTable"", ""58A8BF654394C75A08C589822BBC474D"", ""Power Projection Increased Duration""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Forged.Milestone.PowerProjection1=1","NSLOCTEXT(""SkillsTable"", ""26E61E4C48C857D891F9428A97369EE9"", ""Power Projection now heals you and your allies for 15% of your total health on start"")","ProcChance|VentBlock=1","NSLOCTEXT(""SkillsTable"", ""7CE015D448192BFD894922B59B77755A"", ""Your Block chance is increased by +10% for 4 sec. after venting"")","SkillModifier|Skill.Forged.Milestone.PowerProjection2=1","NSLOCTEXT(""SkillsTable"", ""2F51966C4E63F79C2475CAA9AA22B334"", ""Power Projection makes you and your allies Invulnerable for 1 sec. on cast"")","False","False","2","2","(RowName="""")","30.000000","Default","Skill00","/Game/Skills/Blueprints/Forged/My_Buddy_Forged_Skill.My_Buddy_Forged_Skill",""
Forged_VentFurnaceBlast,"/Game/Skills/Blueprints/Forged/Skill_Forged_VentFurnaceBlast.Skill_Forged_VentFurnaceBlast_C","Character.Player.Forged","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Forged.Vent""),(TagName=""Skill.Forged.Ranged"")))","(GameplayTags=)","(RowName=""Forged_Ranged"")","20","Default","(GameplayTags=)","SkillDamageFactorMultiplier|Forged_VentFurnaceBlast=0.065","(NSLOCTEXT(""SkillsTable"", ""C3D8C948460EEA24DEA796BFDE2E0E63"", ""Furnace Blast Damage""))","","PerLevelByOnes","None","None","None","EnergyCostPctBySkillName|Forged_VentFurnaceBlast=-0.5","NSLOCTEXT(""SkillsTable"", ""D60EE1F64107619A387FB798B2DAEEBA"", ""-50% Heat cost for Furnace Blast"")","DamagePctByStatusEffectTag|StatusEffect.Burning=.25","NSLOCTEXT(""SkillsTable"", ""20AC42B445A61FCC98FD11842490E1E9"", ""+25% Damage to Burning enemies"")","SkillModifier|Skill.Forged.Milestone.FurnaceBlast2=1","NSLOCTEXT(""SkillsTable"", ""2360C5644FBE57703C5480913458B671"", ""Furnace Blast size increased by 50%"")","False","False","1","4","(RowName="""")","30.000000","Default","Skill00","/Game/UI/Textures/LooseIcons/Vent_Furnace_Blast.Vent_Furnace_Blast",""
Forged_RammingRobot,"/Game/Skills/Blueprints/Forged/Skill_Forged_BashingCharge.Skill_Forged_BashingCharge_C","Character.Player.Forged","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Forged.GeneratesHeat""),(TagName=""Skill.Active""),(TagName=""Skill.Forged.Melee""),(TagName=""Skill.Cooldown.Forged"")))","(GameplayTags=)","(RowName=""Forged_Melee"")","5","Default","(GameplayTags=)","SkillDamageFactorMultiplier|Forged_RammingRobot=0.05","(NSLOCTEXT(""SkillsTable"", ""E1E9E8554BE2764083158791282E96FA"", ""Ramming Robot Damage""))","","PerLevelByOnes","None","None","None","RammingRobotCharges.Max=1","NSLOCTEXT(""SkillsTable"", ""81D6C64041A5C0621A3D948D5BA5065C"", ""Ramming Robot gains an additional charge"")","DamagePctBySkillTag|Skill.EmberWeapon.Active=0.2","NSLOCTEXT(""SkillsTable"", ""9AF1097F44EF717F9BA67DA5F4710601"", ""+20% Relic Active Skill damage"")","SkillModifier|Skill.Forged.Milestone.RammingRobot1=1","NSLOCTEXT(""SkillsTable"", ""844189E04DBBB26DD4A3C4A71BDC1664"", ""Ramming Robot leaves behind burning hotspots, dealing 100% Weapon Damage"")","False","False","1","1","(RowName=""TrySkill_Forged_RammingRobot"")","30.000000","Default","Skill00","/Game/UI/Textures/LooseIcons/Ramming_Robot.Ramming_Robot",""
Forged_SonicPulse,"/Game/Skills/Blueprints/Forged/Skill_Forged_SonicPulse.Skill_Forged_SonicPulse_C","Character.Player.Forged","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Forged.GeneratesHeat""),(TagName=""Skill.Active""),(TagName=""Skill.Forged.Ranged""),(TagName=""Skill.Cooldown.Forged"")))","(GameplayTags=)","(RowName=""Forged_Ranged"")","15","Default","(GameplayTags=)","CooldownPctBySkillName|Forged_SonicPulse=-.05","(NSLOCTEXT(""SkillsTable"", ""CB48FEAA4577E761AA6443ADF7FA79D1"", ""Sonic Pulse Cooldown""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Forged.Milestone.SonicPulse1=1","NSLOCTEXT(""SkillsTable"", ""BC3E1B724EDC204DC67269A9E4077C6A"", ""Sonic Pulse now Stuns enemies for 1 sec."")","CooldownPctBySkillTag|Skill.Emberweapon=-.2","NSLOCTEXT(""SkillsTable"", ""BBB9567D4E30D2EC9C4EA0A7ACEEE0AA"", ""-20% to Relic Active Skill cooldowns"")","SkillModifier|Skill.Forged.Milestone.SonicPulse2=1","NSLOCTEXT(""SkillsTable"", ""0E63B43E4A2D62B978CD7481615B894F"", ""Sonic Pulse now activates around you as well"")","False","False","0","3","(RowName="""")","30.000000","Default","Skill00","/Game/Skills/Blueprints/Forged/sonic_pulse_temp.sonic_pulse_temp",""
Forged_FrackingStrike,"/Game/Skills/Blueprints/Forged/Skill_FrackingStrike.Skill_FrackingStrike_C","Character.Player.Forged","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Forged.Melee""),(TagName=""Skill.Forged.GeneratesHeat"")))","(GameplayTags=)","(RowName=""Forged_Melee"")","20","Default","(GameplayTags=)","SkillDamageFactorMultiplier|Forged_FrackingStrike=.05","(NSLOCTEXT(""SkillsTable"", ""A4858581453A6D31EC1F639ADDE79579"", ""Fracking Strike Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Forged.Milestone.FrackingStrike2=1","NSLOCTEXT(""SkillsTable"", ""98DF7DD64B860B039C94659069407F2A"", ""Fracking Strike does two close small impact hits to enemies directly in front of you for the skill\'s base weapon damage"")","DamagePctBySkillTag|Skill.EmberWeapon.Active=0.2","NSLOCTEXT(""SkillsTable"", ""9712F5B34F7FB02B0A309BA14616849D"", ""+20% Relic Active Skill damage"")","SkillModifier|Skill.Forged.Milestone.FrackingStrike1=1","NSLOCTEXT(""SkillsTable"", ""B691EC2349AC78EEADDDF39D3232A0D6"", ""Fracking Strike shockwave size is doubled"")","False","False","2","4","(RowName="""")","30.000000","Default","Skill00","/Game/Skills/Blueprints/Forged/Fracking_Strike.Fracking_Strike",""
RM_BuildTurret,"/Game/Skills/Blueprints/Railman/Skill_LayTrack.Skill_LayTrack_C","Character.Player.Railman","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Railman.Turret""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName=""RM_Turret"")","1","Default","(GameplayTags=)","SkillDamageFactorMultiplier|RM_TurretPassive=.05","(NSLOCTEXT(""SkillsTable"", ""F1BBFDB849CB1BC13C22C0A680A7EF63"", ""Turret Basic Attack Damage""))","","PerLevelByOnes","None","None","None","CooldownPctBySkillTag|Skill.Railman.Turret.Passive.LeadCar=-.25","NSLOCTEXT(""SkillsTable"", ""2B0275A74FB2A6622281DFB812418559"", ""+25% Main Turret passive Attack Speed"")","DamagePctBySkillTag|Skill.Railman.Turret=.20","NSLOCTEXT(""SkillsTable"", ""15CBF7AF4D465A33099E37B744172E21"", ""+20% damage to Conductor skills"")","ProcChance|TurretPiercing=1","NSLOCTEXT(""SkillsTable"", ""1917B55F403E6BAB6C0713A714972918"", ""Main Turret shots pierce enemies for 3 sec. after using an active Train skill"")","False","False","1","0","(RowName="""")","30.000000","Default","Skill01","/Game/Skills/Blueprints/Railman/Build_Train.Build_Train",""
