---,MinLevel,MaxLevel,DropWeight,MaxCount,TextFormat,ItemTextFormat,bIsPrimaryAffix,TraitType,AffixGameplayTags,AffixCurveValue1,AffixCurveValue2,AffixCurveValue3,AffixCurveValue4,AffixCurveValue5,AffixCurveValue6,TraitString,Normal,Magic,Rare,Legendary,Unique,TextOnDrop,Notes
StatusEffect_Apply_Stun,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""2169E1C14B6DE12885776497F55EAF1D"", ""{0%}% chance to Stun for {1} sec."")","NSLOCTEXT(""AffixTable"", ""84F0BA784C52D1DCBDEFB68810FF6E53"", ""{0} of Concussion"")","False","Weapon","Affix.Secondary;Affix.CrowdControl;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Pet.Tag;Item.Weapon.Cannon","StunChance","StunDuration","None","None","None","None","StunChance;StunDuration","",".6-1;.3-.45",".8-1.2;.4-.6","1-1.4;.5-.75","","",""
StatusEffect_Apply_Stun_LifeBound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""2169E1C14B6DE12885776497F55EAF1D"", ""{0%}% chance to Stun for {1} sec."")","NSLOCTEXT(""AffixTable"", ""84F0BA784C52D1DCBDEFB68810FF6E53"", ""{0} of Concussion"")","False","Weapon","Affix.Secondary;Affix.CrowdControl;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Pet.Tag;Affix.LifeBound;Item.Weapon.Cannon","StunChance","StunDuration","None","None","None","None","StunChance;StunDuration",".2-.6;.2-.4",".6-1;.3-.45",".8-1.2;.4-.6","","","",""
StatusEffect_Apply_Stalactites,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""78EDB1C24D279A6D471A11905F8B3007"", ""{0%}% chance to drop Stalactites"")","","False","Weapon","Affix.Secondary;Affix.NonElemental","StunChance","None","None","None","None","None","ProcChance|Stalactites","",".6-1",".8-1.2","1","","",""
StatusEffect_ApplyImmobilize,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""AFB465BF474D1D43611A78AEBB4EA08E"", ""{0%}% chance to Immobilize for {1} sec."")","NSLOCTEXT(""AffixTable"", ""CCFBECFC4ECF99A8316A388C39E61403"", ""{0} of Immobilization"")","False","Weapon","Affix.Secondary;Affix.CrowdControl;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Pet.Tag;Item.Weapon.Cannon","ImmobilizeChance","Ones","None","None","None","None","ElementalProcChance|Proc.Immobilize;ElementalProcDuration|Proc.Immobilize","1;1","1;2","1;3","1;4","","",""
StatusEffect_ApplyImmobilize_LifeBound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""AFB465BF474D1D43611A78AEBB4EA08E"", ""{0%}% chance to Immobilize for {1} sec."")","NSLOCTEXT(""AffixTable"", ""CCFBECFC4ECF99A8316A388C39E61403"", ""{0} of Immobilization"")","False","Weapon","Affix.Secondary;Affix.CrowdControl;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Pet.Tag;Affix.LifeBound;Item.Weapon.Cannon","ImmobilizeChance","Ones","None","None","None","None","ElementalProcChance|Proc.Immobilize;ElementalProcDuration|Proc.Immobilize","1;1.5","1;2.5","1;3.5","","","",""
StatusEffect_ApplySlow,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""940049AA4E869C49F326BD962F2558E0"", ""{0%}% chance to Slow by {1%}% of base Speed for {2} sec."")","NSLOCTEXT(""AffixTable"", ""4F8E57C849AC2A1E9D6424BC3E012C77"", ""{0} of Lethargy"")","False","Weapon","Affix.Secondary;Affix.CrowdControl;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Pet.Tag;Item.Weapon.Cannon","Ones","Ones","Ones","None","None","None","ElementalProcChance|Proc.Slow;ElementalProcCount|Proc.Slow;ElementalProcDuration|Proc.Slow","",".15;.5;5",".2;.5;5",".25;.5;5","","",""
StatusEffect_ApplySlow_LifeBound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""940049AA4E869C49F326BD962F2558E0"", ""{0%}% chance to Slow by {1%}% of base Speed for {2} sec."")","NSLOCTEXT(""AffixTable"", ""4F8E57C849AC2A1E9D6424BC3E012C77"", ""{0} of Lethargy"")","False","Weapon","Affix.Secondary;Affix.CrowdControl;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Pet.Tag;Affix.LifeBound;Item.Weapon.Cannon","Ones","Ones","Ones","None","None","None","ElementalProcChance|Proc.Slow;ElementalProcCount|Proc.Slow;ElementalProcDuration|Proc.Slow","1;.5;5","1;.5;5","1;.5;5","","","",""
StatusEffect_Chance_Bleed,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""D98AB5E24012075FC9B77483604EE9A7"", ""+{0%}% chance to Bleed"")","","False","Weapon","Affix.Secondary;Affix.NonElemental;Item.Armour.Helm","BleedChance","None","None","None","None","None","ElementalProcChance|Proc.Bleed","0.1","0.2","0.24","0.265","","",""
StatusEffect_Chance_Bleed_LifeBound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""CDD8C5CA4B1406DEA5663BBA0F01E400"", ""+{0%}% chance to Bleed"")","","False","Weapon","Affix.Secondary;Affix.NonElemental;Item.Armour.Helm;Affix.LifeBound","BleedChance","None","None","None","None","None","ElementalProcChance|Proc.Bleed","0.12","0.24","0.288","0.318","","",""
StatusEffect_Chance_Blind,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""62897389418A63FDEC1539B55E82D296"", ""+{0%}% chance to Blind"")","","False","Weapon","Affix.Secondary;Affix.NonElemental;Item.Armour.Helm","BlindChance","None","None","None","None","None","ElementalProcChance|Proc.Blind",".05-.08",".07-.1",".09-.12",".11-.14","","",""
StatusEffect_Chance_Blind_LifeBound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""88AF2ECF435A39B5A0E6388C2E732E18"", ""+{0%}% chance to Blind"")","","False","Weapon","Affix.Secondary;Affix.NonElemental;Item.Armour.Helm;Affix.LifeBound","BlindChance","None","None","None","None","None","ElementalProcChance|Proc.Blind",".06-.09",".08-.11",".1-.13",".12-.15","","",""
StatusEffect_Chance_Chill,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""EC7511A54055AEB70E3B7A9955FB00DE"", ""+{0%}% chance to Chill"")","","False","Weapon","Affix.Secondary;Affix.Effect.Ice;Item.Armour.Helm","ChillChance","None","None","None","None","None","ElementalProcChance|Proc.Chill","0.1","0.1-0.25","0.2-0.275","0.25-0.33","","",""
StatusEffect_Chance_Chill_LifeBound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""C08F79924B61F46F70B61883C54DD668"", ""+{0%}% chance to Chill"")","","False","Weapon","Affix.Secondary;Affix.Effect.Ice;Item.Armour.Helm;Affix.LifeBound","ChillChance","None","None","None","None","None","ElementalProcChance|Proc.Chill","0.12","0.12-0.3","0.24-0.33","0.3-0.396","","",""
StatusEffect_Chance_Frozen,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""742B3E9D4512D2840749AD9C325C7E9E"", ""+{0%}% chance to Freeze"")","","False","Weapon","Affix.Secondary;Affix.Effect.Ice.Freeze;Item.Armour.Helm","FreezeChance","None","None","None","None","None","ElementalProcChance|Proc.Freeze","0.1","0.1-0.25","0.2-0.4","0.3-0.5","","",""
StatusEffect_Chance_Frozen_LifeBound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""70D1D3814C94CA350BFD3FB304090AC8"", ""+{0%}% chance to Freeze"")","","False","Weapon","Affix.Secondary;Affix.Effect.Ice.Freeze;Item.Armour.Helm;Affix.LifeBound","FreezeChance","None","None","None","None","None","ElementalProcChance|Proc.Freeze","0.12","0.12-0.3","0.24-0.48","0.36-0.6","","",""
StatusEffect_Chance_Immobilize,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""D4625A4F427BF1CB9C169688E28C2302"", ""+{0%}% chance to Immobilize"")","","False","Weapon","Affix.Secondary;Affix.CrowdControl;Item.Armour.Helm","ImmobilizeChance","None","None","None","None","None","ElementalProcChance|Proc.Immobilize","0.05","0.08-0.175","0.15-0.3","0.25-0.5","","",""
StatusEffect_Chance_Immobilize_LifeBound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""968DEC9B45C8587BBDFD5FAAED96542B"", ""+{0%}% chance to Immobilize"")","","False","Weapon","Affix.Secondary;Affix.CrowdControl;Item.Armour.Helm;Affix.LifeBound","ImmobilizeChance","None","None","None","None","None","ElementalProcChance|Proc.Immobilize","0.06","0.096-0.21","0.18-0.36","0.3-0.6","","",""
StatusEffect_Chance_Knockback,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""0307367A406132FB5EB8C7833CA97718"", ""+{0%}% chance to Knockback"")","","False","Weapon","Affix.Secondary;Affix.NonElemental;Affix.CrowdControl;Item.Armour.Helm","Knockback","None","None","None","None","None","KnockbackChance","0.5","0.7-1.3","1.25-1.5","1.4-1.8","","",""
StatusEffect_Chance_Knockback_LifeBound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""5B48E97B45A3762FC4D722BD5882FDDA"", ""+{0%}% chance to Knockback"")","","False","Weapon","Affix.Secondary;Affix.NonElemental;Item.Armour.Helm;Affix.CrowdControl;Affix.LifeBound","Knockback","None","None","None","None","None","KnockbackChance","0.6","0.84-1.56","1.5-1.8","1.68-2.16","","",""
StatusEffect_Chance_Poison,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""6C779E6E4506CBF56BB192AF808AC4F0"", ""+{0%}% chance to Poison"")","","False","Weapon","Affix.Secondary;Affix.Effect.Poison;Item.Armour.Helm","PoisonChance","None","None","None","None","None","ElementalProcChance|Proc.Poison","0.1","0.1-0.25","0.2-0.35","0.3-0.5","","",""
StatusEffect_Chance_Poison_LifeBound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""265EFB2440E527E06AE9A2B298DFF2AE"", ""+{0%}% chance to Poison"")","","False","Weapon","Affix.Secondary;Affix.Effect.Poison;Item.Armour.Helm;Affix.LifeBound","PoisonChance","None","None","None","None","None","ElementalProcChance|Proc.Poison","0.12","0.12-0.3","0.24-0.42","0.36-0.6","","",""
StatusEffect_Chance_Shock,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""9E530FA14B6A1E4400D1488CD4D54F81"", ""+{0%}% chance to Shock"")","","False","Weapon","Affix.Secondary;Affix.Effect.Electric.Shock;Item.Armour.Helm","ShockChance","None","None","None","None","None","ElementalProcChance|Proc.Shock","0.11","0.12-0.19","0.18-0.275","0.25-0.33","","",""
StatusEffect_Chance_Shock_LifeBound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""AFD38EDA4B1876D8D55CC98005C5FFB1"", ""+{0%}% chance to Shock"")","","False","Weapon","Affix.Secondary;Affix.Effect.Electric.Shock;Item.Armour.Helm;Affix.LifeBound","ShockChance","None","None","None","None","None","ElementalProcChance|Proc.Shock","0.132","0.144-0.228","0.216-0.33","0.3-0.396","","",""
StatusEffect_Chance_Stun,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""88924A83480D4F340C55F8AD86B17838"", ""+{0%}% chance to Stun"")","","False","Weapon","Affix.Secondary;Affix.NonElemental;Item.Armour.Helm","StunChance","None","None","None","None","None","StunChance",".1-.16",".14-.2",".18-.24",".22-.28","","",""
StatusEffect_Chance_Stun_LifeBound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""DA06D1A54F13468F8940DDA4DED88A66"", ""+{0%}% chance to Stun"")","","False","Weapon","Affix.Secondary;Affix.NonElemental;Item.Armour.Helm;Affix.LifeBound","StunChance","None","None","None","None","None","StunChance",".11-.17",".15-.21",".19-.25",".23-.29","","",""
StatusEffect_Duration_Bleed,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""D02121334E84098C58FB36886E4C1D89"", ""+{0} sec. Bleed duration"")","","False","Weapon","Affix.Secondary;Affix.NonElemental;Item.Armour.Shoulders","BleedDuration","None","None","None","None","None","ElementalProcDuration|Proc.Bleed","0.1","0.1-0.275","0.25-0.5","0.4-0.75","","",""
StatusEffect_Duration_Bleed_LifeBound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""16A65F26489C8D270D2F3DA0D3C9F8E8"", ""+{0} sec. Bleed duration"")","","False","Weapon","Affix.Secondary;Affix.NonElemental;Item.Armour.Shoulders;Affix.LifeBound","BleedDuration","None","None","None","None","None","ElementalProcDuration|Proc.Bleed","0.12","0.12-0.33","0.3-0.6","0.48-0.9","","",""
StatusEffect_Duration_Blind,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""F683F9B0497895EBFE7B97B7A8FD3097"", ""+{0} sec. Blind duration"")","","False","Weapon","Affix.Secondary;Affix.NonElemental;Item.Armour.Shoulders","BlindDuration","None","None","None","None","None","ElementalProcDuration|Proc.Blind","0.1","0.1-0.3","0.3-0.5","0.5-0.6","","",""
StatusEffect_Duration_Blind_LifeBound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""24FCFCD64725BCC9646891B41C70D371"", ""+{0} sec. Blind duration"")","","False","Weapon","Affix.Secondary;Affix.NonElemental;Item.Armour.Shoulders;Affix.LifeBound","BlindDuration","None","None","None","None","None","ElementalProcDuration|Proc.Blind","0.12","0.12-0.32","0.32-0.52","0.52-0.62","","",""
StatusEffect_Duration_Burn,"1.000000","100.000000","100","2","NSLOCTEXT(""AffixTable"", ""FEA73DF14EA4DB4785394F9595873D37"", ""+{0} sec. Burn duration"")","","False","Weapon","Affix.Secondary;Affix.Effect.Fire;Item.Armour.Shoulders","BurnDuration","None","None","None","None","None","ElementalProcDuration|Proc.Burn","0.25-0.5","0.5-1","0.75-1.5","1.0-2.0","","",""
StatusEffect_Duration_Burn_LifeBound,"1.000000","100.000000","100","2","NSLOCTEXT(""AffixTable"", ""3CF04C10437ACDA9992ABDA5FF40EC1E"", ""+{0} sec. Burn duration"")","","False","Weapon","Affix.Secondary;Affix.Effect.Fire;Item.Armour.Shoulders","BurnDuration","None","None","None","None","None","ElementalProcDuration|Proc.Burn","0.3-0.6","0.6-1.2","0.9-1.8","1.2-2.40","","",""
StatusEffect_Duration_Chill,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""3CAF3C1747F55BFA71B15DA2CE859A52"", ""+{0} sec. Chill duration"")","","False","Weapon","Affix.Secondary;Affix.Effect.Ice;Item.Armour.Shoulders","ChillDuration","None","None","None","None","None","ElementalProcDuration|Proc.Chill","0.1","0.1-0.35","0.3-0.6","0.5-0.8","","",""
StatusEffect_Duration_Chill_LifeBound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""E8BDEB4B4BB2A3462A7BF18D87924DA6"", ""+{0} sec. Chill duration"")","","False","Weapon","Affix.Secondary;Affix.Effect.Ice;Item.Armour.Shoulders;Affix.LifeBound","ChillDuration","None","None","None","None","None","ElementalProcDuration|Proc.Chill","0.12","0.12-0.42","0.36-0.72","0.6-0.96","","",""
StatusEffect_Duration_Frozen,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""87FA42544C93A765287D34BA6B8BA510"", ""+{0} sec. Frozen duration"")","","False","Weapon","Affix.Secondary;Affix.Effect.Ice.Freeze;Item.Armour.Shoulders","FreezeDuration","None","None","None","None","None","ElementalProcDuration|Proc.Freeze","0.01","0.01-0.06","0.05-0.15","0.125-0.3","","",""
StatusEffect_Duration_Frozen_LifeBound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""6F23EE654CE7FF3DE38722A145EDE1BE"", ""+{0} sec. Frozen duration"")","","False","Weapon","Affix.Secondary;Affix.Effect.Ice.Freeze;Item.Armour.Shoulders;Affix.LifeBound","FreezeDuration","None","None","None","None","None","ElementalProcDuration|Proc.Freeze","0.012","0.012-0.072","0.06-0.18","0.15-0.36","","",""
StatusEffect_Duration_Poison,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""85054B994E93DB01AA7F7FA84D149808"", ""+{0} sec. Poison duration"")","","False","Weapon","Affix.Secondary;Affix.Effect.Poison;Item.Armour.Shoulders","PoisonDuration","None","None","None","None","None","ElementalProcDuration|Proc.Poison","0.1","0.1-0.35","0.3-0.6","0.5-0.8","","",""
StatusEffect_Duration_Poison_LifeBound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""C8BBEE7841F35E9ED2391BAA42735DEC"", ""+{0} sec. Poison duration"")","","False","Weapon","Affix.Secondary;Affix.Effect.Poison;Item.Armour.Shoulders;Affix.LifeBound","PoisonDuration","None","None","None","None","None","ElementalProcDuration|Proc.Poison","0.12","0.12-0.42","0.36-0.72","0.6-0.96","","",""
StatusEffect_Duration_Stun,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""9A07526B459736D4DE2BC2A631C8796A"", ""+{0} sec. Stun duration"")","","False","Weapon","Affix.Secondary;Affix.NonElemental;Item.Armour.Shoulders","StunDuration","None","None","None","None","None","StunDuration","0.1","0.1-0.3","0.3-0.5",".5-.6","","","Legendary Secondary"
StatusEffect_Duration_Stun_LifeBound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""556ED69F48E83268A7C9DBACEF109A11"", ""+{0} sec. Stun duration"")","","False","Weapon","Affix.Secondary;Affix.NonElemental;Item.Armour.Shoulders","StunDuration","None","None","None","None","None","StunDuration","0.12","0.12-0.32",".32-.52",".52-.62","","","Legendary Secondary"
StatusEffect_Fear_Chance_Legendary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""CC71A90743899FF138C47891EF82C173"", ""+{0%}% chance to Fear"")","","False","Weapon","Affix.Secondary;Affix.NonElemental;Item.Armour.Helm","FearChance","None","None","None","None","None","ElementalProcChance|Proc.Fear","","","","2","","",""
StatusEffect_Fear_Chance_Legendary_LifeBound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""456030C84B6CFCFDB26897B4C655D783"", ""+{0%}% chance to Fear"")","","False","Weapon","Affix.Secondary;Affix.NonElemental;Item.Armour.Helm","FearChance","None","None","None","None","None","ElementalProcChance|Proc.Fear","","","","2.4","","",""
StatusEffect_Resist_Knockback,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""03F32C9844C867325E72F3A4827A2A57"", ""{0%}% Knockback Resistance"")","","False","Default","Affix.Secondary;Affix.NonElemental;Item.Armour.Shoulders;Item.Weapon.Shield;Item.Pet.Collar","KnockbackResistance","None","None","None","None","None","KnockbackResistance","","0.9-1.2","1.1-1.6","1.5-2","","",""
StatusEffect_Resist_Knockback_LifeBound,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""03F32C9844C867325E72F3A4827A2A57"", ""{0%}% Knockback Resistance"")","","False","Default","Affix.Secondary;Affix.NonElemental;Item.Armour.Shoulders;Item.Weapon.Shield;Item.Pet.Collar;Affix.LifeBound","KnockbackResistance","None","None","None","None","None","KnockbackResistance","0.9-1.2","1.1-1.6","1.5-2","","","",""
StatusEffect_Resist_Poison,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""C0548E93429AAE9135078BBFA2CE5E28"", ""-{0%}% Poisoned duration"")","","False","Default","Affix.Secondary;Item.Armour.Helm;Item.Armour.Shoulders;Item.Weapon.Shield;Affix.Defense.Poison;Item.Pet.Collar","DefenseVsPoisonDuration","None","None","None","None","None","DefenseVsElementalProcDuration|Proc.Poison","0.5-0.8","0.75-1.2","1-1.4","1.25-1.5","","",""
StatusEffect_Resist_Poison_LifeBound,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""C0548E93429AAE9135078BBFA2CE5E28"", ""-{0%}% Poisoned duration"")","","False","Default","Affix.Secondary;Item.Armour.Helm;Item.Armour.Shoulders;Item.Weapon.Shield;Affix.Defense.Poison;Item.Pet.Collar;Affix.LifeBound","DefenseVsPoisonDuration","None","None","None","None","None","DefenseVsElementalProcDuration|Proc.Poison","0.75-1.2","1-1.4","1.25-1.5","","","",""
StatusEffect_Resist_Stun,"1.000000","100.000000","200","0","NSLOCTEXT(""AffixTable"", ""6749DE724BF69B97E77197AFE32AE155"", ""+{0%}% Stun Resistance"")","","False","Default","Affix.Secondary;Affix.NonElemental;Item.Armour.Shoulders;Item.Weapon.Shield;Item.Pet.Collar","KnockbackResistance","None","None","None","None","None","StunResistance","","0.9-1.2","1.1-1.6","1.5-2","","",""
StatusEffect_Resist_Stun_LifeBound,"1.000000","100.000000","200","0","NSLOCTEXT(""AffixTable"", ""6749DE724BF69B97E77197AFE32AE155"", ""+{0%}% Stun Resistance"")","","False","Default","Affix.Secondary;Affix.NonElemental;Item.Armour.Shoulders;Item.Weapon.Shield;Item.Pet.Collar;Affix.LifeBound","KnockbackResistance","None","None","None","None","None","StunResistance","0.9-1.2","1.1-1.6","1.5-2","","","",""
StatusEffect_Shock_Bolts,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""7A5185AA49CCD7F07BFF8DB8E32D6425"", ""{0} additional bolt(s) fired on Shock"")","","False","Weapon","Affix.Secondary;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Weapon.Shield;Item.Armour.Gloves;Affix.Effect.Electric.Bolt;Item.Pet.Tag;Item.Weapon.Cannon","ShockCount","None","None","None","None","None","ElementalProcCount|Proc.Shock","","1","1","2","","",""
StatusEffect_Shock_Bolts_Legendary,"1.000000","100.000000","100","2","NSLOCTEXT(""AffixTable"", ""7A5185AA49CCD7F07BFF8DB8E32D6425"", ""{0} additional bolt(s) fired on Shock"")","","False","Weapon","Affix.Secondary;Item.Weapon.Global;Affix.Effect.Electric.Bolt;Item.Weapon.2H;Item.Weapon.Focus;Item.Weapon.Shield","ShockCount","None","None","None","None","None","ElementalProcCount|Proc.Shock","","","","4","","",""
StatusEffect_Shock_Bolts_LifeBound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""7A5185AA49CCD7F07BFF8DB8E32D6425"", ""{0} additional bolt(s) fired on Shock"")","","False","Weapon","Affix.Secondary;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Shield;Item.Weapon.Focus;Item.Armour.Gloves;Affix.Effect.Electric.Bolt;Item.Pet.Tag;Affix.LifeBound;Item.Weapon.Cannon","ShockCount","None","None","None","None","None","ElementalProcCount|Proc.Shock","1","2","3","","","",""
SteamDissipation_Regen,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""259DC2014B295301278344A92B0C77A2"", ""+{0%}% Steam /sec Dissipation"")","","False","Default","Affix.Secondary;Affix.NonElemental;Affix.Energy.Regen;Character.Player.Forged;Item.Weapon.Focus;Item.Armour.Helm","EnergyRegen","None","None","None","None","None","ForgedHeat.Regen.Multiplier","0.1-0.16","0.15-0.25","0.23-0.31","0.32-0.4","","","Charge: Forged"
SteamDissipation_Regen_LifeBound,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""259DC2014B295301278344A92B0C77A2"", ""+{0%}% Steam /sec Dissipation"")","","False","Default","Affix.Secondary;Affix.NonElemental;Affix.Energy.Regen;Character.Player.Forged;Item.Weapon.Focus;Item.Armour.Helm;Affix.LifeBound","EnergyRegen","None","None","None","None","None","ForgedHeat.Regen.Multiplier","0.12-0.192","0.18-0.3","0.276-0.372","0.384-0.48","","","Charge: Forged"
SteamDissipation_Regen_Primary,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""259DC2014B295301278344A92B0C77A2"", ""+{0%}% Steam /sec Dissipation"")","","True","Default","Affix.Primary;Affix.NonElemental;Affix.Energy.Regen;Character.Player.Forged;Item.Weapon.Focus","EnergyRegen","None","None","None","None","None","ForgedHeat.Regen.Multiplier","0.25-0.4","0.375-0.625","0.575-0.775","0.8-1.0","","","Charge: Forged"
SteamDissipation_Regen_Primary_LifeBound,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""259DC2014B295301278344A92B0C77A2"", ""+{0%}% Steam /sec Dissipation"")","","True","Default","Affix.Primary;Affix.NonElemental;Affix.Energy.Regen;Character.Player.Forged;Item.Weapon.Focus;Affix.LifeBound","EnergyRegen","None","None","None","None","None","ForgedHeat.Regen.Multiplier","0.3-0.48","0.45-0.75","0.69-0.93","0.96-1.2","","","Charge: Forged"
SteamDissipation_Regen_Primary_Strong,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""259DC2014B295301278344A92B0C77A2"", ""+{0%}% Steam /sec Dissipation"")","","True","Default","Affix.Primary;Affix.NonElemental;Affix.Energy.Regen;Character.Player.Forged;Item.Weapon.Focus;Affix.EnergyRegenStrong","EnergyRegen","None","None","None","None","None","ForgedHeat.Regen.Multiplier","0.3-0.48","0.45-0.75","0.69-0.93","0.96-1.2","","","Charge: Forged"
SteamDissipation_Regen_Primary_Strong_LifeBound,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""259DC2014B295301278344A92B0C77A2"", ""+{0%}% Steam /sec Dissipation"")","","True","Default","Affix.Primary;Affix.NonElemental;Affix.Energy.Regen;Character.Player.Forged;Item.Weapon.Focus;Affix.EnergyRegenStrong;Affix.LifeBound","EnergyRegen","None","None","None","None","None","ForgedHeat.Regen.Multiplier","0.36-0.58","0.54-0.9","0.828-1.152","1.15-1.44","","","Charge: Forged"
Thorns_vsChilled,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""658CCDA1432FF4C27ABBB1862113CD1E"", ""Inflicts {0%}% weapon damage vs. Chilled targets when attacked"")","","False","Default","Affix.Secondary;Item.Weapon.Global;Affix.Effect.Ice;Item.Weapon.1H;Item.Weapon.2H","ThornsDamage","None","None","None","None","None","ProcDamage|ThornsVsChilled;ProcChance|ThornsVsChilled","","","","","","","Legendary Secondary"
WideloadShieldTooltip,"1.000000","30.000000","0","0","NSLOCTEXT(""AffixTable"", ""797C9069439E191A80A59FAFD50AF6E0"", ""Consume this item to add Wideload\'s Decorative Shield to your fort items."")","","False","NoTraits","None","None","None","None","None","None","None","","","","","","","",""
SkeletonMeleeOnEquip,"1.000000","50.000000","0","1","NSLOCTEXT(""AffixTable"", ""749F7E1F41CA7442398341A801E2E7EB"", ""Summon {0} Skeleton Warrior on equip"")","","False","Default","Affix.Secondary;Affix.NonElemental;Item.Weapon.Shield","BleedDuration","None","None","None","None","None","MinionsFromAffix|AffixSkeletonMelee","","","","1","","",""
SkeletonShieldOnEquip,"1.000000","50.000000","0","1","NSLOCTEXT(""AffixTable"", ""AD4842FA40F44EF3E78892AD09351F08"", ""Summon {0} Skeleton Knight on equip"")","","False","Default","Affix.Secondary;Affix.NonElemental;Item.Weapon.Focus","Ones","None","None","None","None","None","MinionsFromAffix|AffixSkeletonShield","","","","1","","",""
SkeletonRangedOnEquip,"1.000000","50.000000","0","1","NSLOCTEXT(""AffixTable"", ""06B0FD7F43A6E39128936394CF0D18F8"", ""Summon {0} Skeleton Archer on equip"")","","False","Default","Affix.Secondary;Affix.NonElemental;Item.Weapon.Focus","Ones","None","None","None","None","None","MinionsFromAffix|AffixSkeletonRanged","","","","1","","",""
SkeletonMeleeFireOnEquip,"1.000000","50.000000","0","1","NSLOCTEXT(""AffixTable"", ""3E192AF74337ED03A9E6989D383B0440"", ""Summon {0} Burning Skeleton Warrior on equip"")","","False","Default","Affix.Secondary;Affix.NonElemental;Item.Weapon.Focus","Ones","None","None","None","None","None","MinionsFromAffix|AffixSkeletonFireMelee","","","","1","","",""
